,username,rating,comment
17,Cheno,N/A,120+40(shp) 136 euros
18,chromaticdragon,8,"2-4. Best 4. Kit
60 min
Mod: Solo / Coop"
19,Chuggas,8.46,"A game which supposedly ""improves"" Arcadia Quest, but I find that it falls short compared to it. Still a good game though."
20,CinCin,N/A,"KS Edition
Includes:  ARRRmada, Zenith Invasion, Thornetroopers, Space Marauders, Build-a-Robot (plus Companion Pack and Extras)"
21,CluelessNewbie,N/A,"KickStarter Space Marauders pledge, plus the following Optional Buys: Zenith Invasion (2); Patty & Sherry; Nayomi & Tanaka; Brandalyn & Jakob; and Cury & Yuri."
22,CptDiomedes,N/A,KS 8/2019 - 2/2020
23,crwills,N/A,2019-08. Kickstarter.
24,DaBene,10,"A perfect Mixture of Arcadia Quest (my AllTimeFavorite) and Adrenaline! Faster and better in Case you are not bringing the 4 Person for Arcadia or the time to the table to play Arcadia Quest.

Two housrules established, in the upgrade Phase you (most of the times the winner of the previous game) cannot take the same upgrade twice.
And Starter is the last to choose Spaceship-docking-Spot, which is chosen anticlockwise, starting with the fourth player / sitting on the right of the first player. Works out perfect and doesn´t do the richerr is getting richer so harsh. The one winning the last game already gets at least one weapon more in the upgrade phase - but taking two of a kind, seemed unfair and overpowered...."
25,Digimortal,8,"Having just got this, I had no expectations outside of other CMON games which were are generally simple, silly but provide some tactical choices throughout to make things interesting.

Well this is a real surprise, but I got this and found I love it! Despite being the simplest game in my collection, my wife and I were laughing at the ridiculous stalemate we created and the victory she lorded over me. the theme is fun and silly, great for kids and enjoyable for adults.

The Kickstarter content provides some great parody figures to play with, the sculpts look awesome and I have to say the expansions provide some pretty thematic and fun monsters and scenarios.

My only criticism would be that each scenario needs a narrative intro & debrief to help cement the fun world they created in the manuals."
26,DrRednek,8,"Similar to Arcadia Quest, just a little different. Don't assume you can take a hit from even the smallest monsters."
27,DrWorm331,10,"A streamlined implementation of AQ (My family's favorite game). The changes are added variability for monsters & locations for campaigns, quicker setup time. Love this game!"
28,EineHund,N/A,KS Edition
29,ellyssian,N/A,Kickstarted...
30,endur0,N/A,2-4
31,engda59,N/A,"Kickstarted.
Target Delivery: August 2019
Arrived: March 4, 2020"
32,Entrecruzado,N/A,"[46 cards, KMC 64x89 mm, standard size]
[31 cards, Swan Panasia 70x120 mm, thick]"
33,esed,8,"I love [thing=155068][/thing] and own most of the stuff for it. But I generally prefer sci-fi to fantasy in games so when Starcadia was on KS, I had to get it. And a bunch of extras :D It finally came and we played through the campaign in the base box. It certainly makes Arcadia faster, especially the set up, which is great. I was worried about only having 2 heroes but to be honest, I never felt like I was missing anything. It's true that the 3rd one is not used as often in Arcadia, I guess. I also like that the campaign only has 4 scenarios instead of 6, it is much easier to play through it this way. As with Arcadia, it will not be a game that we will play often (at least until we have a kid old enough) but I know I will always enjoy it."
34,Evil_Empire_Inc,N/A,Location: Shelf C
35,evkefalas,N/A,"-Kickstarter Edition
-Plus Scenery Pack"
36,fcatch76,10,"Lots of fun, awesome miniatures"
37,fijigus,N/A,"kickstarter. space oddities pledge.  added zenith invation and thorne troopers expansions with pledge manager. Est Aug 2019 then delayed to Feb 2020, says tracking numbers coming mid Feb..."
38,forseti855,5,"My son rates this as his only 10/10 game.  I don't mind it, especially since it is so quick and there is a natural crescendo in individual scenarios.  But this is a campaign game and very much suffers ""rich get richer"" problem.  Meanwhile, who is initially ""rich"" can very much be determined by dice rolls.  It's definitely not quick enough for those issues to be ignored."
39,fritolay,N/A,"KS - Manufacturing

PM complete"
40,Gallandr,9,"Loving the game. Quick, easy, fun characters, and even with 2 players you get a divers set-up seeing you also have against you or control a third party, the monsters."
41,Gamia,8,"I love Arcadia Quest but only have a German base version and I don't speak German so  instead of stacking up with a new English version, Starcadia Quest seams like a nobrainer! A little annoyed with the KS Exclusive extra stuff, I did not fall for it and they should be available as optimal buy in stores later."
42,Geeken,N/A,6.78KS 2021
43,gloomypop,N/A,Marauder Pledge
44,gmerGAL,N/A,"new for 2020.
meh.maybe."
45,golf4george,N/A,KS
46,Grandpaplaysgames,N/A,"->Arrrmada
->Showdown"
47,hakuus,7,"Fast & fun, instant favourite of 9yo"
48,HausOfQwert,N/A,Backed on Kickstarter
49,havlock44,N/A,4
50,hengishammer,N/A,looking for KS Edition
51,hwr131819,N/A,Kickstarter copy + expansion coming next year
52,Idaho11,N/A,"+ Space Marauders
+ ARRRmada
+ Build-a-Robot
+ Build-a-Robot extras
+ Showdown
+ Thornetroopers
+ Zenith Invasion

+ Needles
+ Companion pack

+ Scenery pack
+ Plastic token pack
+ Guild dice pack

+ Paladin Sleeves"
53,Incredibul,9,"Played with my wife only once. The 9 Rating is for the pure fun and arcade feeling, but 2 Players definetly has the problem that If one gets ahead, there is no ""everyone Attacks the Leader"", which I think might be necessary because the rich get richer in this game."
54,Jayvir,N/A,KS Late pledge
55,jbbenlu,N/A,Backed on Kickstarter
56,jbrazill,7,Played a couple of rounds and enjoy it quite a bit.  Arcadia Quest has more depth and the rewards/upgrades feel more valuable but Starcadia is shorter to play a full campaign with a less complex upgrade cycle.
57,joelpetersen,8,"I like the streamlining, but I miss the crazy upgrades from AQ. The board seem to be emptier"
58,Josey_23,N/A,Kickstarter: Space Marauders pledge
59,keschnell,N/A,In painting queue
60,KRWoods1,7,"Wild and sprawling, this is a good time.  However, the need to play as a campaign for maximum effect means it won't get played as much as I would like."
61,lclgamer17,8,"Agile turn, fun, easy to learn and enjoyable from the first game. Starcadia has delivered what I expected of it, no more, no less. Nice game."
62,leberschnitzel,5,"I always wanted to try Arcadia Quest but I already am overflowed with Fantasy games. So I'm happy to see a sci-fi version :)

EDIT After some plays: Very cute but sadly pretty bland Arena game with more bling than actual good gameplay. Often overstays it's welcome on the table."
63,Lengytam,N/A,KS
64,locusshifter,N/A,Feb 2020
65,longmen76,N/A,"+ Stretch Goals Kickstarter
+ ARRRmada Expansion
+ Build a Robot Expansion
+ Showdown Expansion
+ Zenith Invasion EX
+ Thornetroopers EX
+ Brandalyn & Jakob
+ Major Tomm exclusive hero
+ Crackin' Jim exclusive monster 
+ Cury & Yuri
+ Companion Pack EX
+ Nakombi & Tanaka
+ Patty & Sherry
+ Extra Dice (czarne) EX
+ Plastic Token Pack EX
+ Wound Token Pack
+ Scenery Pack EX"
66,Lord Silver,N/A,Have not played yet. Will review once played. 
67,macschwag14,N/A,Kickstarter w/ plastic tokens.
68,Maitreya,7.5,"Initial thoughts (3 plays - rated 7.5):
I played the main campaign in Arcadia Quest all the way through once and some one-off missions (14 plays).  I enjoyed it, but didn't love it as much as I hoped.  Yet, like the fool I am, I couldn't resist trying out the format with a sci-fi skin (love that much more than fantasy), especially since they were making some gameplay changes that sounded interesting.  I think initially I do enjoy Starcadia Quest more than AQ, but still undecided if its worth a spot on my shelf long term.

First, I'm not a very big fan of campaign games.  For me, there's just not enough 'story' in almost all games to make me want to deal with the headache of tracking changes between plays and trying to round everybody up to knock out a whole campaign in short order before everybody loses interest.  I really do love picking out gear in games, which is what campaign games seem to excel out.  IMO, you can easily implement that in a standalone mission game, but for some reason there aren't a lot that do it, at least that I'm aware of.  Both AQ & SQ seem to do it just fine. I don't need to string together some missions to feel like my characters are getting 'stronger.'  If SQ stays on my shelf, it may end up being mostly for standalone missions.

Since I'm talking about campaigns, it should be noted the SQ campaign is only 4 missions and I believe the AQ one was 6.  I find that a little easier to knock out so that's a plus for SQ.  Since I just finished mission 3, I'm not sure if the last mission will be as not fun to replay as I found the final mission in AQ to be.  

I enjoy having a team of 2 characters much more  than 3, especially since each one has more upgrade slots.  It allows you to play around more with character builds.

Love having random map tiles instead of a preset map.  Much quicker to set up and a lot more variety for replayability.

I knew going into this game how much randomness there is, but I still wish it was less so.  I just got steamrolled in our 3rd campaign mission because I couldn't roll bursts to save my life, but the winner was getting them left and right.

Overall, this is a simple, bash everybody up kind of game, which shouldn't be taken too seriously.  Looks to have a ton of fun combos to try out.  Want to play it with my 9 year old to see if it's a hit with him."
69,Makiavelli75,N/A,"Dungeon Crawler
1. Showdown
2. Arrrmada
3. Build-a-Robot"
70,malain,3,"Bad scenarios, bad gameplay.
Not nearly as good as Arcadia Quest. 
Arcadia Quest is better : 10/10"
71,marcodegoede,4,"Sequel to Arcadia Quest. But more chaos, bad storyline. I feel less fun playing this game."
72,Matthew Bower,9,Kickstarter Edition
73,McNinjaX,N/A,*Preordered Kickstarter** ETA SEP 2019
74,mdellis77,N/A,G25
75,MegaMushroom,10,"Starcadia Quest is 80% Arcadia Quest in space and 20% quality or life improvements that makes the overall experience even more fun and streamlined. The quest book has been replaced by more efficient deck of cards and upgrades are now on tiles. As expected the presentation is amazing, with some of the best minis CMON have produced so far."
76,Memzcuts,10,"Better than Arcadia Quest!
Oh & the Event Deck is awesome !"
77,Mikeprs,10,Perfect ! Love it !
78,morteigan,8,"A game that seems cool, funny, simple and beautiful at first look.  But when played at 2 player the game don't shine that much, it a 4 player game that the designer try to sell with more options.  There's not more option, it's 4 players or you don't play.  Still I can see the potential of this game to play with a lot of people, you juste have to have enough players to enjoy it."
79,mouser2u,9,fantastic art. easy fun game
80,mrmer1in,N/A,"Do not want, look at comments"
81,MrZiogas,N/A,"Kickstarter. Expansions: 
ARRRmada + Needles
Build-a-Robot + Extras
Showdown
Space marauders"
82,murks666,N/A,Kickstarter
83,Mvonhofe,9,One play in. Seems more streamlined than Arcadia Quest
84,netminder69,N/A,Backed on Kickstarter
85,Noizeman Tm,6.5,Backed on Kickstarter
86,Onesiphorus,N/A,"KS $80 Core + SG
Expected Delivery Aug 2019"
87,ParisPink,N/A,Kickstarter
88,plataille,6,its just not that great. good art and minis but rather disappointing gameplay balance
89,Poins,N/A,"In addition to all the expansion separately listed on BGG I have: 
Space Marauders
Brandalyn & Jakob
Cury & Yuri
Nayomi & Tanaka
Patty & Sherry
Needles
Crew Dice
Build-a Robot Extras
Scenery Pack
Companion Pack
Plastic Token Pack"
90,Pol56,6,"Not nearly as good as Arcadia Quest. 

The good : 2 heroes is much better than 3. 
The bad : the scenario we played felt generic. No storyline.
The ugly : you may or may not like the style that was chosen for the heroes. That's a matter of taste. But the board is aweful. It felt like we were running around in an 80's discotheque rather than a spaceship. 

We held back from playing AQ to see the new game. Guess we're going back to AQ. Which is fine."
91,ProgenitorX,N/A,Kickstarter: Not Fulfilled
92,revsmin,N/A,"Plays: 0
+ARRRmada & Build-a-Robot expansions
+Zenith Invasion & Thornetroopers expansions
+Showdown & Space Marauders
+13 minis & Companion Pack
+Build-a-Robot KS extras
+Plastic tokens & Wound tokens
+Crew dice bundle & Scenery Pack"
93,rubiks75,N/A,"I know some people have said the styling and artwork is poor, but I really like it over Arcadia and my daughter loves the look of it, can’t wait to play! "
94,Ryanaustinrose,10,Offsets 1 rating
95,sargebilko,N/A,Kickstarter
96,sav0k,7,"Complete set with all in KS pledge. 

Very streamlined sequel to AQ. 

Pros:
- Great CMON production as usual
- Reduced overhead with set up via random dungeon generation. Streamlined set up and player trays are top notch. 
- Plays fast, very accessible campaign. Tons of content

Cons:
- RNG - event deck for monster activations can create a lot of pile on the leader situation and leave little to strategy. Feels heavy handed at times
- Campaign progression is not very satisfying based off the core game. Leveling up equipment and the drafting process feels underwhelming
- Lack of narrative element in campaign, no inter connectivity between mission to simulate progression. "
97,Schwartzkopf,N/A,Keep. Play likelihood high
98,Scipio1986,N/A,Kickstarter - Not received yet.
99,SimonThompson,N/A,Complete
100,Stefan85GE,N/A,"+ Arrrmada
+ Build-A-Robot
+ Showdown"
101,StormbringerGrey,N/A,"PM Complete
https://geekfunder.com

Space Marauders Pledge
INCLUDES:
Starcadia Quest core box
Major Tomm exclusive hero
All applicable Stretch Goals
ARRRmada Expansion
Crackin' Jim exclusive monster"
102,Stumpeone,N/A,Kickstarter
103,supertoboh,N/A,Kickstarted
104,SwatSh,8,Vin d'jeu: french review of Starcadia Quest: https://www.vindjeu.eu/2020/07/02/starcadia-quest-build-a-robot-showdown/
105,Swaygodeus,N/A,KS received 3/20/20
106,Synnical77,N/A,"$244 CAD Nov 20, 2018"
107,Tdomshy,8,Have all expansions from KS. The wife are so far really enjoying it!
108,the tickler,6,"An okay game but there is no deep gameplay. I never had the feeling that you are achieving anything through your gameplay because the randomness in this game is massive. You move, roll dice and hope for the best. That's it."
109,Thunade,9.6,"+ Kickstarter extras
Brandalyn & Jakob
Companion Pack
Cury & Yuri
Nayomi & Tanaka
Thornetroopers
Zenith Invasion
Build-a-Robot
Patty & Sherry
Showdown
"
110,Turin14,9,"Kickstarter has arrived with all the expansions and extras!  Everything looks awesome, and even without playing the game I can see that this will be a more polished design, and quicker to play.  I appreciate the thought that went into organizing and storing the game.  Some promos don’t have a place to fit, but it seems to work for now.  Looking forward to playing soon!

After our first game, I’m already excited by all of the improvement to the game.  Faster setup, quicker turns, more engaging monsters and better player interaction.  The upgrade phase is even more exciting, since you get more equipment, and also have more slots, yet you still feel like it’s a tough choice since they are all good!  I can already tell that progression between scenarios is going to be greater than in Arcadia Quest.  Looking forward to seeing how this first Campaign plays out!"
111,umekichi,N/A,Ks
112,Valk,2,"Rating is based on rulebook and Kickstarter, can change.

Everything seems like a rehash of Arcadia Quest, with no noteworthy changes other than it being 2 heroes per player ( I consider 3 to be better).  

What's worse is the color schemes chosen. The board, tokens, and other components make this a rainbow colored eyesore. The minis however, do seem better details if the produced minis stay true to the kickstarter images. 

All in all, just get Arcadia Quest (with multiple expansions including pets and mounts) instead of waiting many months for this."
113,VendettaGorgon,8,I wish I could play this more
114,VictorViper,8,"Tons and tons of fun. Plays great at 2, which was a nice surprise. Setup is easy enough to run a single scenario, games play fast enough to play multiple scenarios (or even a full ""campaign"") at once. Dumb fun, pure beer n' pretzels, but with enough tactical space to rise above plain-stupid."
115,VionikiVafla,7,Arcadia quest is much better
116,Walt Mulder,7.9,Combat is akin to running around in the dark with a lit sparkler sticking out of your butt.
117,Warren Gleeson,7,"A good fun game which is more streamlined than Arcadia Quest.  I'm unsure about the dynamics change from 3 to 2 characters.  It seems to play as fast even with the quest cards which bring another dimension to the game.  The scenarios are OK, but seem to lack any real story, the random tile selection, whilst offering replayability, doesn't make the scenarios feel defined (or even relevant - just random events in a chain of events). 

The card pieces are of high quality, but the player boards and game cards are flimsy and curl.  Even the base boards despite being nice and thick warp even after being kept under heavy books overnight.   The figures are great and really bring the games to life.  There are enough dice included to play the game, but not really enough dice to avoid constantly passing them around - this is more frustrating with more players (personal preference, I will be looking to buy more).

The game is quick to pick up from the rulebook, which is easy to read with plenty of examples.  There are a few things which I need to find more clarity on (what is a badge, and how do you get one? - I assume that I must keep missing the rule when I re-read the rulebook)."
118,WasabiWarden,10,"Just throwed in a few training rounds with my 11y daughter, it was so much fun. I'd say if the kid is even remotely interested in board games the age recommendation should be around 8-10 (her native language is not en). This game is another good example of well made game and the minis etc. are for sure interesting to younger ones, nice way to get our kids to get their eyes off from the phones or console games. By far more inspiring and fun."
119,YashaKun,N/A,GAME
120,Yauchy,N/A,Kickstarted
121,yodennis2000,N/A,"Arrrmada, Showdown, and Space Oddities."
