,username,rating,comment
27,Aennea,1,"Pasted on theme.   Unbalanced to the point that it's essentially broken.  Feels like the designer cared only about the miniatures  (which are cool looking) but couldn't figure out how to streamline the play of the game so he tacked on negotiation as a mechanic.  So glad I didn't back this game.  Looks like it tanks at the retail level too as that version is incomplete.  I've played a lot of games, many of which have left much to be desired.  However I've never been inspired to rate s game before this one.  Which makes this rating of a ""1"" that much more significant to me.  Ugh.  Tonight's game night was saved by the good company which is great because this game was absolutely awful.  "
28,Aeolis,5,Little agency 
29,aeonphreak,9,Daimyo pledge + dynasty invasion expansion + playmat. Loved this game after my first play. Might get bumped to a 10.
30,AeroHudson,9,So totally pumped for this game.  Can't wait for the Kickstarter!
31,Aerothorn,8.2,Played
32,afafard,7,Eric Lang did it again!
33,AfarOca,8,"PARTIDAS GANADAS/PERDIDAS
Fina 1/0
Oca 0/1
Fénix 0/1
Gorrión 0/1
Navir 0/1"
34,ag4423677,N/A,"stop doing this shiity rising sun flag thing.

edit: sorry for the 1 rating. but japanese extreme rightwing still use rising sun flag for their political symbol. people tend to be generous to political issue when its not their problems."
35,Againsto,8,Well. That was fun.
36,ahalferty,8,"with expansions:
Rising Sun: Daimyo Box (2018)
Rising Sun: Dynasty Invasion (2018)
Rising Sun: Kami Unbound (2018)
Rising Sun: Monster Pack (2018)"
37,AhsokaTano,10,"Watched a demo at BGG Con. I love so many of Eric's other games: XCOM, Chaos in the Old World, Warhammer 40,000: Conquest- but everything I saw about the aesthetics and mechanics suggests that, for me, this one will surpass them all."
38,ahwood23,N/A,"First play was exactly as I hoped it would be, and I can't wait to dive into this experience again and again!"
39,Aior,8.5,"3 player rating 9.
4 player rating 8.
A lot of very though & interesting decisions."
40,airbag42,N/A,"Mainbox
including Expansions"
41,AirbnbBoardGames,N/A,2019.11 Owned by Ivano Balice (at his house)
42,ajewo,8,"Beautiful area control game with Japanese theme. All game mechanisms are elegantly intertwined which makes the game tense and complex in an interesting way, but also a bit hard to grasp on the first sight. The loosely alliances are fun to play, especially because certain players teaming up the whole game is not a dominant strategy like it often happens in other games. The fighting-system is not very thematic but very unique: each player has a hidden screen and bids on different effects, but all resources are open information so that there is no ""memory element"" in the game. The loser of a fight gets all the money from the winner. Above all, there is the honor-system that allows different strategies.

[b]What makes it special?[/b]
* Temporary alliances and negotiation
* Combat system based on bidding on different areas. Loser gets money
* Recruit monsters

[b]Pros:[/b]
+ Artwork (beautiful)
+ Theme (unusual Japanese medieval, monsters, gods)
+ Components (a lot of detailed minis and plastic tokens)
+ Slightly asymmetric factions
+ Combat system by bidding
+ Dynamic alliance system with alliance boni. Going solo is still an option.
+ Resolving battle order is very important since players will exchange money to each other from battle to battle. 
+ Honor track breaks ties which is important as well for combat. Battles may impact one's position on the honor track which may influence upcoming battles.
+ Competition for Kami (another area control) for special abilities
+ Season upgrade cards grant special abilities, monsters, or victory points (first come, first serve)
+ Replayability: many different deck of cards that can be exchanged from game to game
+ Rules book and player aid

[b]Neutrals:[/b]
# Language dependent
# Direct player interaction (area control, combat)
# No luck, very strategic. However, you depend on the actions of the other players.
# Set-up takes some time (sorting deck of cards)
# Takes some time to teach
# All expansion content fits tightly into the main box
# Big game box + expansion boxes
# Some faction abilities seem more powerful than others
# Play time quite long especially with high player counts (6 players)

[b]Cons:[/b]
- Unforgiving / Hard to catch-up. Even the first round can be decisive.
- Many miniatures are not essential or have a very low impact to the gameplay (increased price tag).

[b]Similar games:[/b]
* Chaos in the Old World (area control, asymmetric factions, intertwined factions, no alliances but some still some loosely cooperation)
* Cry Havoc (area control, hand management, asymmetric factions, unique combat system, no alliances but factions must balance each other)
* Tsukuyumi: Full Moon Down (area control, asymmetric factions, no luck, card drafting)"
43,AJJRausch,6.5,"Based on first play, with 6 players (KS with almost all the trimmings). Thirty minutes in, there was a clear frontrunner. The next four hours did not change that. Final point scores were 97, 54, 30, and 3 in the 20's."
44,ajpl,8,"I didn't expect this to top Blood Rage but I think it has. The action selection mechanics along with the Tea Ceremony politicking add a really interesting layer to the area control format, and the bidding system is quite elegant. A definite keeper for me!"
45,Akado,3,"Too many moving parts, and balance felt fragile rather than tight.  There are definitely opportunities for clever play, but there are a ton of noob traps that punish inexperienced players.  Also, taking godzilla hostage is silly.

There are lots of cool abilities, cool monsters, and strong creates that you can buy.  And the player who ignores all of them and just buys VP will win.

Don't see a need to play again, don't want to own."
46,AKBanse,5,"After playing the game 3 times I find that there are some issues that leaves me lacking in desire to play this game.

I believe the most egregious of which is a player who only gets one turn getting left out of an alliance in a 5 player game.  2 players will get two actions of their own, the other 2 are most likely allied with the initial double action two so those combos are getting bonuses for 3 actions in that turn while the player left out gets a single action/bonus."
47,AKHawkster,9,"Fantastic area control game with important decisions shaping each game, ranging from who to ally with, what order to perform actions in, and which path to pursue to maximize victory points.  Looking forward to many rounds of this one."
48,akiracrosshair,2,"Good: Very nice artwork. 

Bad: Chaotic gameplay where it is hard do any predictions and tactics. Just like sitting and hoping for the best. You can fall behind really early the game. 1h into the game I know as was going to come last. Large period where i had nothing to do and that is no go for me. 

Summary: Good looking terrible game. Really terrible."
49,Akles,9.2,"Firstly, I haven't played Blood rage, so I'm not able to say which one is the best. Secondly, for the moment I played it three times (5 players, 3 players, 4 players) with casual gamers and hardcore gamers where they really enjoy the game. Thirdly, I think it’s not sufficient to put an exact rating after only 3 plays (I will surely come back to adjust the rating) but to be honest, I will probably not go under 8 of rating (I put 9 for the moment) because: 
- It is the type of the game that I really like: area control, diplomacy, bribery, no dice, action selection, asymmetrical power of the clans, make war :D
- All that I cited works very well (Wow, a cleaver combats systems), with a huge replayability.
- Really good and nice components, especially for all the stuff that you can grab with KS.

To be fair, for the moment what I don’t like in the game, it is the downtime to bring it on the table and to store it in the boxes after the end of the game :/

Edit: after more than 15 plays I will say definitely the most entertainment, strategic and thematic board game that I play"
50,ako_ay_bisaya,9,This game keeps getting better and better when played with the same people. Lots of table talk happening and fun interactions to be had even with new players. 
51,ak_mystro,N/A,"Daimyo Box, Dynasty Invasion, Kami Unbound, Monster Pack exps."
52,Al Capwnd You,7.5,"I enjoy the Area Control and seasonal mandate selection much more in Rising Sun compared to Blood Rage. The theme is also a bit different as Vikings are the flavor of the week compared to feudal Japan.

The blind bidding I enjoy, but I do not like that you can invest so much into a large creature only to have it countered so easily.

Amazing production that is hurt a bit by lackluster combat and questionable game balance."
53,Alae,8.5,https://www.kickstarter.com/projects/cmon/rising-sun
54,alanbyrne,7,"Excellent battle and area control game.
Quality minis and gameplay but didn't get too much love from the family due to its complexity."
55,alangford,10,"I signed up to BGG just to review this game.

I bought my copy on Ebay due to not knowing about the kickstarter until after it was over with, and I've played this many times with 6 people and loved it!

This is definitely my game of the year and among my top 10 games of all time."
56,AlasDemigod,6,Preliminary rating after one play.
57,Albatrocity,7,"Kickstarter edition. New. 

If you live near Los Angeles, we can skip the shipping, and do an in-person exchange. "
58,Alberto112,8,"Eigentlich ein Spiel das die 10 verdient. Leider fehlt eine Regel, die das Pech bei der Mandatswahl ausgleicht. Wenn ich nur 2 Mandate zur Auswahl habe ( weil beide 2x) ist das ein entscheidender Nachteil( in meiner letzten Party hatte ich dieses Pech 3x!!). 1 Regel mehr ( lege ein Mandat unter den Stapel und nimm das nächste Mandat ) und schon wäre es eine glatte 10."
59,Alcalde81,1,"Beautiful to see, but in my opinion unbalanced and very long.
A season from the end (7 rounds) there was no possibility of returning to the game, so it was a pain to get to the end."
60,alcatraz13,9,Components are amazing (Kickstarter edition).  Choices are meaningful and agonizing.  The combat mechanic is so tense!  This is a great game.
61,Alchemist023,N/A,Shaun
62,alcofa,8,"Finally a Eric Lang's game i really like! Everything works well and the game flow is great. The roles, the art and the theme are super great. I feel for months this one its just a skin for blood rage and thank the heavens i was wrong! Good one! Need more plays with the expansions."
63,Alcuinus,N/A,Japan theme (Samurai). Eric Lang and miniatures
64,AldebaranIV,7,"Kickstarter 2017
06/02/2018: Ya está aquí..."
65,aleonmel,9,"GREAT GAME!!! It mixes all my party's favorite types. Strat, take that, power, influence and betray."
66,alepsycho,8.5,"Superb production, cool theme and good mechanics makes this game a great hit for me. The best thing in this game is the clever combat system that is very interesting and clever."
67,alesk1978,N/A,"KS Edition
Rising Sun: Daimyo Box 
Rising Sun: Kami Unbound 
Rising Sun: Monster Pack
Rising Sun: Dynasty Invasion "
68,alexandregoh,N/A,Kickstarter - Daimyo Pledge (All Optional Buys) - Purchased from Geek Market (https://boardgamegeek.com/user/Khonnor)
69,alexisW,6,"A simple wargamish like game that goes for points. 

Very nice miniatures. Playable system. And easy to get beginners to play along. Overall a mixture of rodel system and dune like gameplay. 

Average game ratings from a war gamer point of view."
70,alexlyf,9,"Best No. Player: 4/5, 3/6"
71,alexs34,8,"It's good. 

The miniatures are so ridiculously ornate that they seem like a total gimmick."
72,Alexthebanks,N/A,"Owned by Mike
Owned by Scott"
73,AlfonsoHH,8,CASA
74,Algorithm,8,"Gajdo
3-5 -> Best: 4-5"
75,ali16590,9,Yosefs
76,alireza9372,N/A,Aryan
77,alittlelamb27,N/A,"Vs blood rage?
Which is better? Br"
78,Alkath,8.5,//manix
79,Allowishes,2,Loved blood rage...really disliked this.
80,alohawild,9,Kickstarter arrived!
81,AlphaLoR,8,"I like it, i think i like this game with more players. The game seemed more interesting with 6!"
82,Alteffor,5,Holds no interest. It's a sheep in wolf's clothing.
83,alvinsimms,7.5,"While listed “For Trade,” this game will be listed for sale soon.

April 2018  -  $100 for Daimyo Pledge + $30 for playmat board, best with 4, 2 hrs (shorter than expected) "
84,alwaysjung,7,"I enjoyed the game play, it is a well done game, with a decent theme, I like the variety that the different clans bring to the game. It is a good game and I will usually be willing to play this game if it is offered.  nothing in the game that gives me that I cant wait to play it again feeling or must have, but a good game that I plan to play again."
85,alxmss,N/A,"3-6 players
Best: 4-6"
86,AmadanNaBriona,8,Kickstarted.
87,amaperera,8,"Excellent player interaction, and no randomness makes for some compelling play. On surface level, some clan powers seem stronger than others, but I suspect further plays will reveal strategies to counter them all. 

I find the Kami track quite a compelling decision space, but didn't appreciate the changes to balance that the Kami Unbound expansion brought. The base game with the Dynasty Invasion additions are more than enough game. 

Strangely, though, I think that with all elements taken into account, Cry Havoc might be the better game and provide a similar feel in a shorter time frame. "
88,amiller01,7,"The diplomacy aspect removes the ceiling on play time, making me much less likely to negotiate with players in order to retain my sanity, but there's a lot of game without that, as well. Nevertheless, early players will encounter balance issues and take a long time making their decisions. Climbing the learning curve will iron out people's analysis paralysis and give them the knowledge to counter the most effective strategies. Contrary to most other reviews I've seen, my opinion seems to be *lowering* slightly with subsequent plays, but I'm hoping it'll go back up. It's partly due to a dearth of closely competitive games; someone always pulls way too far ahead. People will say ""git gud"", but no other game I have has had this issue."
89,amitche1,8,"First play: the combat system is great, but fox clan is too dominant for newbies to counter.  Should improve with familiarity of the cards"
90,Ammanas,N/A,KS edition (full exp) 2nd hand pledged buy
91,anatana,8,"Fun, but while I think it CAN live in a collection with Blood Rage, it doesn't need to and I prefer blood rage, at least after one rising sun play."
92,Anavrinn,5,"Drawn out and full of goofy rules and inconsistencies. Did all of your forces get moved out of a province due to a battle effect? You're still in the fight and can use your non-existent troops to kidnap a figure according to the second edition errata. No, you can't kidnap THAT figure despite it being a sculpt with a player's colour ring on them because it's a Kami. Serious down time problems abound too.

Half baked implementation of alliances and betrayals makes the whole experience shallow."
93,Ancient Subutai,N/A,"Best 4-5
90–120 Min"
94,Andrea82,8,Really good game. The mechanics and the story make this title really enjoyable. Played in odd number of people makes it more challenging (5 would be for me the best number).
95,andreferr,6,"Mais um jogo em que se teve preocupação demais em deixá-lo bonito demais. Fico com o pé atrás com jogos que se preocupam demais com design gráfico, pois acho que estão a esconder falhas mecânicas. As partidas que tive de Rising Sun foram bacanas, divertidas, mas não é o meu tipo de jogo."
96,andrewb55555,N/A,BNIS
97,Andy LaRock,N/A,Kickstarter arrived 180207.
98,Andy Pain,6,Played Vince's copy 6 handed and it took 4 hours - it's OK but there are similar games that play quicker - nice minis though
99,Andy Parsons,8,"Rising Sun does some very Langian things with an area control game.  There are factions that are asymmetric from the start (Chaos in the Old World) and become more so by acquiring cards (Blood Rage).  Area control is front and centre, but it isn't the only way to score points (see corruption in Chaos) and, indeed, killing your own forces can be profitable (Blood Rage).  Areas aren't taken out of play, as they are in those earlier games, but not all will score for control in any given season.  This has the same effect of tightly focusing the action and promoting conflict.  

Rising Sun does add some new elements to the mix: an action selection system that provides players with a limited, random selection; and honour (a tie breaker) that can be gained and lost.   Combat resolution, with its blind bidding on four different things is what really gives this game its distinctive flavour.  It asks some quite euro-gamerly questions about how to extract the most points from any given battle while retaining/gaining the money you need for the next one.  The correct answer is not always to crush the enemy.  I like that Rising Sun continually asks you to look beyond the immediate benefits of a chosen action or bid to its possible impact on others' actions and later events. 

My one criticism of Rising Sun is of its cavalier attitude to making sense.  Why does control of a whole region matter in one season, but not another?  Why are ronin invulnerable in battle?  Why does my money disappear at the end of a season?  Why are those big, fantastically sculpted monsters often a worse choice than a simple bonus point scoring card? More seriously, why, in a four- or five-player game does one player get to select an additional action over the course of the game?

Production quality, even of my measly  retail version, is excellent.   The artwork is distinctive and pleasing.  The rules are very readable, but, as eight pages of the rules forum confirms, they're not all there."
100,andy5463,N/A,Sleeved
101,andy61,7.25,"Very clever action selection area control game with shifting alliances.  Lots of choices and strategic options.  I wouldn’t consider buying it, but it’s fun to play when the opportunity arises."
102,AndyHolmes,N/A,"Eric Lang 
Cmon"
103,AndyIshida,10,Best purchase i've ever made.
104,andypro92,6,Too swingy and confrontation to my taste
105,AndySzy,8,"Very good in my mind. Better than Blood Rage, and a bit easier to pick up to start. Blood Rage hides some of the strategy in the cards you draft, so things like Loki are not readily apparent. I like the diplomatic aspects of Rising Sun better."
106,Andy_Carter,3,After a great deal of hype and anticipation this game failed to deliver for our group. There is a very disconnected feel throughout with the imbalance of powers evident leading to (in effect) player isolation on the score track. If you’re looking for the control reward element and clan development then stick with blood rage. If you’re looking for a better use of the battle system in a more polished format then go for cry havoc. I’m certain this game will still generate a good buzz but all five in our group were left markedly underwhelmed.
107,anextiomarus,9.47,Backed on Kickstarter
108,AngryJoeShow,6,"Great Minis. If only some factions weren’t imbalanced and claearly better than others.
Also needed a bit more spaces so players can have a greater variety of opponents instead of stuck fighting the same player over and over back and forth.
Insane production quality, makes it worth buying alone even if you don’t like the system too much."
109,angryniceguy,8,"As far as grand war games go this is a very solid one. Has diplomacy, war, bluffing, and you can backdoor wins out of defeats."
110,Angurvaki,8,ks
111,AnhTung6A10,N/A,"First kickstarter. Pretty sure it will not see the table much, but still a great box to look at on shelf"
112,Ankora,9,Kickstarter
113,Anonima Giocatori,N/A,1
114,anoptichtys,9.5,wersja KS all-in
115,anouseonly,9,100 USD
116,anthonii,9,Great game. Looking forward to exploring the expansions.
117,AnttiT,3.2,"4 hours of complaining on unfair turn order, unbalanced abilities and and continuous argumentation how different powers interact with each other. Rather not again."
118,anwar_gamer,8,"Fun. Intriguing. Beautiful. The mechanics work well. Well balanced. Seems like players who might be lagging behind always has a chance to catch back up. Each faction has multiple paths to victory. Replayability comes from varying card sets, factions, and play styles. The game builds up to a nice, big climax at the end.

I dinged it 2 points because ... A lot of the card texts are not clear. The theme is strongly integrated but not perfectly. The Kami feel underwhelming. They're just extra abilities to be unlocked."
119,anwei,7.3,"I've painted my KS version and have the fancy stuff and a nice printed insert. The combat system is very good, the action selection system is good, the Kami system is good. 

The game just has the absolute worst flow of any game with mostly good things about it. While one player picks an action tile, everyone just sits there. Then everyone starts moving or summoning units, but the dependancies make it hard to plan ahead, so everyone just sits there. So much waiting around. 
This could be better with a more experienced group - I'd love to have my mind changed - but it's not a game I really want to play, for all the nice-ness.
(I also strongly suspect that SG additions like the Kami expansion are trash. Extra monsters are nice, though they rarely shake things up much.)

Interesting Decisions: 4/5
Fun: 4/5
Flow: 1/5
Interactivity: 4/5
Tail: 4/5
Presentation: 5/5

Overall: 7.3/10"
120,Aoshi312,10,"Only have one play so far on this one but so far I love everything about it. Wish the monsters were more valuable but then again, they might be too overpowered if that were the case. Will update review after additional plays. Visually stunning! After 4 plays, I must say this game is absolutely fantastic! It’s certainly not for everyone but if you find a group of people who like it, this game sings."
121,Apita51,10,Fan of Blood Rage will love this game!
122,Aploribus,5,"Tentative rating: I'm starting to see that a lot of Eric Lang games are softer experiences than the theme would let you believe. Yes, there's negotiation and interaction here: but it's all in the little details. It's fuzzier and much less straightforward than Blood Rage, but you're constantly talking and when you're finished you keep realizing all those subtle tactics that you missed. A counterpoint to this: the negotiation/diplomacy aspect is not confrontational or explosive enough to justify the minis/visuals.

Update: Yeah, I'll probably sell this one."
123,Apocalypse Dude,N/A,Want kickstarter version
124,Apone974,8.1,"voto provvisorio, in attesa di approfondimento"
125,apoxwrhthrio1980,8,A fun game despite its heavy strategy looks with great minatures too (them alone worth the purchase!).
126,Aquamaniac,N/A,How the hell does this have a geek rating already? It's been up on Kickstarter for 4 days. Don't be like that.
127,aquir,5,(First impression.)
128,Arah,9,"[b]Micro Review:[/b]
Most strategic dudes on a map game that adds an even deeper negotiation layer.

[b]Why I love it?[/b]
-A fun asymmetric area control game.
-The order of things adds a lot of strategic depth.
-The game has a lot of subtlety, in all aspects.
-Negotiation and Diplomacy sandbox.

[b]Why it may not be for you?[/b]
-The negotiation and diplomacy layer is very group dependent. You need a group that can handle a certain amount of heat, and that can also cool off afterwards.
-The mechanisms provide a lot of strategic depth in a not obvious way.
-Both mean the game is better off with people that can handle it emotionally and intellectually, and that like this kind of games. Quite a reduced pool.

[b]Starter Kit:[/b]
The KS adds a lot of cards and monsters, although the base game has enough of them. The expansions add also more of the same, and the Kami one adds an extra mechanic layer. I think expansions are not mandatory, but desirable once you want more content.

[b]Comment on Alliances and Spite:[/b]
 I'll just repeat what I've said elsewhere:

""For me, RS is a 'sandbox of intrigue, war and betrayal'. Being a sandbox it means everyone can tune the game as least conflictive as they want, or as most as they want. You could totally ally with your bestie all seasons, or it could be a very bloody war. I mean, I had never seen a certain person very angry, only in this game. In BR, like an angel. I mean, the season appears to be very structured, the tiles appear limited in options, the tile sharing and pastel art looks zen, but that's it. Few games allow you to tailor them as much as you want, but unfortunately for some people, also few are as group dependent. Much like party games, where people need to be in the mood to have fun, in this one, you need your group to be in the mood to royally screw each other.""

""Its potential spite-o-meter is through the roof.""

""I think most people misunderstand alliances in RS. In another thread, too. You don't ally with someone for noble reasons, like sharing or taking down the top player, I mean you can claim that. But all claims are empty and unenforceable, you only ally to get more things out of them while giving the least to your 'ally', prevent them from allying to someone else, get provinces for free without losing troops. Or the best one, be the second from the alliance in turn order, make them play something, then refuse what they asked you to play. Even the name of alliance is misleading. You are not making a friend here, you are merely agreeing to put your tear shaped icons together, then all bets are off. Consider how your clan's powers can totally screw someone... Lotus, anyone? Moving a lot of power across the map in the last turn? You may play like an angel 99% of the game, just to stab them in the back at the last moment, the last tile before the last battle, much like what lovely Brutus did back in the day.""

[b]Player Scaling:[/b]
3p means there is little interaction.
4-5p is the ideal player count.
6p means some monsters become too imbalanced."
129,Aramd,N/A,Kickstarter
130,Arasan,N/A,1 play
131,Aratar,8,"Great, great production value! I was a little hesitant towards the ""take that""/kingmaking elements of this one, but it's restrained in an acceptable way."
132,ArbitraryRanger,10,"This game is tremendous!  As soon as we're done playing, I want to immediately set it up again and play a second time regardless of time of the day."
133,ArborBarber,5,"I can’t say I really get Eric Lang’s game design. This game takes the basic concepts in Diplomacy and adds some interesting bells and whistles; so far so good. The strange part about Rising Sun (and Blood Rage as well) is that the game has these amazing monster models that would seem to be focus of the game, but playing them is almost always strategically bad. Is the whole game a trap? Punish the players that want to do the cool things that they spent all the money on this game to do?"
134,Arboretum,10,"Eric Lang has managed to design just another unique and intelligent game after Blood Rage. In Blood Rage it is possible that a card you chose is never used, an upgrade you decided to have never produces any effect because the gameplay develops in a different way. Here in Rising Sun every little thing you do does have its consequences, everything makes sense; the whole structure of your gameplay is so tight, and can yet be so versatile, that you have a very intense experience. Time flies. 
The one thing this entirely different game has in common with Blood Rage is that there are so many different and creative ways of winning, that very time your game experience will be fresh and exciting.
The rules are complex, at the same time they are fairly easy to grasp.
The artwork is truly beautiful, and just looking at the game and its components is rewarding in itself.
If you like stretegic competitive games, traitor and bidding systems etc., this is for you."
135,arcadebox,6,"Went from 8 to 6.
Odd game, fun to play but dry and does not create any narrative. The negotiation aspect of it is negligible and not fleshed out as much as I expected. It seems that Eric Lang never managed to dish out something deep and interesting like CitOW.
Yes you have to negotiate to stop player getting insanely powerful combos but you do that in so many other games including Blood Rage.
I am keeping it for now as my group likes it, but I have doubts it's going to stick in my collection."
136,Arcendo,10,Kickstarter Edition
137,Archi,N/A,KS Daimyo Pledge + KS Playmat Board + Art Book + Metal Coins
138,archivomancer,7,"needs something more, lighter than I expected but still good"
139,Arcueid,N/A,Home
140,Aress85,N/A,"Imbustato: SI
Regolamento stampato ITA
TODO: tradurre carte, tradurre SCHEDE GIOCATORE"
141,argaille,10,Best since Scythe
142,arglik,N/A,Played only once but that was a memorable time. At first I thought I will dislike this game as a spiritual successor to a hateful Diplomacy but voila I WON it! And found it much more delicate and intriguing. Need to play more. Shame for KS exclusives I don't have nor think buying for high prices. 
143,arkadiusz666,7,"insert
lakierowanie płytek
malowanie figurek"
144,arking_mark,N/A,Kickstarter with exclusives and all expansions.
145,arkonnen7,8,"I've disliked every Lang's boardgame i tried so far. This one i don't. I like that in a turn everyone has something to do; i like how devious is winning battles, since is all just a mindgame of should i go all in since i have most money or pay less since they know i have most money? It's the kind of game you need to play loads of time to deeply understand but so far i've enjoyed myself with this title."
146,arma666,6,It is a beutiful game. Best bidding mechanic for someone who dislikes bidding. Has a balancing issue.
147,armigero,N/A,EML
148,arnaud4matagot,N/A,Diplomacy.
149,Arthona,7,With playmat
150,ArturroKRK,10,Awesome! Freat quality figurines - exciting gameplay.
151,aschertz,9.5,An excellent negotiation and strategy game. The only downfall is the gang up on the leader mentality that occurs with 3 players. 
152,ash17116,N/A,"Mi número 100

1 x BANDEJA ZACABOX"
153,Ashavan,8,Intro: Kickstarter
154,ashbane,N/A,"130$ incl: Kami Unbound, Monster Pack and Daimyo Box"
155,Asherdad,4.9,"WAR GAME/MYTHOLOGY
AREA CONTROL
"
156,ASickWizard,N/A,"Daimyo Box
Dynasty Invasion
Kami Unbound
Monster Pack"
157,Asliaur,4,"Somewhat similar to Blood rage, slightly better but still not much fun, very confusing and helped mostly by the usual great miniatures. Betweena  3 and 4 but leaning somewhat more towards a 4."
158,Asmoridin,8,"My rating my adjust after another game.  Love the aesthetics of the game, love the miniatures, and the rules seem like a lot of fun.  Seems like an improved Blood Rage, which is a game I also joy.  I could see this being a game I get a lot of enjoyment out of."
159,AsterMarvash,1,"Sono veramente schifato dal fatto che a breve in Italia Rising Sun verrà pubblicato dall'Asterion, mentre io ancora non so nulla riguardo l'arrivo di Rising Sun! Sto aspettando da quasi un mese, il tracciamento è fermo, non ricevo aiuto dal supporto della CMON. Veramente schifato. La prossima volta aspetterò che l'Asterion porti qua in Italia i giochi, che tanto s'è capito che a loro arriveranno al 100%! Ah si, sto rosicando malissimo perchè so già che al Play di Modena, l'Asterion ci darà delle copie di Rising Sun e niente, probabilmente dovrò spiegarlo, quindi boh, che schifo."
160,Astrale,10,Best gift I've ever received.
