,username,rating,comment
11,Arah,9.8,"[b]Ankh Micro Review:[/b]
I have always had admiration for abstracts like Go that have a lot of depth with just a few, elegant rules. I have also always appreciated the mechanisms of euro games that create interesting decision making. I have always liked area control games. But abstracts and euros have always been dry, and thematic games have almost always been shallow. Could one game possibly integrate them all?

Lang has outdone himself and gives us Ankh: a hybrid, competitive multiplayer area control game for 2-5 players that has the best of all worlds: euro-quality mechanics, abstract area control (A mixture of Chess' piece movement and Go's multitasking), impressive miniatures and featuring high direct and indirect conflict.

[b]Why I love it?[/b]
-Design: It is very hard to make a competitive game that is excellent at 2 and 3 players. So, as much as I enjoy playing the game and being immersed in all that interesting decision making and strategy, I am also equally impressed by the depth and subtleties that the design allows.
-Excellent hybrid: While it retains the important qualities of ameri/war area control games (miniatures and high territorial conflict), it also integrates seamlessly both euro and abstract qualities in an elegant manner. You get the joy of high conflict area control, juicy euro mechanisms and abstract depth all in one regular length session.
-Depth: It has as much high quality indirect conflict as direct, with tactical and strategic importance. The way everything integrates adds an unprecedented amount of depth and subtlety.
-Skill matters: This game rewards a lot of skill and removes a lot of things that usually get in the way of that. Every decision matters and every move makes sense. It is clear that winners outplayed the losers and, in retrospect, which moves were game-winning and which were mistakes.
-More than replayability: This game offers a novel experience every game. Replayability and asymmetry are not just throwing together a mindless salad, but they are features of mixing a few high impact elements that affect short and long term strategy as well as dynamically evolving during the game due to player's decisions.

[b]Why it may not be for you?[/b]
-More brain burn than theme: Yes, there are many powerful thematic mechanisms and splendid miniatures, but it is closer to Spirit Island, where the game is best enjoyed at its crunchy and deep gameplay rather than for theme.
-There are 2 potential group dependent factors may get in the way:
*Doesn't hold your hand: The first game will be cognitively overwhelming, and experience may be an advantage for the first few games. Then, skill dominates. Let me tell you that people are not used to games where the best player wins, plain and simple. Many games allow all players a fair chance, this one will punish you for mistakes.
*Balance is in the eye of the beholder: Perception of how strong one isolated element is may also be an issue with newbies. Low skill players may not be able to figure out a way to outplay a seemingly strong element. Examples: Denying someone of event triggering (it 'feels' bad, but 2 actions are sometimes better), the monster Satet (it can move even gods to other regions but only if the player allows it by placing their god in a frontier hex) and the god Set (takes control of adjacent units, so you cluster and corner your units).

[b]Player Scaling:[/b]
The fact that the number of players will scale down means it plays well at the lower player counts, 2 and 3 players, where it feels extremely strategic. At 4 and 5 players, the game feels more chaotic, but you also get areas chock full of units and combat so it is more ameritrash/thematic. Game length with 4-5 new players can be long. The higher complexity of the game state can induce AP. Maybe scale at 3/4/5 spaces away for short/medium/long as another option for a 'blitz' scenario.

***[i]No design or major balance flaws detected in one day. World's first (for modern board games).[/i]***

[b]Favorite element:[/b]
Each of the gods takes the center stage. My personal favorites are: Amun Ra (what a coincidence), Osiris, Horus, Hathor, Set, Sobek and Thoth. So almost all of them!
------------------------------------------------------------------------------------------------------------
[b]Longer Description:[/b]
------------------------------------------------------------------------------------------------------------
[b]Euro-Quality Mechanics:[/b]
-Ankh tackles both runaway leaders and kingmaking with a genius player fusion mechanisms inside the Devotion scoring track: The two lowest players will fuse into one in the late game, gaining double turns. Also, underperforming players will get eliminated before the end, even [b]all[/b] players can lose! And, to prevent dragging, anyone reaching the top immediately ends the game.
-Multiple track action selection mechanism: Players move along many tracks, with the last spot in each advancing the event track in their favor. This is the track that will dictate the pacing of the game and trigger the combat phases.
-Skill tree tableau: You can unlock two skills and one monster per level. If you are too late, the monster pool empties.

[b]Abstract area control:[/b]
-The lean rules overhead also contributes to this 'abstract' vibe.
-The map is divided by divisible regions, and regions by hexes. Hexes can be water, grass or desert and can hold one figure or monument.
-Monuments are of 3 types and tend to outlast units, but are immobile and vulnerable to capture.
-Units can move to other regions, but adjacency is inside a region only and units die a lot. Adjacency is key to capture monuments or gain followers (resources).
-Units exerrt direct control and engage in direct combat, while monuments exert indirect control and engage in majority and control indirect conflict.

[b]Ameritrash Asymmetry:[/b]
-Players will battle in regions with cards reminiscent of Concordia's hand management, but with BR/RS effects.
-Each player plays an unkillable god with unique and powerful abilities, like capturing defeated units. Each also has a tableau with a skill tree that further differentiates players.
-Monsters are also highly asymmetric and impactful.

[b]Replayability:[/b]
Enormous amount of replayability, given by:
-Setup variance: gods in play (and not in play), the 3 guardians (and those not in play), turn order and the scenario that dictates the setup and maybe an additional rule.
-Evolving Asymmetry: Despite only starting with different god powers and positions, each game goes in radically different ways as the game state fluctuates massively.
-Efficient and effective, high impact of each of the setup elements. Each setup element feels like a module in impact, yet achieved with only 1 figure.

[b]Compared to Blood Rage and Rising Sun:[/b]
Despite having easier rules and having less moving parts, it is way harder to play to a competent degree. It feels a bit more euro, but more importantly, and what sets it apart from other area control games, it feels more abstract. While the theme is there, integrated with mechanisms and the impressive minatures, it does feel a bit less thematically immersive than the other two games. This is because you will be immersed in the beautiful mechanisms and gameplay."
12,arminiuslocustus,10,"I have tested it on TTS and had a blast! Great game. Asymmetry is much, much bigger than it initially seemed."
13,astalis,8,"Preliminary rating, after one play on tabletop simulator"
14,atonnefurr,1,STOP RATING PRE-PRODUCTION MARKETING MATERIALS A 10
15,B3ng3anc3,N/A,"10:
9:
8:
7:
6:
5:
4:
3:
2:
1:"
16,bac0n,N/A,KS All-in Pledge
17,Balleflass,5,"Tried it on TTS. Didnt care for it much.
I love Rising Sun, but so far after all these years, thats the only CMON game I have ever liked.
The card combat in Mysthea, Kemet, A Game of Thrones and Lords of Hellas is better.

Will wait for Kemet Blood & Sand instead it seems."
18,benskywalker,N/A,"I love ""stop rating pre-production marketing materials"" as a comment by somebody that has a rating in on pre-production marketing materials."
19,berea99,10,"To much haters of cmon, blood rage and rising sun are good games, i dont know why there is so many people that hate them"
20,Berengere,N/A,Eric -m- lang
21,bharath,N/A,"Excellent Condition.

Ankh: Gods of Egypt Kickstarter Eternal Pledge + Double-Sided Playmat. 

Includes the following:
) [GameId=285967]
)  [GameId=307807]
)  [GameId=308505]
)  [GameId=308321]
) Divine Offerings Set
)  [GameId=308966]
) 3x Exclusive 3D Cat Tokens
) 2x Plastic Eye Tokens
) Cardboard Palace Board
) 5x 3D Sphinxes
) All applicable Stretch Goals
) Double-Sided Neoprene Playmat

More information at https://www.kickstarter.com/projects/cmon/ankh-gods-of-egypt/description."
22,BigBlueLife,N/A,You should not be able to rate a game that you didn’t play
23,bigboswell,1,Another mini saturated DoaM game that brings nothing creative to the hobby
24,biggumpn,N/A,Kickstarter 
25,BlackForestHam,N/A,Kickstarter
26,blackshirt,N/A,KS 4/20 ETA 5/21
27,Blinko,N/A,Kickstarter
28,Blodhemn,N/A,KS edition
29,BlueFoxMoon,N/A,"2-5 Players
Eric M. Lang (Blood Rage, Rising Sun, Arcadia Quest)
Pre-release"
30,BoardGameBlaze,N/A,https://youtu.be/I4xoLZW3f0Q
31,Bommelhorst,N/A,"April (20th to be exact) 2020:
The KS campaign for this game is currently running and it has 93 ratings on bgg: Mostly by people who love/hate CMON or Lang('s area control games) - hardly anyone who even touched the components. 
If you're reading this, be not like those ********* (actually random number of *s - didn't want ot get to vulgar)! Play a game before you rank it (preferably more than once - depending on its length and content). Take your time - if the review takes you less then a few minutes, you're either a genius beyond compare, or gave it neither thought nor effort. 
Explain your score, what you (dis-)liked and the context in which you judge the game, all so to make it your contribution to the hobby.
Show your understanding for the merit of statistics and honest reviews (unlike the fanboys/haters mentioned above): Give exactly the score you feel the game has! 
If you give honest and intricate reviews, know that you have my gratitude and I hope you keep participating and contributing to the hobby - and if not, remember that the few seconds it took you to leave your ""rating"" were wasted in the best case and at worst a detriment to the hobby you spend your time with."
32,Boundless888,10,So excited for this game another upcoming phenomenal game from Eric Lang and CMON will back :)
33,bourbon21197,N/A,KS / Eric Lang
34,bpasmeny,N/A,Kickstarter
35,BrewGeek83,N/A,Replacing Pandemic
36,Bryle,7.75,Ankh: Gods of Egypt is easily the best title in Eric Lang's legendary saga games trilogy. Ankh delivers a staggering amount of depth and bolsters streamlined gameplay.
37,buckbagr,N/A,"Will buy.  i would rate this a 10 to offset Hattorix who rated this a 1, but seeing he has only rated 18 games, all of which are 10 or 1.  I will let his ratings speak for themselves.  I personally love Lang's games."
38,carlcorey,N/A,"UPCOMING

Blood Rage / Rising Sun trilogy"
39,celestiamoon,N/A,Debating on whether to support the kickstarter or not.
40,chamel,2,"Played with TTS.
The merged gods have too much power.
So players don't need to try to get devotion from the beginning of the game. "
41,chanjo,N/A,$350
42,ChimBlade,6.8,"DISCLAIMER: Played one game on TTS. My opinions are also usually bad.

Ankh was good, but nothing particularly special. I'd rather play Rising Sun if I'm looking for that kind of experience. Some neat ideas that ultimately felt a little too limiting for my tastes. A strange mix of euro-style action selection in a game like this doesn't feel right for some reason. Perhaps it is my fault for thinking of it as a high conflict area control game, but the main mechanism by which you take actions feels incredibly off to me. The caravans which split up regions on the map were cool as was the merging of gods. It is not something I'm particularly eager to return to, although I will give it a second shot at some point.

How does it compare to the other 2 games? I'm not personally a fan of Blood Rage (drafting isn't my favorite thing in the world... unless its 2 player drafting). I LOVE Rising Sun though. The game is definitely drier than both and the decisions are less interesting, in my opinion. 

I actually think the action board suffers from what I think drafting suffers from at higher player counts: its a mechanic that pretends to give you influence over other players' actions/options when it really doesn't (or gives you VERY minimal influence). In a Blood Rage style draft, it doesn't really matter what cards you don't take because when there are 3 other people around the table, you have literally no idea who is going to take the card you leave in your hand. So, it's usually not even worth considering what cards you leave. Of course, there will be some obvious choices that you may take to block other players, but even then seeing the cards doesn't help you know where they went. In a 2 player draft, this problem is resolved, and I love 2 player drafts (Inis is best at 2, for example). The action board here suffers from a similar problem, I think. It looks like you have control over the board and can influence what actions others take or try to manipulate the board to the state you want, but it's essentially random after 3-4 other people mess with it.

The game went for a little over 2 hours (teach excluded). I think this number will be closer to 90 minutes after another play or two, but I was expecting it to be shorter for sure."
43,christhomas226,9,"Played the TTS, really enjoyed it at 4. I think people's issue with some players may not have guardians is a non-issue. I won without guardians i started off 4th but managed to get 2nd before merger and still won. The game is punishing though if players make bad plays, but the game has a lot of depth."
44,Crikrunner,7,"Played on TTS i like the parts of Mexica, Chicago Express, and Kemet it has in it.  Wish it had more asymmetry.  Player 4 felt hosed from the get go being an action behind and missing out on events.  Will play more before I back."
45,crwills,N/A,2021-05. Kickstarter.
46,Cyrusramspopo,N/A,Kickstarter gebackt
47,Daddy18,N/A,Backed on KS
48,Dafonzi81,N/A,Pledged for on KS
49,DaftPrince,8,"Played 2, 4 player games on Tabletop Simulator."
50,dakotakg,N/A,"Players: 2-5

Owned Expansions:

Pantheon
Pharaoh
Guardians Set
Divine Offerings"
51,Dalderius,8,currently in kickstarter
52,Dark Herald,N/A,"STATUS: To Consider, Low Priority."
53,dcatulus,N/A,Май 2021
54,ddlytng,N/A,KS
55,Deacis,N/A,Kickstarter.
56,Decadenz,10,"Greatest game of the millennium

(I can sense it)"
57,dennpars,4,"Played two player and the game seems broken at that player count. There is a reason this game deals with runaway leaders the way it does. If you don't have the most followers by the time first conflict rolls around, your opponent will kill your figures with a plague and you spend the rest of the game both behind in area majority and followers while your opponent just picks when and where he will kill your figures again using plague since less figures on the board means less followers to prevent it. Definitely won't play it two player again."
58,dhaeman,N/A,5 players by rising sun + chaos dude
59,Dirge the Troll,N/A,Kickstarted
60,Dixiedean,7,"Blood Rage meets Chaos, feels familiar..."
61,DJSongstorm,N/A,KS (Eternal Pledge)
62,dlgross,N/A,"Best: 4
Time: 90 Mins
Weight: 2.24"
63,dontadow,10,"Can't wait for this to release.  As great as RIsing Sun is,  knowing the amount of research Lang puts into a game and how important the subject is to him, its going to be a great game"
64,doxsee,N/A,This looks sooooooo good!
65,Duesler,N/A,Kickstarter
66,dukepuccini,N/A,KS waiting
67,Elite4Xavier,10,"Hmm I haven't played this one yet. I know, I'll rate it a 1. Because CMON, because Eric Lang, because some odd vendetta, etc."
68,el_ultimo,N/A,Comprado en 2020 (MAYO)
69,Eomyrth,N/A,*
70,EpicBoss99,N/A,"DEFINITELY interested in this. I'm a big fan of Egyptology, and so I can't wait to see how this board game is played, especially considering the art quality of this one!"
71,erzengel,5,"KS: maybe Blood Rage in Egypt..., the question will be how many ""area control game"" from Eric Lang somebody needs... Seems I have to much of them so I ill decide later...
Estimated shipping is May2021... but as we all know CMON it will around christmas 2021 and than maybe again with unexpected delays..., than ""O my god... ther is another Chinese New Year..."" and we'll receive it in 2022...
Most critical is the missing ""bad Ass for their buyers"" communication... which brings up delays after... 
So it's simple to hate CMON and yes they have some poor games in their range but unfortunately also some classic I don't wanna miss...
Let's see... I'll decide later...

And yes... I's absolute stupid to rate this two year in advance a ""10""... as same stupid it is to rate this a ""1""... and I can't belive how many stupid BGG User are out there still doing this... And best, read the stupid comments... ""I do this because the 10ssss""... ""And I do this because of the 1sss...""
Guys you sucks all... stop beeing idiots!
This is a game site. We're all here because we love game... Or?
If not, why are you here?"
72,escrivio,N/A,French version with PG
73,EtherealPaints,10,Balancing the silly voting...
74,Eurox,N/A,květen 2021
75,Fergalleon,N/A,Backed!
76,frostypenguinz,N/A,"Includes:
+ Ankh: Gods of Egypt KS Version
+ [thing=307807][/thing]
+ [thing=308505][/thing]
+ [thing=308321][/thing]
+ Ankh: Gods of Egypt Neoprene Mat"
77,FSTiletto,N/A,ETA Mai 2021
78,gbohme,N/A,MISSING PLAY
79,GCPDblue,N/A,"Kickstarter edition ""Faithful"" pledge"
80,Geeken,N/A,?.??KS 2024
81,ghettoimp,8,tentative rating based on rulebook
82,Guwniak,N/A,Eternal pledge
83,H00T,N/A,Kickstarter Faithful pledge.
84,hang jebat,N/A,Kickstarter CMON
85,har_,2,According to CMON there never is enough plastic in the world. I thought naively that they first would finish up Trudvang Legends. Their lack of communication and viewing gamers as cash cows that should be fenced is also not conducive to the community. Jump at your own risk.
86,Hey_Yo,2.5,"Played on TTS once (and won't ever play it again). Lang's games can't get any more boring or ugly. It seems there's nearly no variation (hopefully the scenarios will change that) in the standard game (a mixture of Blood Rage, Rising Sun and Death may die). Just getting these games out to produce more minis but forgetting to create a good board game underneath. The ridiculous amount of money for this little content and variation compared to other current games without this many minis (regardless of the gameplay) is absurd."
87,HON_BG,N/A,"KS ALL-IN.
EST DELIVERY DATE: MAY 2021"
88,Hribr,N/A,"2 - 5 players, 

Build caravans, summon monsters, and convert followers in your quest to reign supreme in Ankh: Gods of Egypt. Deities, monsters, and the people of ancient Egypt have been lovingly reimagined and interpreted in beautiful illustrations and detailed miniatures, and players will truly feel like gods as they shake the very foundations of Egypt. All gameplay in Ankh, including combat, is streamlined and non-random. Compete and win solely on your godly wits alone."
89,ibnez120,N/A,May 2021
90,ice2cold,N/A,Delivery May 2021
91,igrekk,N/A,19162 kickstarter
92,Invicta Bricks,N/A,Predicted ship is May 2021
93,JackLife,10,Let's hope high
94,Jareck80,N/A,KS
95,JavaJoe96,N/A,"Kickstarter Project http://kck.st/34yPYNl
-Backed: 04/14/2020
-Funded: 05/04/2020
-Pledge Level: Pledge $1 or more: """"
-Payment: $1
-Projected Delivery: 05/2021
-Survey: 
-Shipped: 

Status: SUCCESSFULLY FUNDED"
96,jbbenlu,N/A,Backed on Kickstarter
97,Jdalprat,N/A,May 2021
98,Jdhlatky,1,"53 10’s ratings vs 21 1’s rating. Game not even finish with KS yet, balancing the 10s"
99,Jedberg,N/A,"(Katie)

+ all Kickstarter Exclusives & Expansions"
100,JensG,N/A,+ Expansion (50$)
101,jeorg,10,Why do people hat CMON games so much? Blood rage and Rising sun are great
102,JerryThorpe,N/A,Area Control Games
103,jhaelen,N/A,No way I'm going to buy this...
104,Johnathan Ray,7.5,"All in on this one. Hopefully it's as epic as it looks or as my pocket book says it will be. Temporary rating based on designers other great games, which are both rated 8.5 and 9 respectively,  
I will rate higher if deserved. "
105,jojolafrite,N/A,100$ KS - waiting PM
106,juanjo1990,1,"Juego aleatorio. El orden de turno mata a los jugadores sin que puedan hacer nada para remediarlo y no perder tontamente acciones. Hay jugadores que no olerán apenas eventos de construcción. Las batallas son absurdas, donde una mini se limpia todo el tablero con una plaga. Los eventos disparan batallas que hacen que los últimos jugadores lleguen al conflicto con menos acciones para prepararse. Si no te cae eventos de construcción no puedes robar templos, con lo cual mover fichas para buscar la conquista es una idiotez. Comprarse este juego es una tontería supina, puede ser el peor juego que he jugado en mi vida."
107,KaeruGames,2,Just hyped plastic and no real game.
108,kaestle,N/A,"kickstarter
2021 may"
109,Kamigawa00,N/A,2020
110,Karujin,N/A,Waiting Kickstarter.
111,Katerosk,8,"Downloaded and read the rulebook, the game is rock solid, very well written rules. The tactical decisions you need to make is everywhere, even how to shape the terrain for your benefit. Also not so complicated. I predict this will be a great hit after release. "
112,keoladacalio,N/A,Maybe
113,kingsburglar,N/A,Kickstarter
114,koutynhu,N/A,":city:
* Still considering pledge"
115,krotznapopulov,N/A,$1 Pledge manager access.
116,Lapu,7,"3 partidas en TTS a 3 y 4 jugadores. No tengo claro si me ha gustado o no. Pese a tener muy buenos mimbres y conceptos prometedores, la sensación general ha sido un poco decepcionante. Le falta sal. Me habría gustado tener la sensación de que el mapa tiene mayor impacto en el juego. A veces da igual en qué hexágono ponerte  o construir. Las batallas son divertidas, sobre todo especular con qué cartas van a jugar los demás y pensar cómo planear tus prioridades para sacar el mayor provecho de todo. El merge de dioses es un bajón para los involucrados. No me gusta cooperar. Muchísimo mejor con 4 jugadores. A 3 jugadores no me ha gustado. La mecánica de las dos ciudades parece simplona y artificial. Deben mejorar los escenarios. A 2 jugadores no parece nada interesante. No vale su precio. No voy a comprarlo con la cantidad de juegazos que hay.
----------
3 games with 3P and 4P on TTS. I'm still not sure if I liked it or not. Despite having very good game concepts, the general feeling has been a bit disappointing. The map/hexes hadn't enough impact IMHO, but the battles were pretty enjoyable. The merged gods mechanism is interesting but not fun at all. Much better with 4 players. Not worth it with 3 because of the two capitals. They felt weird and out of place. Maybe better with another scenario. 2P seems to be boring. Chess? Come on... No way. It´s very expensive and the gamplay doesn´t worht it right now. I am not backing it. There are so many good games out there."
117,lekky,N/A,KS
118,Llewellen,N/A,"[url=https://www.kickstarter.com/projects/cmon/ankh-gods-of-egypt/description]KS[/url], geekfunder, [b]PM to be released[/b]

1$ pledge"
119,lmulaire,N/A,Kickstarter
120,Lorlen,N/A,Backed on kickstarter
121,Loudugau,10,"Sadly, there are too many dumb people who rate the game with 1 star just because it has minis, o because is a CMON game, Unbelievable."
122,M0oATH,N/A,"Kickstarter, not received yet"
123,maniacow,10,Too much haters for cmon or eric lang. Just chill.
124,mantler,N/A,"Eternal Pledge 220$+42$ Versand (233€, 5€ Gebühr)
05/2021
expected 05/2022
like Massiv Darkness 20% gameplay 80% Miniature painting"
125,Marco van Barneveld,1,Interested
126,mauigreen,N/A,kickstarted
127,McNinjaX,N/A,KS-ALL IN group buy through board n brew
128,MeIMy,N/A,"kickstarter

Eternal Pledge
(Pantheon + Pharaoh + Guardians set+ Divine Offerings Set)

Estimate Delivery - May'21"
129,miforaz,N/A,May 2021
130,miskong,N/A,"KS, expected in May 2021"
131,mmculber,N/A,Wait for more info
132,mohamads,8,"Extremely enjoyable experience. The action selection works in such a clever manner, and the area control/battles are fresh and interesting. Not a big ""dudes-on-map"" fan but this one was a winner for me."
133,monkeyvsmonkey,N/A,playtested
134,montgodr,N/A,Drew
135,motchismo,N/A,KS Live
136,Mr_Q,N/A,Kickstarter
137,murks666,N/A,Kickstarter
138,Mvonhofe,10,Going to be the best game eva!
139,Nathardicus,5.5,"This game has a lot of potential and deserves more time at the table to form a complete opinion but based on my experience so far, I strongly feel this game is terrible at 3 players especially with capital cities."
140,Neiln99,6,"The game is interesting with combined mechanisms from Concordia and 7 wonder duel. The gods are pretty cool, but all the other minis do not do much. Monument control seems important, but you can rarely take an opponents monument. Quite restrictive in that sense. The merge mechanic is a cool concept and provides a catchup mechanism; however, there is no comeback strategy chance for players (you just get eliminated). The game will change drastically depending on player count. Your first moves are DIRE to the entire game. 2-3P is best. With nore it lacks control and becomes chaotic.

Rising Sun > Ankh > Blood Rage"
141,nellisc,10,Kickstarter:  $125
142,Netlogina,5,To mitigate all those 1's and 10's - will change after I play the game.
143,netminder69,N/A,Backed on Kickstarter
144,newt321,10,Just here to balance out the haterz until we know more.
145,nickbudz,4,"I am bummed out that I won't get to complete the trilogy, but this one just isn’t going to work for my group.  The action selection is a lot of fun, and the beginnings of the game are enjoyable, but everything post-merge has proven to be really unsatisfying.

In the games I've played, the merged gods were far enough behind that they barely  had enough time to avoid getting eliminated, by which time the lead player was in the process of ending the game anyways.  If everyone was close on the point track it might be a different story, but the lowest person on the track is still going to lose all of their powers, monuments, and units (in other words, everything they've worked for the entire game).

I like the game enough, but not so much that I want it competing with already established favorites for our limited gaming time.  Thank goodness for TTS — saved me a lot of money!"
146,nik592,N/A,90 min
147,Nischtewird,N/A,Kickstarter
148,nkhat,1,will update when released
149,nsensfel,N/A,"Player Elimination & doesn't seem to have much incentive for discussion.
"
150,ntaly,N/A,2020 ks
151,Onus,N/A,How many people think that we shouldn't be rating a game that we haven't logged at least one play of?
152,Patrik Zajac,8,"Looks very interesting and promising. Very very much of replayability with all the expansions, if not too much."
153,phlogiston6718,N/A,Competitive
154,PioneerDJ,N/A,"Will be backing the kickstarter, mainly because I have loved Blood Rage and Rising Sun so much and as Eric Lang is developing this one, looking forward to it!"
155,PlatinumOh,8,Temp score
156,prolestellare,1,"Loads of plastic and nothing underneath. 
A shallow, unbalanced, banal game like all the others.
BORING

he's always saved only by the magnificient art CMON has the possibility to buy. 

But it's a mask.

Take that away and everything will appear terribly banal and boring even to those who get fooled by appereances."
157,rak5632,7,Might go up. Only played twice. Concerned about slow down at end game for merged gods.
158,Rashestfern96,N/A,Kickstarter
159,Rein_boardgamer,5,The revolution in the trilogy did not happen.
160,richcharters,N/A,First kickstarter.  Projected to ship May 2021.
161,Ringo91,N/A,Kickstarter
162,RitterLudolph,N/A,2021/05
163,RobbChaos,N/A,"Kickstarter
Not received yet"
164,Robotkio,N/A,"Bought on KS, waiting for pledge manager."
165,samoan_jo,N/A,(290)
166,samone21_1,N/A,STOP RATING SOME UNREALEASED GAME A 1. SAVE YOUR HATE UNTIL IT'S RELEASE!
167,sanchezja,N/A,"http://kck.st/34yPYNl
July 2021"
168,sandmaneg,N/A,Kickstarted
169,sansagam,N/A,KICKSTARTER (PGADO 100$)
170,santanilla,10,"Take my money, I have trust in Eric Lang because of its previous releases which I own, plus I watched this video: https://www.youtube.com/watch?v=QWF5OffXo6Y where he explains the gameplay.  I am totally into this kind of extremely well produced games, Over all themes , egyptian theme is my favorite, this seems to be an easy to teach game full of strategy, with a proper duration and different enough from its other 2 predecessors. Apart from backing this game I am waiting for the new kemet as well which is going to be beautiful, and the new clash of cultures which i hope it delivers because it si going to cost 140 usd !, these are going to be, for me, my 2020 buys."
171,sbpart01,N/A,Backed on Kickstarter
172,schloetterer,1,Another miniatures game...
173,Schmergel,N/A,"Kickstarter. 
CMON's last chance..."
174,Sekwof,N/A,"Kickstarter funded May 4, 2020. $220 pledged."
175,Settler86,N/A,Kickstarter 2020 / Backer 17.498
176,Sharky54,N/A,"kickstarter
+playmat+artbook
+1 komplett set eladásra"
177,Sharpa,N/A,figurines
178,Sherpherd,N/A,C157+88
179,shircarica,9,"just to compense, because I've seen to many people voting one without a reason, just because the like wood than minis or are lovecraft fans, that has no sense."
180,SiddGames,N/A,Keeping my eye on it.
181,simonocles,N/A,Kickstarter
182,skur78,N/A,"[s][b]Kickstarter:[/s] Faithful Pledge[/b]
Ankh: Gods of Egypt core box
All Applicable Stretch Goals (Tomb of Wonders)

[b]Optional Buys:[/b]
• Divine Offerings Set"
183,slp2dream,N/A,Kickstarted
184,sodapatron,N/A,Due in May 2021
185,Sol23,N/A,NOT Paid. Mihai.
186,SpiritChef,8,"

CMON, plastic waaaaahhh  waaaaahhhh  zzzzzzz"
187,stevelabny,N/A,May 2021
188,stlazaro,10,Why so many one star votes?
189,StormbringerGrey,N/A,"PM Complete: GeekFunder

Eternal Pledge
INCLUDES:
Ankh: Gods of Egypt
Pantheon Expansion
Pharaoh Expansion
Guardians Set
Divine Offerings Set
3x Exclusive 3D Cat Tokens
2x Plastic Eye Tokens
Cardboard Palace Board
5x 3D Sphinxes
All applicable Stretch Goals
+Double Sided Mat"
190,successfulgeek,2,"Tried it out with an awesome gaming group on TTS and played 5 players. Never got to take a monument action because of turn order which is a significant problem with the game. I just can't see how the game is fun, so I am out on this."
191,Sudden,N/A,KICKSTARTER
192,sunnyshynie,10,Lol
193,swoek,N/A,KS Backed
194,sykano,7,"third game in trilogy with ""Blood Rage"" and ""Rising Sun"" with Egyptian mythology theme
oddly restrictive
retail version not recommendable

Currently it seems that ""Blood Rage"" remains by far the best of the series.
Blood Rage >> Ankh > Rising Sun


From what I've seen so far, I don't like a lot of the miniatures. Although they have elaborate details they look neither beautiful nor cool. Some don't look good at all (e.g. the Apep crocodile, Babi, Griffin, ...), some are very odd and disturbing (zombie cats, Pazuzu, Taweret, ...). 
The best looking miniatures in the game are the normal warriors (and some of the priests). Best guardian miniature without real comeptition is Unut.

+ Egyptian mythology theme, playing as gods and winning as mono deity
+ deeper than it looks, shifting strategies: players have to adapt to what their opponents do, mind games ?
- oddly restrictive
-- balancing issues, runaway leader problem ?
- unfortunate choices in the design of the miniatures*
- Camels as border markers is just plain ridiculous.
-- Kickstarter exclusive game content -> punishes retail buyers
- only cardboard monuments in retail version
- extremely expensive

* There are some unfortunate choices in the design of the miniatures (camels as borders, Apep miniature, Thoth as ape, Bastet warriors wearing feline fleeces, exclusive monument miniatures not in sand color, pyramids too small?, Pazuzu, ...).

The merging of gods is basically a forced alliance. Not that innovative. But it's cool that it's tied in with the Egyptian theme.
The combinations of guardians to play with and of god powers to unlock are quite restricted. It seems there is a lot potential left out. But when you are lucky enough to have the KS exclusive guardians you can try to play with more diversity by house rule.


issues I currently see in the game:
- which players get to trigger the events seems more or less random
- fixed number of conflicts and monument control events, not much opportunity to outdo opponents in specific fields
- interlocked power unlocking and guardian recruitment
- limited number of guardian figures per type, not every player can get one, and especially when behind on level 1 it's harder to catch up for the next levels
- merging gods overpowered in case of close devotion state at time of merge (all players might need to work to avoid this game state, like with the Loki strategy in ""Blood Rage"")
- only one type of guardian per level per game, the fact that they are divided in levels limits diversity severely, also more than one figure of same guardian is odd
- every player has only 6 combat cards, all have the same, only two give power bonus, I wonder if a 7th card with +1 power and no ability would have been a good addition
- hard to interact with a strong board position, most of the time it's hard to take away monuments from opponents
- guardians not enough impact and come into play to late
- ..."
195,ted44bertuzzi,N/A,kickstarter now
196,tehspookeh,5,"After two games on TTS. Tentative score- very different to his other work but I'm quite enjoying how fresh it feels in comparison.

Update 10/05: Ending is predetermined by time the gods merge in every game I've played. Battle comes down to second and first but even then that is determined by the T3 upgrades."
197,Terwox,8.8,I have played this on TTS and it's pretty cool!  Only w/ 2p though.
198,Thebrewgeek,10,This is ridiculous that there are 1's when nobody here has played the game!!!
199,Tidus 10,10,to balance haters voting 1 before game releases .
200,Tobius the Beard,10,"Really excited about this one, plus it’s been fun researching all the gods and guardians as they have been unlocked :)"
