,username,rating,comment
19,alrusdi,7,"Great mix of Potion Explosion, Splendor and Space Explorers with super dynamic gameplay  "
20,AmethystJewel,7.5,2276
21,anagyszilvi,N/A,Kütyük
22,AnalagousParabolas,9,"Great engine building game that rewards good strategy but remains forgiving if (when) you need to change tracks.

Most importantly, the theme and components mean your turns are fun to map out and just as fun to watch the other player's gizmos chain together."
23,andshar,7.5,"Fun, fast light/filler game. It is possible for someone to get a great combo working and run away with the game."
24,Andy Parsons,6,"A simple engine builder with the gimmick of a cardboard marble dispenser. The marbles are resources used to purchase new engine parts.  A limited set of dispensed marbles and players' limited capacity to store them place constraints on the engine parts you can buy.  I found Gizmos quick and inoffensive and forgettable.

Production quality is mostly good, though the engine part cards are a little thin.  The artwork is functional."
25,andy5463,N/A,Sleeved
26,andy61,7.5,"Simple and fun engine-builder.  Little bit of a runaway leader problem, but it isn't that long."
27,AndySzy,6.5,"Solid engine builder. Marbles are cool, but they could also easily be replaced by a deck of cards I'd think. "
28,AngryRedhead,N/A,Deus Light
29,ann1h1l15t,N/A,NIS
30,Antsy_Narwhals,7,A chain-building game that can lead to eternal yet fun turns. 
31,anxi,6,Got this from Secret Santa
32,apkendrick,6,"It's a fine game, but fairly bland and lacking in excitement. There are other, similar games that offer more fun."
33,aquateenavenger,N/A,GenCon 2018
34,Aratar,7.5,A fun medium-weight engine building game
35,ArbitraryRanger,9,"Tremendously fun game; long enough to build a strategy, but not long enough where it over stays its welcome.  Will always play if asked."
36,archrobin,10,"Love it. Engine builder, card game with excellent mechanics :)"
37,arglik,9,Cool and fun game where you want to experiment more with chaining your machine's action more than winning. And usually I don't win anyway.
38,arildoaim,7.6,"Good engine builder that replaces Azul for me in the ""superfiller""-niche. Fast game, but packing. Elegant design. Family friendly. Effortless to bring to the table.

Playing this after Tapestry was a great relievement.

Concerns:
- Needs some plays to see if still holds up, or gets samey.
- Some strategies are clearly superior? Can be migiated by houserouling.
- Turns can be very fast, so if one particular player got AP it will be noticable."
39,Arkeas,5,Light little engine building game. Simple to teach and play but the game becomes quite dull and repetitive after just a few plays and the choices are never particularly interesting. Ended up trading this one.
40,armigero,N/A,roy top 19
41,artiestroke,10,"This game is a BLAST the pieces are fun the programming aspect is great, drafting is always my bag 10/10"
42,aruz,9,Very fun combo engine building game.
43,Arydis4,8,"Very good engine builder.  It is easy to teach and plays in 45 minutes.  Won my copy at the CMON Expo in 2019.  The marbles give a nice gimmick to the resources for table presence, but the meat of the game is the cards.  

After 10+ plays the gameplay does become repetitive. (9-30-19)  "
44,Ashavan,7,Intro: Jason Taylor
45,astroglide,8,"Probably overrating this to start. I can enjoy a nice, quick snowball. This does the trick, and also presses some MTG-like buttons with how many triggered responses there are to manage on a given turn. Similar to Splendor, but just enough oomph to make it more interesting in both gameplay and physical appeal for me."
46,autothrall,7.1,"Very direct engine builder which relies heavily on your ability to put together chain reactions that net you more value. Fun stuff and plays differently enough from other popular games of its niche (Splendor, etc) that it's worth checking out. The energy marble are a neat touch although with some play the cardboard tabs on the dispenser have started to peel apart, so that particular component could be better if plastic."
47,awarb,10,One of our favorites.  Great engine-building mechanics.  Its really fun to build up a set of actions and then take epic turns.
48,Awesomecase,7,"Gizmos is a great engine builder, better than splendor
"
49,awsiddons,N/A,Mind Games winner
50,azgames,N/A,4
51,b0ardgamer,7,Fun trying to get an engine running.  Mostly luck though.
52,b414213562,N/A,Robin recommended at BGG.CON 2018 - like splendor with more engine building
53,B4tika,8,2
54,Baartoszz,9,After Century and Majesty this is probably the best Splendor killer killer killer.
55,baditude,6,The Marble thing is pretty unnecessary but kinda neat I guess.  I'll need to try it again but my first encounter with it was pretty forgettable. 
56,Baldonetoo,9,Family first tier
57,balis,5,"Another boring engine building, without theme, just symbols and combos. As if someone invented a clever mechanism and didn't bother to build a game around it. Probably only the gimmicks make it popular."
58,baltruce,8.2,"Really liked my first game of this, kept thinking about the nice flavor it left in my mouth even after 4 days (all that through the Essen Spiel fair) and that says it all.
UPDATE: A truly elegant design, simple but not simplistic. It looks nice on the table (although I do join others saying that the ball dispenser has its issues). It's a cery interesting engine-building game that my girlfriend liked (and that could be enough for me already). Component quality is great for the price-point of this game. I can only hope for future expansions that could eleviate my sole minor problem with the game with 2p, which is that is can bog down when the balls available do not match the available cards, something that prolongs the game, making both players huffing and puffing for a break. Come on CMON..   "
59,BastardCafe,N/A,2 50.3
60,Bayushi Sezaru,6.5,"If Splendor and Potion Explosion had a baby, it would be called Gizmos...
This game is essentially a big box filler: players build “gizmos” using colored, coming out from a dispenser. Gizmos are cards with various power, generating a variety of combos.
Fun game, while not groundbreaking as a design."
61,bcbgg,7,Seems to go too fast so that non-build powers aren’t worth the investment. 
62,bdellovibrio,7,"Cross between wingspan and splendor. Marbles and marble holders have a satisfying feel to them.

M"
63,bdroberts,4,"Somewhat quick card and marble drafting engine builder with minimal player interaction. Not really my kind of game in general, but this one felt like I had even less interesting decisions than those in similar games."
64,benjaminehlers1,9,"Excellent game, and currently** my favorite** engine building game. Fantastic theme and production, hits on all cylinders.
**so far I have never gone back and updated my ratings and comments on games, so very likely this description is already inaccurate and misleading as the future is sure to come. But as I cannot see into the future and am too lazy to edit this later, I am nevertheless foolishly recording the status of ""current favorite"" never to be edited and forever fixed in the mighty database..."
65,benshever,3,I didn't like this much. The marble contraption is huge and unnecessary. The decisions are pretty straightforward and the engine is boring. 
66,benthemonkey,N/A,4p
67,bethielizard,8.4,I bought this in November 2018 at my FLGS. I played this game at GenCon 2018 and it is fantastic!
68,bethvet,N/A,heard good things about the engine building for this game
69,Be_Narangi,7,2019
70,bgrubaugh,10,"Fantastic light engine builder. The marble holder is not as gimmicky as it might appear and the way it uses the ""preview"" line with a ""blind pick"" is nice.  Overall this game offers a ton of replay value in a very short game, which is rare."
71,bhudson1972,7,"Very clever game. It is more strategic than it looks. Can actually become quite heated as players select cards that others are waiting to build. Often, a card will come out that you want, but it will get selected prior to your turn coming back around. The contraption that holds the marbles works well enough. I could see it getting worn down and tearing up at some point. I think this game has a good look that will get people to ask about it. Very fun."
72,biasedisland,8,What a great little engine builder! Think Splendor with marbles but better. One of our favorites behind Wingspan. We love the light theme. It's strategic and plays very fast. Seems to scale very well IMO. Would highly recommend.
73,BigD527,7,"I like the engine-building twist of this one, and the fact that it has a significant tactile component gives it nice table appeal. A solid gateway."
74,Billnyhilist,7,"Really nice little engine builder, feels a bit barebones for some reason even though you have a handful of strategies and actions to build upon; perhaps because the gizmos all feel so abstract and unthematic? (get the tile that gets more blue, draw more cards, etc.) I do like the marble system for available energy you can pick and compete for."
75,birdsong703,5,Doesn’t live up to the hype - feels derivative.
76,bivaterl,7,"Very light, but has some neat engine-building. I think I still like the purity of Splendor as an engine builder, but this is fun to kick-off a big set of events. This is a good, light game that actually comes in under an hour. If it had been before Potion Explosion and Splendor, it would have felt more groundbreaking. As it is, this feels like the child of those games. That doesn't make it bad, just less unique feeling because of it."
77,Bizmat,N/A,With the Lost Designs promo set.
78,bluedolphinflame,N/A,Victory Point has
79,bm6262,7.4,What Splendor should be.  For a comboey game I choose Council of 4 over this.
80,bneffer,5,I love physical components - so drawing marbles of energy was fun. Building an engine is fun as well. But the whole point is VP gathering and the theme is thin.
81,bnordeng,5,"Gizmos reminded me a bit of Splendor. It's a very basic system of engine-building. But, Gizmos is a bit more interesting with a few more interactive parts. And, the engine-building part of Gizmos is way more interesting than what I remember from Splendor (if you call that engine-building or stacking or whatever). If I were just getting into board games, I could see playing this again. As it is, I don't see myself ever playing this title again. I didn't dislike the game, I just didn't like it all that much either. "
82,bnvt,6.5,"A pure engine builder; the marbles and dispenser look really nice, but the graphic design on the cards somehow made the whole thing a bit confusing to me."
83,BoardGameBroker,N/A,Adelaide
84,BoardgameVIP,N/A,Alex
85,bobule,N/A,"08.2019 - 359
11.2019 - 333+
01.2020 - 318+
03.2020 - 311+
05.2020 - 314"
86,BoltKey,7.8,"FIRST IMPRESSIONS
I heard that it is Splendor with some Potion Explosion mixed in. It definitely felt like it has the good parts of both of the two.
The individual turns, although you combo up many things, don't take so long (unlike Potion Explosion, which had issue with too long individual turns and big downtime). 
The combos towards the end get huge, maybe a bit too much even.
Liked it.

2019-02-19 rating changed 7.5 -> 6.5. Low replay value, there is a single dominant strategy."
87,Bond8089,7,"Solid engine building game that is a step up from Splendor.  Cool table presence, and enough depth to offer repeated plays even to gamers."
88,boredbeyondbelief,5,I like tableau builders and this engine builder had a little feel like that. But it got confusing as you had to be jumping around your board to see what activated. Pass.
89,Boshia,5,"Sold. I felt like the game just started when we finised the game so it felt so unnecessary to ""build"" the engine. 
The game felt similar and meh. I will play splendor instead."
90,boulderman,6,"Engine builder, prefer others"
91,bourbon21197,N/A,Kalet
92,brandonpetty,N/A,"Card Drafting, Other"
93,brantshep36,10,This one sat on my want list for so long!  Finally played it in November and picked it up for Christmas.  We have the second edition with the plastic dispenser.  This game is FANTASTIC.  Straight engine building at its best.  Rube Goldberg would be so proud!!!!
94,Brekhof,7,This one is a solid little engine builder from one of my favorite designers. I let it go because there are more interesting engine builders and also with better replay value.
95,brentont,7,good engine builder. the dispenser is a little fiddly. i think i might get a bag to draw the marbles out of.
96,bretk,7,"Simple engine builder.  Its fun, easy to teach.  Not sure it offers anything new though.  Enjoyable nonetheless."
97,brettandkatiefuller,N/A,Rory 10
98,Brettspielzentrum,N/A,Sean
99,brewsaki,7,"Very tactile. Love the colorful energy balls. Quick game. It's kind of hard to keep track of all the combos near the end of the game. This gave me a similar feeling to Splendor, but a bit more complex."
100,briantong111,6.5,"Very cool layout and components,cool card combos and resources management,for me it kill splendor."
101,brw12,7,"Really enjoyed my first play. Like a combination between Splendor and 7 Wonders. Building the engine is satisfying, and there are always several good choices.

Several of the mechanics are really satisfying, and the components are well done and make collecting the energy marbles fun. I loved doing ""research"", building capacity, and hitting a chain I've set up.

The theme felt flat to me, though. There is no connection between the colors/types of energy and any particular functions; for a game with a seemingly strong theme, the cards are completely divorced from it and feel interchangeable. (That aspect is similar to Forbidden Island.)

The game also felt a bit long and anticlimactic, finishing with an ""okay, everyone count their points"" shrug. The rules didn't help, because they buried several key rules and left them in the middle of paragraphs of text.

Last, there's no clear way to keep track of which cards have been used during a chain reaction and which haven't.

All that said, it has a very fun core mechanic, scan if it's not the finely tuned machine that 7 Wonders or Dominion are.


Lightness (1)-Heaviness (5) rating: 3"
102,bryanruhe,7,"Fun, if a little basic. The aesthetics and the sphere dispenser are super lovely. Like Splendor, but actually interesting to me, and with some chance that keeps it from being a think-really-hard-to-win fest."
103,btasam,6,"Gizmos is a light engine builder with a variety of immediate and accessible combos. Variable setup is limited but it has a nice table presence and a very appropriate theme for the mechanics. The tactility is a nice feature as well. 
"
104,bubblepipemedia,6,"Fantastic simple game. It reminds me of Spendor, but that game got less fun every time I played it. This one I've only played once (currently). I wouldn't buy this game, but I would probably trade for it. I think the only downside is it's effectively yet another drafting game. I already have Quadropolis, Sagrada, and probably will have Azul at some point. This isn't as good as any of those, but there is something very lovable about how much more wacky this is from a gameplay perspective. Do I need another entry level drafting game? Definitely not. But hey, if I get it for cheap or trade, who am I to argue?"
105,Buccs13,N/A,Usage 30 - fev 20
106,c0261rex,N/A,最佳2~3人
107,c0d3r1010,N/A,30-60 small 2-4
108,cadetstimpy,N/A,"2-4 Players
Complexity: 1.93/5"
109,Cafard Vert,N/A,Pas joué
110,calbond,6,"Similar to Potion Explosion, but doesn’t use the marble gimmick nearly as effectively. Should have had some spatial-interlocking-puzzle aspect to the gizmos themselves. Still, would try again. Definitely overhyped here at Gen Con."
111,Camdaddy08,8.5,Was not expecting much from this game. I was wrong. Demoed it at Gen Con and ended up purchasing it. The play is so smooth. The marble dispenser gimmick works well for this engine builder.
112,CameronWLucas,7,"Good, but felt a little too complex for what it was. Trying to build my engine was fun but overall it just felt a little too opaque. Kind of like how I felt about Century Spice Road vs Splendor. Splendor is just so elegant, most of these other games just feel needlesly complex compared to a game like Splendor :/"
113,CameronWLucas,7,"Fun little themeless engine builder.

It's a bear to learn because of the iconography which is a shame because I think it would shine with light gamers. The marbles are pretty cool too.

Honestly I think I prefer the simplicity of something like Splendor though."
114,CanadianWyteWolf,8,"  A very accessible engine-builder, that I would probably seek to add to my collection, were it more affordable.

"
115,Cancelled,6.5,"Has some similarities in engine to both Imperial Settlers and Century Spice Road, but inferior to both IMHO"
116,capitolhilldc,N/A,Cards 112 @ 67x67
117,CaptainJax,7,Only played once. A cool little combo-engine building game with a super-cool marble dispenser.
118,captainvoma2,8,My current favorite engine building game!
119,CaptBackslap,7.8,"This tableau builder is reminiscent of Wingspan, although not as aesthetically or mechanically elegant. That still leaves room for it to be a solid game, though."
120,caradoc,8,"Thoroughly enjoyed the game I played tonight. I really enjoyed the way the game built up, and the strategies players were encouraged to pursue. Good fun!"
121,carlosleonrendon,7,"2-4
40-50 minutes"
122,Cartchamp,8,"Used, BGG"
123,casaraeal,8,"Fun engine builder. Winning is a bonus, but hitting the combos makes the game. Not much player interaction other than competing for the cards in the center. Can be AP prone."
124,CatTastic23,7,"I liked this game. Not much interaction. 

# Belongs to Alex #"
125,cbazler,8.5,"Really fun little engine builder filler, perfect for the end of an evening of gaming, although we've found it to be so fun that it can be played multiple times in a row.  

The combos are really rewarding, and allow for different approaches each game. Sometimes you get an amazing ""File/Build"" combo, which incentivizes you to build from your Archive instead of from the center of the table. Other games, you might develop a poweful ""Pick"" action and choose to spend more of your turns doing that. It's neat.

Thankfully, unlike Potion Explosion (which has a similar marble dispenser), the setup and take-down for this is much faster and easier. Definitely a keeper for us."
126,cbrua,4,"It's an interesting puzzle, but it seems like there are a limited set of moves at the beginning that will get an engine rolling.  You either find the right cards to do that or you fall behind.  Not a fan."
127,ccmonter,8,"Cute mechanism for acquiring resources. The same could have been achieved with a deck of cards but this makes the game unique and fun. At the core, the game is an engine builder, which we enjoy."
128,Cdwelk5,N/A,"Only played once, seemed like a pretty good game!"
129,cenobite666,9,"Excellent make a ""machine"" to trigger as many actions as possible.
Loads of fun and suitable for the entire family, I would say from 11-12+."
130,Chabousse,8.5,"""Splendor with balls"" which works very well, I liked it.
A bit technical, not for everybody."
131,chadboeckermann,8,Played
132,chaddyboy_2000,7,"I love engine building games, so I was predisposed to liking this one, and it delivered! I just really enjoy games where you start with nothing, and slowly build up abilities and synergies that allow you to take more powerful actions as the game goes on.

This is a good entry-level engine building game, as all of the card powers are simple, but the trick is putting things together in the right combination to put together a powerful machine.

As a seasoned gamer, I will say this game does fall into one of my pet peeves for games: the illusion of a large variety of cards. There really aren't that many unique powers or abilities on this game, as many of the cards are the same ability, just replicated 4 times in each of the 4 colors of resources or buildings. While the game is still fun, I personally enjoy more varied abilities in my engine-builders, but I also understand it would take away from some of the simplicity here.

Overall, if you like engine builders, grab it, particularly if you're looking for a simple one that still packs a punch."
133,chakaj,N/A,https://opinionatedgamers.com/2018/07/31/dale-yu-review-of-gizmos/
134,ChasetheAdventure,7.6,WR: 3
135,chayashida,8,"Interesting engine-building game. I love the marble feeder - it makes the turns go around quickly. I found the iconography a little confusing after the first play, but I'm sure it'd be better with multiple plays. Maybe not a Splendor-killer, but still a game that I could see making it into my library."
136,Cheelara1,7,def keeper
137,chestond,N/A,2-4
138,chickz0r,7,"Not sure why I liked this one so much, but the engine building component was really satisfying."
139,ChildeRoland1919,8.25,"Oh man, this game is so good and kinda caught me by surprise. Not sure I would have bought it lest I saw the designers name. His previous entries (Imhotep and Barenpark) were very good entries but this one goes beyond those two. This is a tableau builder which rewards good planing with great combos. If planned out correctly and you manage to pull off combos there is that very satisfying feeling you get from playing a good board games...you all know that ah-ha moment. This game has plenty of them. Highly recommended."
140,chillenniumfalcon,6,"Pretty dry engine builder. That's literally all you're doing: adding things that let you add more things. It's like Kingdomino, in that it feels like a filler that would be a good mechanic in a more complex game."
141,chlwin,8,It's good for new player.
142,chopsueycop,8,Splendor wit a gizzer
143,CHRISDH,8,"*8* (10+ Plays)
A very close relative to Splendor. This one involves creating a tableau of cards(Gizmos) to create combos and chain reactions. It's a pretty good engine builder for the family or a filler. My family loves to play it and it sees quite a bit of play. The gum ball looking dispenser is totally a gimmick but it works."
144,Chrisrob,7,The marbles make this more fun ...
145,Chrono12,5,"I would describe this game as ""Splendor with extra steps."" The base gameplay is very similar to splendor, but it is not nearly as streamlined and there's a lot more you have to keep track of."
146,chronocat,N/A,Pending sale
147,Chuie,7,Cute little engine building game. I quite like it rules overhead is a bit higher than the amount and simplicity of the actual gameplay itself. 
148,ciggie,7,"Clever engine builder with a marble gimmick for your resources that makes the game a bit different and fun. Normally you can pick a marble from one of the six that come out the chute, but special gizmos also let you pick blind from the top. I like this better than Potion Explosion because of the cool combos you can pull off by converting 1 marble into different/multiple marbles, and then the combos you can chain together when you take 1 of the 4 main actions. Iconography is fairly clear and the game is pretty easy to explain which is nice. I did find it odd we did not really use the research action, but I guess that comes from knowing the cards a bit better than we all did on our first play. 

Another play and it just feels a bit too simple, no real cool actions (typically just more marbles, convert marbles, or gain a couple of points). Games like Splendor, Century Spice Road, and Dice Forge do this genre better but the marbles do make it unique. I'm not sure how much staying power this has, but for how quick it plays it may stick around a little longer."
149,CinCin,N/A,Includes: Lost Designs Promo Set
150,cito88,7.5,Mag weg
151,cjmolloy1010,9,This one got better with every play. It's pure engine building and I love the combos you can pull off.
152,cledoux,6.5,"An engine building game in its most naked form, as you are building a tableau of cards that hopefully chain together. I have a good time with it. The marbles and the device that dispenses them are not necessary to the game (could have accomplished the same thing with tokens and a bag) but they add a flair that I will admit did increase my enjoyment level."
153,ClydeDyed,8,Well made game. Hoping they'd add more funky effects and possibly a token that tracks which gizmos has been activated for that turn.
154,cmcgaughey,7,Wife likes this
155,Cmia,N/A,Purchased at Rapier 2019
156,colethuun,10,that's gizmos!
157,ColumBuzz,8,One of the most fascinating engine-building games with nice little marbles which you have to collect so as to score the highest points in order to win.
158,conan79124,N/A,2~4
159,Cone Defense,9,"Really enjoyed this. That said, I prefer Century for a similar engine build. Too many things about this are just off."
160,CoreySanders,6,"Gizmos wins on simple, fast turns and the quirky marble tower gimmick. It loses on repetitive, overly simple card powers. It also slightly overstated its welcome at the table and failed to deliver a novel/memorable experience. Not a bad game, but mostly meh. I’d rather play Deus for a similar but more meaty experience."
161,Corsairs,7,"Like a marriage of ""Splendor"" and ""Potion Explosion,"" ""Gizmos"" is a colorful blast of strategic engine-building. Start your engine with a few basic gizmos, then build up to the mid-levers, working to activate combos with your complete gizmo stable. The game lacks ""Splendor's"" simple elegance, yet it makes up for that with greater strategic consideration. Fun, but a little too slight for me to want to play often.

Sold for $25 at 2019 Origins Virtual Flea Market

Also owned ""Lost Designs"" promo pack"
162,CosmicZ,N/A,"Want to try it, might consider in trade"
163,CosmoVibe,9,"My most favorite engine building game ever. It takes the basic concepts behind Splendor, but builds mechanics around it that makes the engine not only more interesting, more adaptable, but also more exciting. The research mechanic makes the game feel a lot more fair and gives rise to alternative win conditions. Also, marbles feel nice."
164,counterculture,N/A,D14
165,cowchip7,8,Really cool engine building game. 
166,cplayer99,6.5,Your engine is very important in this game.  I found there is too much track in this game for what it is and prefer Splendor even though I like the theme and marble machine in this game better.
167,CrazyCod,N/A,PWH is absolutely a designer to watch out for.
168,CrimsonComet,7.85,"Thematic Ties: 8.25
Gameplay: 7
Components Quality: 7 
Game Mechanics: 8.5
Graphics/ Artwork: 8.5
Overall Rating: 7.85

This is probably one of the best engine-building game for the entry boardgamers. The symbols can be difficult to understand for the first round. However, the rulebook is extremely helpful and straightforward. We played a 4-player game and it took us about 45 minutes."
169,Crossr1980,8,29
170,csmedley,7,Jono owns this
171,cthompsonguy,N/A,Received in October 2019 Math Trade
172,curtc,7,"Nice big-box filler. I like trying to make combos, but I'm terrible at it. "
173,cypar7,8,I wish the devices were named.
174,Daedelous,8,Splendor but better. Lots of fun.
175,damimi,8,2-4p
176,danperrault,7,Could also be called gimmick because the marbles and dispenser are.  Maybe that would distract my wife and get her to play it.
177,darkbanan,5,"Cool marble gimmick, unfortunately the game is mediocre at best. Lot's of better engine builders out there."
178,darker,8,"It's action chaining: the card game! I enjoy that sort of thing, and appreciate that this one seems resistant to hyperfocusing: in one game, a player managed to get out a bunch of early cards that highly rewarded Archiving cards then building them from his Archive, and we thought he had the game in the bag... but all the rewards were similar, which meant he couldn't actually make good (or any) use of all of them. My engine took easily 2-3x as long to come online, but was much more robust - I was able to build a new Gizmo nearly every turn.

The central gimmick - the marble pit - was fun and worked well. What we chose to build was informed at least somewhat by game context - e.g., during early-to-mid-game, we had a very strong streak of Yellow marbles and a very strong streak of no Yellow gizmos. And the limits on marbles/archived cards/cards looked at with the Research(?) action were a neat form of upgrade that we always cursed not having built the turn before.

The presentation was also really good - having the separate areas for each type of trigger made it a *lot* easier to manage/understand your engine.

My primary concern is longer-term replayability; there's only a modest number of Gizmo types. Having a wider variety and/or some other source of game-to-game variance (e.g., objectives) would give it a boost."
179,darkthur,N/A,TO BE PLAYED
180,darthservo,8,"Use energy to obtain and power gizmos that will combine with others to make even more energy!  Satisfying combos are aplenty as players collect and use colored plastic marbles to try and build their engines up toward victory.

Recommend 2-4 players

Good:
* Fast turns help get to combo-building quickly.
* Different paths to specialize in each game.
* Reaching in for marbles.

Not so good:
* Marbles are plastic, which admittedly helps on weight.
* Uninteresting artwork.
* Sometimes marbles get stuck in the feeder on their own."
181,Dashulkacss,8,2019-11 Подарок от Насти
182,davecharlson,8,"Played the prototype of this game at Origins 2018.  Everybody who played liked it.  Todd or Alex will likely buy it when it comes out.  I certainly want to play again.  

After many plays, it is just a fun, quick, engine building game."
183,Deacis,7,"True engine builder, a lot like splendor, but better."
184,deactivision,7,Neat combo chain game similar to Splendor or Century: Spice Road. Marbles look nice but roll around and can easily get lost.
185,deadBunnies993,N/A,"Strategy
P: 2 - 4
1.92
T: 1 hrs
$35"
186,deadwing,7.75,Fast playing engine builder that really lets you get wild with it. It's basically a battle of whose engine can be most busted.
187,Dean Bud,7.5,This is a family weight game that has some good engine building in it. lots of decisions to be made and not too hard to understand although it is more difficult to learn that Century Spice Road of Splendor. It plays quick and is a good game.
188,DEAT,3,Unremarkable engine builder game with a cute gimmick.
189,deevinnula,N/A,Secret Santa
190,DeKerstman,8.5,Essen 18 shortlist
191,Demiss,8.1,"One game with 2 players and I'm not disappointed !
First, the dispenser and the marbles look good on the table.
Then the game is very simple, choose one of the 4 possible actions and then apply the potential benefits from the gizmos you already built.
This game is very simple and a great gateway to learn engine building, the only downside is for the first 2 games, there are lots of icons to remember, but once this done the turns are very quick with a low downtime.
I really recommend this game to discover the engine building mecanism !"
192,dera,N/A,☆
193,Destrio,6,"Pros: 
+ Fun tactile game with the plastic colorful marbles

Cons:
- Replayability is low as what you do in the game is largely the same between plays. Highly tactical.
- First edition cardboard marble dispenser can lose some marbles that fall out of the bottom and are not found until the game is over.
- Highly abstracted theme.
- It would be a great family game but it has a few concepts that are a bit foreign to newbies and at the same time rather simplistic for gamers."
194,Devoir,8,Sleeved
195,dflonetree,7.3,Gumball machine made out of very weak materials
196,DirtyHaribo,7,"This one goes into my ""Fast & Fun"" category.
Solid engine builder, also fun for 2. 
Set-up and play-time is minimal which makes it easier to bring to the table than lets say Wingspan.
Not enough depth to be a great game."
197,DisasterAiR,7,Feels solitaire-ish at times.
198,disenor,9,It reminds me of the engine building of Splendor with the combos of Ganz Schön Clever.
199,divedeeper,9,"10x10 candidate
"
200,dj lesley,N/A,Andy
201,dji31,N/A,VF 
202,djnesq,8,"This is a more complex engine builder than the ones that you construct in the two frequent comparisons, Century Spice Road and Splendor. The cumulative benefits that your engine parts give you over the course of the game are easier to keep track of than they are in many other such games."
203,DkDM2l,N/A,"Best with 3, Best with 4, Plays 2, Plays 3, Plays 4"
204,dmarsh1989,7,Family: 48
205,doctoryes0,6,"Someone finally finished designing Splendor so it isn't just a mechanism and some poker chips.

Was it worth finishing?

Sorta."
206,doldilocks,7,"PWH does it again! I think I like Barenpark more, but as far as games with fun combos go, you can do a lot worse than Gizmos. I think over repeated plays, I'll wish for more than what is on offer here, but as far as a first foray into assembling combos more complex than Splendor and the like, this is an excellent entryway."
207,Dolphinandrew,7,Pleasant engine builder. Nicely produced.
208,doodlezook,9,"This is really good. Fast games. Always over before you're ready, and doesn't outlast its welcome. This may become a new staple.
"
209,doosapil,4,rather play splendor
210,Dopeski,7.5,"It's been a while since a really, really good engine-building game has come out. I'm always happy and excited to play this game."
211,Dorias,N/A,Marbel gimmick. seems nice enough. Actual card gameplay seems pretty basic.
