,username,rating,comment
52,Artiphats,9,Must confess that this one has yet to get played. But it looks awesome and I always heard pretty good things about it. Might finally pull this one out in the coming weeks and give it a go. I have pretty much everything that goes with the game. Will update after a few play-throughs...
53,Arven,8,"Very nice to look at and simple enough to play with my Zombicide-savvy kids. There might be better dungeon crawlers, but this one works well enough for a rainy Sunday afternoon."
54,Aschenvogel,8,"It really is Diablo The Boardgame. Looting, leveling and bashing monsters. We really like the components of this game. The minis and all the other stuff are great. Gameplay is light, easy to learn and fun. We didn't try the campaign mode yet. Some minor criticism is that the number of classes and hero types (tank, range dd, melee dd, magic dd and healer) doesn't seem very well balanced. If I remember correctly there are 2 range dds, 2 healers (which are basically useless) and maybe 4 magic users. The remaining 13 heroes are melee dds or tanks. also out of 9 classes there is 1 ranged dd, 2 magic users, rest melee dds or tanks. This could have been balanced better so all the melees don't have to fight over weapons so much. The dice chucking combat also makes combat very random. You can do anything from 0 to 15 dmg and get the same from monsters. Getting hit almost certainly kills heroes at the start of the game while at the end you basically just one-shot everything. "
55,Asfariel,5,Much to easy
56,Ashavan,6,"Intro: Kickstarter
Painted Miniatures: 90%"
57,Ashenz,1,Not-preordered
58,Asherdad,4.4,"FIGHTING
Minitures
Co-op
Action Point Allowance"
59,AslanFrodo,N/A,KS   Core + Cyclops + SG's
60,Asmoridin,8,"Light-ish dungeon crawl.  Pretty fun, definitely more goes into playing than just rolling dice, which I like.  Great components."
61,Asociacion Noctis,N/A,Dueño: Anzar y Fany
62,aszentkiralyi,N/A,"1-4p, co-op, long
TTS"
63,Atehsouhait,N/A,Including all Kickstarter bonuses
64,Athex,7,"basically diablo in a box. I do feel there are too many rules, they could have simplified the game some and not really lost the fun of it which is customizing your character and collecting tons of loot"
65,Au7oma7ic,N/A,Kickstarter Edition
66,Augeezer,7.25,KS - Spring 2017
67,AussieChris,8,"Backed this on Kickstarter. Does just what I thought it would - a light, fun, dungeon crawl. Wonderful minis."
68,Axel21,4,"This game is broken in its core level, and requires a complete rule rewrite. This is an objective fact perfectly exemplified by how roughly 70% of the miniatures in the box (called mobs) do not serve any game purpose and were re-purposed to glorified health counters.

But.
There is the core of a fun game in this box: a dungeon crawler that can offer a full power-romp in only one session without the n-th worthless campaign which only purpose is to slow down the enjoyment of the game. This game has the basis of fast,fun, carefree combat, with a ton of nice loot and flavor, so let's hope this wasn't chalked as a mistake by CMON and a 2nd edition (with an appropriate conversion kit) is released for it."
69,b4retina,N/A,"Kickstarter, April 2017
Received Sept 11, 2017
Lightbringer Pledge, added 
Sold $225 9/30, never opened."
70,babone,8,Kickstarter version
71,Bagdad,5,1-5 players
72,baghaan,6,"good game if you don't want to think. nice with some friends after a hard week, but not to exciting compared to other games."
73,Baldwinus,5,I like the minis.
74,BaneStar007,5,"I backed this, not for the game itself, but for the mini-count. I haven't played my own copy, and when I've watched others play, I'm not sure I'll ever play my copy, but painting up the minis and using them for other games."
75,barbapere,7,"I like art, but game seems hard at start, and easy later."
76,bartec1976,N/A,75 minis
77,Batbob,N/A,CMON miniatures
78,Bayonet Recon,N/A,"Kickstarter Lightbringer Pledge
Includes 3D Pack: Chest & Pillars, 3D Pack: Doors & Bridges, Plastic Token Set"
79,be6414,N/A,Kickstarted!
80,BEEeef44,N/A,Kickstarter Edition
81,beejunjoe,8,with Light Bringer pledge
82,Beggi,7.5,Not a great game but great fun in the right group
83,beholderalv,7,Good evolution from the Zombicide series.
84,Benjen,N/A,Unplayed
85,Bennicula,N/A,"want to play, complete collection"
86,beowolve,8,Kickstarted
87,BePe77,N/A,"Komponenten geprüft, vollständig"
88,Berelon,9,"Played it four / five times now.
Easy light nice Dungeoncrawler, had much fun playing it.
Allthough I don´t think the Story mode is well written. The trading of the Items for XP after the scenario is overpowered."
89,Bert Peinlich,9,"with Expansions: Ratlings, Troglodytes, Reptisaurians, Hellephant, Cockatrix, Lord Tusk and Spearmaiden Cyclops"
90,bggwinken,10,v
91,bhead31,9,Love playing this game. The only dungeon crawl I love going back to. 
92,biedronas,N/A,"Time: 120
Players: 1-6 (1-4)
Best for: 4
Recommended: 1-3
Age: 14+ (10+)"
93,bigduff,7.75,"Simple, but efficient and fun. I like the way your character (greatly) improves in a few hours of play."
94,bigreddog,7,org march .. now july ? 2017
95,bigwig30,7,Kickstarter
96,billharr,6.5,"Fine game but needs a bit of time and patience to get comfortable with its mechanics, can be a very long game with not a lot of satisfaction even with a win."
97,Binderchk,N/A,own all the expansions also.
98,bioworm,N/A,Kickstarter Lightbringer plus troglytes plus 2* Heroes Pack plus Pilates and chests
99,BlackForestHam,5,"Kickstarter - $1 Pledge
Pledge Manager - Base Game
No Addons
https://www.kickstarter.com/projects/coolminiornot/massive-darkness/description"
100,Blacklist85,N/A,Looking for Kickstarter Pledge with BP Crossover!
101,blackshirt,N/A,"+ Chests & Pillars, + Marble Dice"
102,Blastlol,8,"This game takes a long time to play however, it's a lot of fun. I picked it up at gencon this year."
103,Blodhemn,7.5,"Sleeved KS edition with custom build foam board insert. We like it a lot. It's a nice simple and good looking Dungeon Crawler, fun with every player count."
104,Boardgame Barbarian,5,"Man I thought this was going to be the game for me. Awesome mini's epic fantasy world. It definitely not what I thought it would be. Mainly because of because how it starts out difficult and immersive, than you get so overpowered well it gets boring. Needs to be house ruled to be fixed but still like it just not as much as expected."
105,boardgame44,1,"Looks great but mediocre and basic.  Zombicide variant, loot the right item and then clear with little challenge and this becomes repetitive very quickly.  So many better dungeon games out there....."
106,Board_Knights,5,"Owner - Innes
1-6 Players"
107,bogman,7,"Massive Darkness has lots of problems but it can still be fun. I played a 6 person game with three non-gamers and they had a  blast. But while it is not a complex game, the information is spread to the winds so it is time consuming to make sure combat is being resolved properly. I think in my mind that is its biggest downfall...what should be simple and fast gets bogged down with making sure all the relevant elements are being observed. Zombicide Black Plague does a better job of being fast and simple (but it doesn't feel epic). I guess fast, simple, AND epic is really hard to do. Massive Darkness is instead not-as-fast-as-it-could-be, very simple but hard to wrangle, and reaching for epic while not really coming close. So gameplay is 7/10. Components are 9/10...the minis are mostly awesome but some of the heroes fall short and are off-scale or stylistically out of place."
108,booshmeister169,N/A,"NM

All in KS with Frost Dice, Marble Dice, Plastic Token pack, 3D Doors, 3D Chests, Tile Set"
109,boredbeyondbelief,8,"Jury is still out after 1 play. I love the progression, but would like to have some progression across games; but don't like the idea of how it then goes at a snail's pace.  Enjoyed play so far."
110,Boshia,8.5,"A nice dungeon crawl game, me and my friends enjoyd this alot.
Will play the campain after a few initial games."
111,BothanJedi,N/A,Kickstarter
112,brainpuddle,7,Had the full KS edition.  Traded it away because another member of my Game Group had it as well.  We enjoy it for what it is...but after a few run-throughs the monsters and treasures get a bit repetitive.  The mechanics need to be tweaked a bit (we house rule some stuff) but it is fun! Recommend you use some BGG fan-made campaigns to get the most out of it!
113,Brazol,6,Typical dungeon crawler. Nothing innovative in the mechanics. Nice components and great minis. If you like crawlers its fine but I guess there are a lot better out there. I like to play crawler from time to time but this one would not be my first choice (or second).
114,bretk,7,"Played three or four times.  Its a good, light dungeon crawl.  Lots of loot and easy rules.  Sword and Sorcery LITE.  

I enjoy it a lot more than Sword and Sorcery for a one-off dungeon crawl - easier to manage, quicker pace.

Played again and the big game is where its at.  The last scenario is long, and level 4 and 5 equipment is fun. Going to have to generate some larger scenarios going forward. "
115,Brettspieler29,N/A,1-6
116,brewdinar,N/A,ks
117,Brian T,8,"Lots of fun, but avoid the campaign rules.  Played as a one-off game it is great."
118,brifletch74,9,"I wasn't sure about this game when I first played the tutorial but I must say our group had an absolute blast playing the first quest and we are all looking forward to playing the next scenario.  The campaign mode is a bit of a let down but it does make the game a bit more challenging as the skill progression is slowed down quite a bit.  The difficulty of the first quest seemed to be perfectly balanced; it kept us all in suspense and never felt too easy or too difficulty.  Our party wiped out at the last room because our beat-stick barbarian got a little to full of himself and the paladin was not close enough to jump in front and take the beating.  Obviously this is an early judgement of the game, but I am very please with it thus far."
119,Brookdub,9,"This is much more complex than your standard dungeon crawler. Really cool dice combat system. Characters grow as the game itself gains levels to challenge you. Great figures. You don't fight weenie slimes and rats here, more like hydras and helldogs!"
120,Brother3Wright,8,"Diablo in a box. Expect a fun dungeon crawl with solid ""per-session"" progression."
121,brumble666,N/A,Kickstarter
122,brumcg,3,"Based on one play.  The ""level"" mechanic is off-putting to me.  Too fiddly."
123,Bryan_Fury,6.5,Juego interesante y entretenido pero con notables carencias de diseño y testeo.
124,buboalcubo,7,x
125,bucklen_uk,9,"Provisional rating, I'm experimenting with house rules to improve the 'story mode'.

Basic game out of the box is fine (and a 8/9 for me) but I want the linked quests/progression. As it stands the story mode doesn't work (well 2 player anyway), you level too fast and get too much equipment meaning after a couple of quests you're  almost max level ...

Fortunately this is the usual CMON sandbox game, so there is lots of opportunity to customise it to what I want :)

* Update, yep Story mode as per the rules is junk - characters level up far too quickly, mobs die far too easily (at least in 2 player), you get flooded with equipment. All of this is fun in regular mode, but story mode just doesn't work. It feels tacked on and rushed, needing more development :(

Shame, had lots of promise. For now an '8' but if I get story mode working with a set of variant rules it may go up.

** Update, despite reservations still playing this - and tinkering with house rules to 'fix' story mode. Base game (pick a quest and done) is fine, and I think better than Zombicide BP, but I really want the linked quests/story progression. For now it's up to a 9, and if I crack it probably a 10.

*** Update, yep now a 10 with my variant rules :)
https://boardgamegeek.com/file/download/w8c6y8oc0a/MD_variants.pdf

**** Update - most played game now, and I'm working on random quest generator after having gone through the official quests (although I'm fine redoing them with a different set of characters). Solid 10 but only if you're prepared to house rule the 'story mode' which is just broken after about 3 quests if you use the rules as written :/

***** Update, still love the minis, but not getting played - unlike ZBP which still gets pulled out for occassional games. Rating dropped"
126,Bundyman,N/A,"Mice & Mystic seems to be the easier, shorter and funnier game as Massive Darkness. Try Sword & Sorcery, that got the Q!"
127,burnface,N/A,"Core set
Lightbringer Pack
Ratlings
Reptisaurians
Troglodytes
Chests & Pillars 3D pack
Heroes & Monsters: Noble Warriors vs The Cockatrix
Heroes & Monsters: Sorcerers vs Lord Tusk"
128,burrie,N/A,Apr 2017?
129,bushaaya,N/A,Looking for KS version
130,caballero1321,6,"The game and mechanic itself is pretty fine. Unfortunately, campaign turned out to be a huge disappointment to me (maybe because I got spoiled playing Descent, and especially - Gloomhaven).
In the beginning, the game is pretty tough and it's fine (although, sometimes, you get deleted because of some unlucky card draw or dice roll). Later, we often (usually play in 2-3 players' team) encountered a situation where either we deleted enemies with a single blow, or one of us got deleted with a single blow.
Another downside is the lack of diversity of monsters - the same monsters over and over again - gets pretty boring soon.

I played 5 different scenarios only, so far, but planning to give it another try after a few months break and update the comment / rating."
131,cadblur,3,"Update. Sold.
I wanted to like this game so much. Had high hopes as we love Black Plague. The problem is that there are much better games out there. Sword and Sorcery, The Undercity, Shadows of Brimstone, Gloomhaven and for an evening RPG experience Gloom of Kilforth.
The biggest problem (for me) is that the game feels like a chore. I really dislike the scaling factor by multiplying the number of heroes to set the health of bosses and agents and to a lesser extent using the same multiplying formula for deciding the number of spawning minions. 
If you are in Asia and interested in the KS edition shoot me a message. Nevermind ... already sold."
132,Cadesh,2,Game is sadly extremely disappointing. The game is very simplistic and tedious. There is no risk reward in the game. Progression in the game is very poor and you become godlike very quickly. Even the strongest monster in the game doesn't have any way to kill the players once you are about half way through any of the quests. Sadly I will have to create my own rules to make this game even moderately satisfying. I cannot recommend this game to anyone.
133,calebguerrero,4,1
134,Cam27,7.5,"Lightbringer pledge, with Repitisaurians and Ratling enemy boxes, and plastic tokens, doors/bridges, marble dice."
135,Capraid,9,Glad to have in my collection. Minis are great and fun game to break out once in a while.
136,Captain Murdercasket,10,JasonSaastad
137,carbon_dragon,10,"There are some issues with this game, but I really love playing it. Fun and pretty simple with decent AIs. Beer and pretzel with some good strategy."
138,Cardoc24,N/A,"KS
"
139,carkara,6,"fun dice chucking dungeon crawler, for when you want to play with great minis but not spend much time thinking."
140,carlosleonrendon,N/A,"1-6
Best with 1-4"
141,CarlosSpicyweener,6,"Zombicide the RPG, is somehow better. I can't really explain how but it somehow feels better.
I'm not sure wether the game really is better (actually I doubt it because everythings looks and feels like Zombicide) or if it's just the shine of the new."
142,Carrous,7.5,".
ameritrash
cooperativo
dungeon crawler
familiar
miniaturas
1 2 3 4 5 6

Oro-plata

Comprado por KS tras el ansia inicial al descubrir los KS. ME molaron las miniaturas y de paso me venía un juego. Buen juego"
143,Cassap,7,"Excelentes minis, pero el reglamento es muy básico, afortunadamente hay archivos de la comunidad que lo mejoran. de no ser asi, no lo recomiendo, o solo para jugadores con poca experiencia de juego."
144,Caudill,N/A,Kickstarter
145,cbazler,6,"Pretty disappointed, even if I still have fun playing this. Like its zombie predecessor, the game is simply too easy, especially now that players get a resurrect option. Most enemies aren't that difficult to defeat, and treasures are way too abundant; although they tried to scale the game for player count and limit search actions, there is still simply too much free loot for the characters.

I really hate the new ""transmute"" action: it not only makes the game easier, but makes it far more fiddly, having to constantly rummage through cards. It also makes no thematic sense: ""I'm going to magically turn this sword and potion into a shield... without using an action!"" It's a testament to the poor design that so many BGG users have come here to ""fix"" or improve the gameplay with house rules.

Nevertheless, I still think it's light, trashy fun, and as a fan of Zombicide: Black Plague, I like the crossover material. The minis are awesome, and the theme comes across well enough. I can't say the huge expense is justified, however, for what can't be described as anything more than just a ""mediocre"" game."
146,cbyknight,N/A,Kickstarter
147,cdm8387,7.5,"More variation than Zombicide, Slightly more choices and more tactical play with a better progression arc throughout each chapter. Same old beer'n'pretzels dice chucking fun. Keeper! "
148,Cepro,3,"plays like it's on rails. Story mode is not functional. Too long for what it is. Also, setup is waaay too long.. Only the minis are worth keeping."
149,Challst,7,"Light dungeon crawler but I enjoyed my first 3 plays.  The first scenario was tough for the two random heroes I selected - and harder when I forgot that I could revive one.  Still enjoyed it as a tutorial.  The first real scenario is a bit long for what it provides but was fun to play.  Third with time pressure was much better gaming experience with more tension.  I can see that the event deck needs a bit more likelihood of a monster and I think I'm going to add at least +1 creature to each mob spawn (if not +# = to tile number).
I'm also very glad I bought the whole thing.  The base random monsters are solid but the expansion ones are really fun.  Air elemental and cockatrice are particularly fun.  The oni with a shield was hard to bring down.  I think HP = modifier x (#heroes + tile number) will probably how I home rule it.
Overall though, very fun for what it intends to be: a very light dungeon crawler."
150,ChaplainSeverus,5,"Game really lacks drama or intensity. Lots of things to remember. And in most games I either get wiped out early or just steam roll through the dungeon. The Boss monsters and high level roaming monsters just get torn to shreds.

So many good components, just lackluster design. No desire to play the campaign. Hey you learned a skill! But you forget it until you get to the appropriate level of the dungeon to balance it. . . :("
151,chaudfroid,N/A,"Includes Lightbring Pack + other Expansions (A Quest for Crystal lava, Troglodytes, Noble Warriors, Sorcerers + Black Plague cross-over."
152,Chee,4,"just felt kind of clunky, but maybe that was just a first time game experience and it would liven up with more plays."
153,Chimpy20,8,"Pros:
Excellent production.
Looks great, lovely artwork.
Dice system works well.
Loads of character customisation options and loot.

Cons:
Campaign mode seems very weak.
Resolving dice symbols can get complicated and slow."
154,Chinkster,8,Not the simple dungeon crawl everyone assumed it would be given its Zombicide roots. Great fun but sadly the campaign mode is a series of disconnected quests.
155,chrai,N/A,"Kickstarter plus crossover pack, unopened from shipping crate!"
156,Chris Coyote,5,"oh my. Great production value, gorgeous minis. I didn't expect a highly sophisticated ruleset, but in the end it is a pure luck fest, but still overly complex, confusing and clunky.

It's too simple for a gamers game.
But it's much to confusing and mathy for a casual game.

Campaign mode doesn't work at all.

So, in the end, it's a failure."
157,Chris Freiberg,4,"I love Zombicide and Black Plague, but this fell really flat for me. It didn't help that I played with six players, which seems about three too many for this game, which is weird considering that six players is Zombicide's sweet spot."
158,ChristerDoo,8.5,8 months til kickstarter delivery!!!
159,cianapleyn,7,good but we had to alter the rules to make it playable
160,claeng,8,Lite and simple to learn and the monster spawning mechanics make for nice variation. Would have been nice with some more depth to the combat. Enjoy it.
161,ClanNatioy,1,Rating based off of campaign mode only. It doesn't work. Ramp up happens way too fast. 2/3 of the way through the second scenario the game provided very little challenge or danger. Half way through the third scenario the game provided no challenge or danger.
162,clloyd09,N/A,Looks pretty cool. I like that it's fully cooperative.  CMON usually knocks it out of the park in miniatures games.
163,Cmeyer1227,N/A,Entire Lightbringer Pledge
164,Coaldrone,8,"A fun, somewhat forgiving dungeon crawler with a huge range of detailed miniatures that made the kickstarter pledge well worth it. The game itself becomes a tad tame once you get used to how the monsters activate, and normally by the time your party is approaching the final stages of a dungeon, you will be so armed to the teeth that even the greater roaming monsters can perish in one good round. 

I highly recommend homebrewing rules such as: removing all good events from the events deck, allowing guardians to mulligan one treasure if they draw one they cannot use, permadeath (although this will result in player elimination which is not that fun), etc etc. I do not regret kickstarting this at all, have played it several times and plan to potentially use the minis in future DnD campaigns. The darkness is massive, and full of terrors, but our shadow barbarian had a level 5 greatsword so now they're all dead."
165,cody5462,10,This is my favorite light dungeon crawler
166,colarchon,N/A,Base Game not Kickstarter
167,Condompete,9,Bermuda
168,Cone Defense,8,Over complicates a relatively simple concept. Enjoyed it but would break out Zombicide first.
169,Corina_vd_Velden,N/A,"2x dice set
Doors & Bridges
2x Chests & Pillars"
170,cornjumper,8,Lightbringer Pledge
171,Cosmita,N/A,"Almost kickstarter edition
"
172,cotgrave,8,"Out of the box this is a 7 or a tad bit less, game wise.  With tweaked house rules near a 9 for us at times?  So, 8 it is."
173,CoyoteStarrk88,4,"This game has surprised me. I expected less from it. I thought it will be much more similar to Black Plague which is not the case.

This has some very good design upgrade compared to Z:BP like the XP system, counter attack system, no friendly fire, trash loot transmutation etc. It is not easy at all. I'm really happy I've backed this one. I even considered to sold Z:BP because what I liked in that game I get from this one too with upgrades.

Update:
At the end, it fails as a campaign game. It is definitely too easy during a campaign.

Update 2: With time I dislike this genre more and more, so this game declines in my eyes."
174,cpxazn,N/A,Kickstarter
175,Crabby75,N/A,With lots of extra enemy packs
176,Crapuleux,7.4,Much too long of a game.
177,CrazyCod,N/A,"""Massive Darkness brings the classic fantasy RPG experience to modern board gaming, with an action-packed campaign chock full of gorgeous miniatures and a streamlined system that keeps the focus on the heroes' actions, with no need for a game master to control the enemies.""

Aw yiss

""Using the popular Zombicide system as a starting point""

Aw nah"
178,CrazzyWiz,10,Amazing Game
179,csiguy911,N/A,New in shrink. KS Edition
180,Cumber,N/A,"coming in Aprili 2017, with 
Lightbringer Pledge

Optionals:
Enemy Box Ratlings
Enemy Box Reptisaurians
BP Crossover
Marble Dice Set
Plastic Token Set
3d Pack: Doors and Bridges"
181,CyberOgre,N/A,Kickstarter Version
182,cybran,10,Played a friend's copy and it was so much fun! Won't be buying it though since I missed the kickstarter
183,cygnussphere,N/A,co-op
184,d0gb0t,N/A,Lightbringer Pledge
185,da playa,7,"OK game, with too much randomness at the beginning if you do not tweak the rules, though. Awesome components."
186,dadoeboi101,N/A,NEW in shrink. includes kickstarter pledge stuff. 
187,Daduum,4,"The game seems to be nice, but it is missing depth. 
Lacking some background, story .. 
Last game I have bought from CMON."
188,Dafonzi81,N/A,KS Lightbringer pledge - all in pledge
189,danaolson,6.5,"I was afraid it would be too similar to Zombicide, but it's quite different. It actually scales, and there's no player elimination. Those two things are Zombicide's biggest problems, and they're solved. Proof that CMON can learn from their mistakes."
190,daNator,6,"Schattenfähigkeit ist interessant. Witziger Skill Tree, coole Methode,  Karten zu verbessern. Figuren gefallen mir von Stil her nich sehr"
191,danielspike,10,"Kickstarter Pledge Level $120 : 

Massive Darkness Core Box x 1
Lightbringer Pack x 1
Enemy Box: Troglodytes x 1
Noble Warriors vs The Cockatrix x 1
Sorcerers vs Lord Tusk x 1
3D Pack: Chests & Pillars x 1"
192,DanielTroi,N/A,Never got around to play. I have enough games in the genre. 
193,danperrault,7.1,origins - 36
194,DaoXL,5,"Great Minis, good overall Quality and very bad Game. The good part about it, the basic Rules of fighting, Items and Skills work quiet good, but the Game gets Boring after you reach Level 3. No Playtests of the Designers were done, a pity. So, although the Basic is great, Minis is not everything. I made my own Game out of it and like to play it now."
195,dappertech,4,"Amazing miniatures as to be expected from CMON, but I truly feel like they never actually play tested this game and just went live with it on Kickstarter. I would not buy unless it was for the minis. "
196,Dark Herald,N/A,"STATUS: Keep
Designer: Raphaël Guiton, Jean-Baptiste Lullien, Nicolas Raoult 
Publisher: CMON 
Player Count: 4 Best
Source: Kickstarter
Price: R8500.00

Notes: 
* https://www.kickstarter.com/projects/cmon/massive-darkness/description
* Checked

"
197,Darkholder,8,Suche auch Mitspieler bei Tabletop Simulator (Steam). Kontakt über BoardGameGeeks.
