,username,rating,comment
46,glmaximus,9,"My favorite one off co-op game, so why a 9? the rules need some work.  There are things I had to devise just from my knowledge of game design, because there was no explicit rule written for it (in fact the rulebook leaned the broken way).  Specifically if you have a weapon and item with only locked slots is it one or infinite use.  The answer is single use- which should be obvious, but like I said the rules strongly imply the other way.

This and a few other things were lacking in the rulebook, however once we started playing it was very smooth and very fun.  Also the difficulty scales very well."
47,gmerGAL,N/A,"not a fan of the directional arrows printed on the game board...I still want to try it out, see how it plays."
48,gomeandr,N/A,"Late pledge Kickstarter - 
paid, pledge manager done"
49,Gottagame9000,N/A,"Backed the All-In Pledge.

It really pains me to see all these negative reviews before the game has even come out yet & based on comparing it to the original which many people will never have access to. I hope that if you're reading this you'll give it a fair chance when it comes out and look forward to my thoughts when it comes out as well."
50,gpioski,N/A,SLEEVES NEEDED... ?63.5x88 and ?41x63
51,Grey Pilgrim,6,"Project Elite is a real time dice game that is lighter on rules than its peers, but also lighter on team play strategies. It focuses on fast, sequential die rolling--something that is thrilling but tricky to cooperate. Kickstarter excess aside, the base game exercises impressively thought out constraint for the better of the game. Monster types are similar but easy to tell apart at a glance; everything has a special power but is not cumbersome to manage; and players are posed with a wealth of options that are easy to discern through when on a running clock. There is a bit too much maintenance and phase order nuisance outside of the real time phase. More than anything, the Project Elite feels like a video game. For those looking for the game's style of play, this is enticing and approachable. Though, its theme is silly to say the least. Generic space marines fighting generic monsters under the guise of an adolescent's view on  what is cool masculinity. Project Elite is engaging to play during its two minute intervals, but the game doesn't offer many opportunities for team work while on the clock and presents itself as a niche title that could have dressed up as something much more vibrant and exciting."
52,gustav_henck,1,"Yes the bosses and Heroes are ugly in the first version. Which i Own.
But the soldier are miles better than this versus. How did you come the conclusion that every model should have toothpicks for legs in a game where you litterally throw the pieces of he board. 

Well. this is what happens when you let someone do a redeisgn who never played the game. 
Also great call on making all the sides except 1 of the die in the same colour so you cant distinguish your roll based solely on colour. 
Not to mention how you kept the uppgrade cards for weapons and yet somehow even manage to make that into a worse design. 

I'm just gonna continue play my old version with more than twice the stuff.

For 100 dollars plus 30 dollars shipping there is nothing in here to warrant that price. 
And don't give that it is lower shipping to sweden cause i have backed your games before and since you can charge whatever you want for shipping and clearly will why even bother posting fake shipping rates."
53,hoangart,N/A,"[b]+Alien Allies Pack (2020)
+Alienship Rescue Expansion (2020)
+Deathmaw Valley (2020)
+R.O.O.K Team (2020)	
+Terran Box (2020)[/b]"
54,horrorofthedark,N/A,expected Jun 2020
55,IamDefiler,N/A,Kickstarted
56,Idaho11,N/A,"+ Terran Box
+ Deathmaw Valley / Extras
+ Alienship Rescue / Extras
+ R.O.O.K. Team / Extras
+ Invader Crossover Pack
+ Alien Allies Pack
+ Ammo Pack
+ Contagion Replacement Pack"
57,Iguloy,N/A,Kickstarted.
58,Indenture,N/A,Tom #1
59,jacoheuvelman,N/A,Kickstarter received on 16-6-2020
60,jakkaof86,1,No upgrade option for original owners means they get shafted in either keeping their un-updated game or having to re-buy everything.
61,jasonfalcon,10,This game is great real time fun. You play and it feels like everything flows well even people not interested in board games love it because it never seems to get boring! Great minis and super fun cooperative game play.
62,jaturul,N/A,Dexterity game to try.
63,JavaJoe96,N/A,"Kickstarter Project http://kck.st/2OdX7sF
-Backed: 10/31/2018
-Funded: 11/12/2018
-Pledge Level: Pledge $100 or more: ""Terran Pledge

INCLUDES:
Project: ELITE Core Box
Exclusive Matriarch Boss and Plaguelings
All applicable Stretch Goals""
-Payment: $100
-Projected Delivery: 11/2019
-Survey: 01/28/2019 geekfunder + $50 Deathmaw Valley + $50 Alienship Rescue + $16.80 shipping
-Shipped:

Status: DELIVERED 06/26/2020"
64,jbbenlu,N/A,Backed on Kickstarter
65,jcrampton,N/A,Kickstarter Late Pledge - Includes Terran Expansion
66,jd220,N/A,kickstarter 2018-11-12
67,jesterjim,N/A,Kickstarter
68,johnb4bgg,N/A,Vasel's #1 game.
69,jonmaior,8,"Only two plays so far.  App timer definitely adds to the experience.  Fun so far, but rules need some fAQs on player abilities.  Feels a little like rules need some clarification on how certain player abilities interact with  some events and Boss abilities.  We'll see if it holds u after more plays."
70,jrigkvn1229,N/A,"Per SVWAG - Think it's good, but not the most cooperative since everyone is doing their own thing.  Plus production isn't great.  Vs  Space Alert which is much more coop and interactive but requires 4-5 players

Dice color problem.  Wait until Teburu comes out for electronic dice?
https://boardgamegeek.com/thread/2447238/how-easy-would-it-be-paint-sides-dice-different-co"
71,junshengkeh,N/A,"----------------------------------------
PUBLISHER: Artipia Games, CMON Limited
EDITION:   -
VERSION:   -
LANGUAGE:  English
[/+ Zombicide: Invader]
----------------------------------------
EXP
+ Terran Box (2020)
+ Deathmaw Valley (2020)
+ Alienship Rescue Expansion (2020)
+ R.O.O.K Team (2020)
+ Alien Allies Pack (2020)
+ Ammo Pack (2020)
CRO
/+ Zombicide: Invader Crossover Set (2020)"
72,jwwelbor,8,"Like Zombicide meets XCOM. Though my group said not as good as either. I really enjoyed it, but it's insanely difficult which is why I think they didn't love it.

We played on a home grown baby mode and still got destroyed twice."
73,Kilerazn,7.5,"SOLO play:

Got this from Kickstarter couple days ago, learned it, and set it up today. 
Real time co-op game from CMON. You are soldiers stopping an alien invasion. Phases of the game: 
1.) Event card draw. Some are All Clears, some are objectives, some move the aliens and some change up the rules of the round. 
2.) Aliens spawn based on a card deck. Card will tell you what time, how many, which spawn point, and if they activate. You also draw from a Boss Spawn Deck. 8/20 cards from the boss deck are Boss stat cards. When you draw one, you spawn that boss. 
3.) Hero activation. Set a timer for 2 minutes, each hero gets 4 dice to roll, and you do as much as you can in those 2 minutes. Whenever you make a roll, if any show a red alien side, you have to move an alien. Other than that, you get to use any die sides or keep rerolling to move/search/shoot. You're trying to complete scenario objectives while keeping the aliens away from your base. For the first scenario you have to kill some nests that are near the alien spawn point and get back to your base, while still keeping the aliens away from it. 
4.) Alien activation. Every single alien does its ability if applicable, and then every single alien moves. 
5.) Clean up and check for win/loss conditions. 

So had a first try at it solo and it was not great at all. In a MP game each hero gets 4 dice each while in a solo game you control 2 characters with 5 hero dice TOTAL. This felt very constricting and I found myself really being able to use only one of the heroes in each round so I was pretty overwhelmed by the middle of the game. 

As it stands I probably won't play this solo again but will see how it plays multiplayer. It's also actually pretty fiddly when you have to start moving EACH alien, as they end up pushing one other and you end up having to spend the majority of your play just moving these aliens around."
74,kingsburglar,N/A,Kickstarter
75,krayzjake,N/A,Still deciding if I am going to keep it or trade it.
76,L4g00n,N/A,"CMON's edition.
Part of 1st CMON's reboot Kickstarter campaign's rewards.
Includes all stretch goals."
77,LarsX,N/A,"Kickstarter-Edition
incl. Stretch Goals
and evtl. Add-Ons"
78,lescard60,N/A,Kickstarter 11/18
79,Llewellen,N/A,"[url=https://www.kickstarter.com/projects/cmon/project-elite-0/description]KS[/url], geekfunder, PM done
payé"
80,LoquaciousMonk,9,With [thing=305563][/thing]
81,LotrScaper,N/A,"Late pledge of Kickstarter edition (w/ stretch goals) @ $100, Alienship Rescue Expansion @ $50, R.O.O.K. Team $ $35, Alien Allies @ $12.  Shipping costs $19.80 for total of $217.44 (lost $0.64 when had to change addons after selling Zombicide Invader).  Estimated delayed delivery June 2020."
82,LouisDavid,N/A,- Waiting on Kickstarter
83,madmac11,N/A,"Empfehlung ""Die Nische"" als bestes Echtzeitspiel"
84,madmanw,N/A,End of june?
85,Magic Pink,2,"Boring, messy and too fiddly."
86,marcodegoede,3,"Lot of alien monsters want to kill you. You need to survive with your team. Every round has only 2 minutes. 
Not a lot of strategy....just the your well. If you like this ...better choose Mechs & Minions. It's more fun."
87,matenason,N/A,"Backed on KS (filled out backer survey, waiting on shipping)"
88,Matthew Bower,9,"Kickstarter edition
"
89,Melodie707,N/A,Delivery Q4 2019
90,Mizerak,N/A,"A wonderful KS gift from good friends, who have just received it."
91,Monkeymayhem,10,"Such a good game! I’ve only given one other game a 10, so I don’t give them out regularly. This game is just that good, but I should add, I do love real time coops. I do wish it had a 10 game campaign. But who knows, maybe a fan will make one?"
92,mped68,N/A,"(Expansions) -Terran Box
-Alienship Rescue + Extras
-Alien Allies"
93,MRSalem,N/A,"Kickstarter:  Core, Deathmaw, Alien Ship, Ammo Pack, Rook, and Alien Heroes otw.  April, 2020.
"
94,murks666,N/A,Kickstarter
95,n3rd,N/A,"Docs Magic Standard (Premium) [gray]
Docs Magic Mini American (Premium) [yellow]"
96,nflhazafi,N/A,Szarka Balázs - https://www.kickstarter.com/projects/cmon/project-elite-0?ref=nav_search&result=project&term=project%3A%20elite
97,Nischtewird,8,3C
98,nosdok,N/A,Essen 2019 1D137
99,paul10liao,7,"規則:
*選擇一面圖版，洗勻群聚狀態卡蓋著放，頭目卡8張跟12張全清卡洗勻蓋著放一旁，剩下各牌庫也分別洗云蓋著，選擇一個任務跟難度做額外設置，事件牌根據右下數字分類洗勻，根據難度從每疊抽對應張數，總共8張洗云後開成一排，外星群標記隨機洗勻在圖版對應位置放置，數字面朝上，搜索標記亮面朝上放置在對應位置，
*每人選擇一個英雄拿英雄版，拿對應模型跟一個顏色配件，顏色底座放在模型上，傷害方塊放在左上格，模型放版圖起始點，選擇一個基本武器，拿一張幫助卡，拿四顆行動骰跟三個命中骰
*SOLO時選擇兩個英雄，並總共拿五骰，玩家可任意使用兩個英雄，生怪階段同兩人
*遊戲最多進行8輪，每輪有五個階段
1.事件階段 開最左邊的事件卡結算，持續事件要解決才棄掉，行動階段可放骰上去，全部放滿就無效
2.生怪階段 根據玩家跟難度抽群怪跟頭目卡對應張數，群怪卡，上面是種類名，左下是數量，中間是地點(相鄰該數字，?玩家決定)，右下符號決定該群怪是否馬上啟動能力跟移動，頭目類似，但是地點是丟命中骰決定，左下血量，中間是否馬上啟動，右下移動值
*如果相鄰格都滿則把上面的往外推在放，玩家選擇，但是要照版圖上箭頭，如果是英雄被推少一血但是方向任選
*如果該類型的怪不夠則每個不夠的觸發一次移動，卡不夠抽則是洗勻在抽
*擊敗頭目的玩家可以拿一個外星科技，且頭目卡抽完就不在重洗在抽
*當玩家進入有強酸地點少一血，黏液地點則外星生物進入多移動一格
3.行動階段 限時兩分鐘，玩家持續丟骰行動直到時間到，骰子可結算後放一旁，或是放到圖版對應行動區，紅色格的骰不能拿回，結算後骰還是可以拿回使用，X骰面要結算後才能重骰
>移動 移動骰面可移動一格，可對角，不能通過牆跟其他模型或是障礙物
>搜索 站在搜索標記或相鄰格時可使用，標記翻面，抽三張搜索卡，保留一張棄掉剩下兩張，可馬上裝備，玩家武器上限二，或是選擇拿標記到你玩家版上，行動階段結束後在結算抽卡，結算完後標記亮面朝上放回
*牌不夠抽洗云在抽
>怪物移動(X) 馬上選擇一個敵人模型順著箭頭移動一格，結算完後才能重丟，此階段後所有沒結算的一樣要結算，且要結算完後玩家才能行動
*有一個敵人模型到玩家起始地點遊戲就失敗，敵人移動時會推動目標格的敵人或玩家，結算同上
>攻擊跟裝備 玩家相鄰模型可任意交換手上裝備，有上鎖骰的不能，武器上放滿骰可啟動，左下是距離，右下是丟命中骰跟數值多少有傷害，根據幾點傷害在選擇距離內的敵人分配，結算完後骰移出武器卡上，使用物品相同
*紅格的骰一樣不能移除，但是可在放新骰到啟動格啟動，起始地點使用武器則距離只有1
*強化卡塞在武器下方，每種武器距離跟攻擊最多各1張，如果有黃線則不能使用，一旦選擇強化就不能移除
*外星科技卡一樣獲得時抽三選一，一樣可選擇保留到回合結束在選，不夠抽洗云在抽
*視線範圍為該格中央到目標格沒被牆或障礙物(模型不算)阻礙，小角落也不阻礙，直線則不能選擇對角
>目標標記上面會有對應骰，一樣用骰放置，玩家完成任務目標且回到起始點該輪結束沒死就贏
*時間到時可結算可使用的裝備，也可相鄰格將換裝備
4.敵人啟動階段  先啟動能力，根據該生物的狀態卡(上方能力，左下血量，右下移動力)每隻都啟動能力，如果有事件在對應時間點啟動，之後則移動，根據移動力照圖版箭頭移動全部格數，可推其他模型，順序玩家選
*玩家傷害超過黃線時就少一顆骰，放在個人版鎖骰區，回血後可拿回，有人死亡就輸掉遊戲
5.一輪結束 確認是否勝利，取回紅色區的骰，並把完成的事件移除，搜索標記翻回亮面
*遊戲輪數結束還沒贏也輸"
100,phlogiston6718,N/A,Cooperative
101,ProgenitorX,N/A,Kickstarter: Not Fulfilled
102,rayr,N/A,"So incredibly ugly. I wish someone other than CMON picked up this license. Is this Konstantinos' middle finger to all the assholes from the first KS campaign? ""If you thought droopy Drawlab minis were bad, wait until you see the hulking Space Marines(TM) and tentacle porn!""

CMON is famous for ""highly detailed miniatures"" but not so famous for ""minis you can actually tell apart at a glance"". I'm going to watch this KS, but I suspect I'll end up being even happier that I have the first edition."
103,Razx73,N/A,Own the orignial game which is currently my favorite game of all time.
104,revsmin,N/A,Plays: 0
105,revtdog,9,Loved the original. Got to play a demo og this and I cant wait fo rmy KS edition to show up
106,ringofire80,N/A,KS
107,Rob Riv,5,"The real time 2 minute phase is novel, but ultimately unfulfilling. Just leads to making a bunch of mental shortcuts in your mind to maximize movement/actions in the time allotted and, when managed well, leaves very little room for strategy and instead becomes a competition against yourself and probability to maximize repetition to completion.

It is sort of self defeating because ultimately, to be efficient, you don't want a lot of variety or complexity. So most weapons are very samey, if not inferior, or not worthwhile. Searching is also somewhat discouraged unless you can combine it with movement/attacking in the turn.

There's so much dice and token administering diluting your time, that the difficulty is mostly based around your ability to not stumble over yourself. On top of the token management of making sure the enemy figures follow their printed paths when you move them, there are also objectives thrown in - not necessarily to make the game more challenging so much as to give you *more* busy work so that the game isn't [i]TOO[/i] easy.

There is a flaw with the game's ethos. For example: under a time crunch, other aspects like weapons that hold your dice for the round, or taking damage and losing dice, when there are objectives that require [b][i]all four dice[/b][/i], end up seeming like a waste of time/effort. So much of the game gets lost if your primary goal is to achieve victory. Through the course of events, you are effectively forced to make a binary choice between playing to win... or to have fun.

Teamwork is also indirectly discouraged since, to manage your time well, you are focused on your own thing for those 2 minutes and cannot afford distractions. Since you control enemy movement, ""strategy"" becomes a sort of automaton mindlessness of either making them take the long way around to buy time or moving them towards you for easy execution. Not so much a puzzle as a disjunctive distraction.

Project: Elite is a weird kind of cooperative solitaire that felt more rote than fun; unless the idea of doing intense chores set to the theme/design of endless waves of alien mobs/hordes does something for your imagination. It fell flat for me, and after one game I felt like I ""got"" it and there was not really much more I needed/wanted to see."
108,robvw,8,Surprisingly fun game
109,Rogue_ace,N/A,Kickstarter
110,rollingwaves99,N/A,Nov 2019
111,RonDonkulous,N/A,Backed - not owned yet
112,RyuuKami,8.5,"After 1,5 play (loss at the end of round 3 = half a game)."
113,sargebilko,N/A,Kickstarter
114,Satch83,9,"Just as fun as I hoped. Plays fast with pure action and provide a real kick. Only played solo yet, and works really well, but some characters work better than others solo due to limited number of dice. The replayability feels good after 5 plays (with Terran box).
Looking forward to multiplayer."
115,savrick,N/A,Version kickstarter à 100$ + 30$ USD (180$ CAD apprx) shipping prévue pour novembre 2019.
116,Saytrsong,8,"Solid game and really shines with 3 or more players. Can't say I'm really a fan of the solo mode. Very sandboxy and the expansions are especially well worth it in these regards. The game is tense, but not too chaotic and easy to learn/teach. Components are nice quality, except the cards. Those seem a little thin in my opinion. Lastly, the packaging sucks. Boxes inside of boxes that fit so snug that it compromises the structure of the main box. Maybe run ducktape on the edges to keep from snagging."
117,Schierke,N/A,"Kickstarter Tim, Max, Ingo, Björn, Christoph, Stefan

ETA 12/2019"
118,Schmergel,N/A,Is it here yet?
119,shaggi30,N/A,KS Edition.
120,Slaverzguild,9,A great real-time action game made even greater by CMON.
121,somahead,N/A,Kickstarter Terran Pledge $100 (Estimated delivery November 2019)
122,sota,9,"Surprised by this one.  Was not expecting too much by it (hoping for a 7).  After 3 plays I can say this is a keeper.  The quality of minis is some of CMONs best and the game play is great fun, fast and intense.  I highly recommend for multiple age groups and gamer types.  Overall great dice chucking fun with a level of intensity that is really a unique experience."
123,spassjaeger,N/A,June 2020?
124,Spielfuchs,N/A,behalten
125,Squiky,9,"Lien thématique: +
Esthétique: +
Stratégie: +
Rejouabilité: + (+)*
Fun factor: ++
Accessibilité: +
Durée: +

*Avec l'extension Deathmaw Valley

légende:
+ = +1
~ = 0 
- = -1"
126,supertoboh,N/A,Kickstarted
127,Sven_aus_wob,N/A,Kickstarter
128,Synnical77,N/A,Approx $345
129,Thunade,8,Backed on Kickstarter
130,Turin14,N/A,"Backed on Kickstarter... mainly because of the Zombicide Invader crossover, but it does look cool, and I don’t have any “Real Time” games in my Collection."
131,UndeadGoblin,N/A,KS Nov 19 - Base + R.O.O.K Team & Alien Allies
132,USSRocker,N/A,The new design much more better than Artipia version.
133,Valcurdra,10,"Stunningly brilliant game for such a simple concept, basically project elite is a generic light dice chucker but with the intensity ramped up by making it real time.

It just works so amazingly as the chaos and unpredictability of the real time aspect perfectly simulates battle intensity better than any other mechanism ever could.

Playing this actually feels similar to a computer game, 3rd person shooter. So if your a fan of that genre this could be a great place to start your collection or round it out with some real time action. If you already like real time games then this is an absolute must own, if you hate real times games then you have no soul and this game is wasted on you, so look elsewhere.

Even just the retail base game has a decent amount of content, the KS all in pledge is going to keep me happy for ages. Cant see myself ever getting bored of this one."
134,VampireHunterD,N/A,"Kickstarted. ETA: November 2019
Received: June 2020"
135,Vasquez21,7,First game. But I rate high because it's such a refresh. Gameplay is unique.
136,Virral,N/A,Not Sleeved
137,wamsp,N/A,"players: 1-6
weight: 2.5
time: 60

cooperative

June 2020"
138,watanuki,N/A,KS edition
139,WeeGee,10,The one true version.
140,wolfthatwonders,9,I think this is my new Fav co-op game.
141,Wrightboy,N/A,Backed October 30th 2018 - Received June 29th 2020
142,xxoxx,N/A,2018 Top 10 Tom's no 1
143,Yauchy,N/A,Kickstarted
144,zachhorn117,N/A,"KS - Nov 2019 (7 months late)

https://www.kickstarter.com/projects/cmon/project-elite-0"
145,Zakalwe_Zwakh,N/A,KS backer. Intended date of arrival was November '19. Arrive June '20.
146,Zenthain,7.5,"+ Alienship Rescue
+ Alien Allies"
147,ZhouYu35,N/A,Kickstarter / Nov-2019
