,username,rating,comment
31,AslanFrodo,8.5,"KS. Includes Elder box: Dagon, Lost episodes 1, 2, 3.  +Frost Dice (Why, oh why?)

Simpler than FFG Mythos games. Rules well done ."
32,ateverson,8,Favorite
33,Aurara,8,Played and lost my first game.  Went insane before Cthulhu summoned (3/4 labs destroyed).  Need to be more careful with fire.  Really enjoyed the game.  Only complaint is the modular tiles just don't match the size of the minis.
34,Auyard,N/A,"Unspeakable Box
Season 2 Box
Black Goat of the Woods
"
35,Avlad,10,"Full KS edition with extras.
Very fun game, very replayable because of modularity, having great fun with it. Love the minis."
36,axelalviso,10,Amo este juego
37,azmonsoon1982,8,"A light to medium light game that helps make playing a Cthulhu Mythos style game a much more reasonable possibility.  The game is designed to play in 90 - 120 minutes, and it does pretty much that.  The fact that the packaging makes for easy setup and tear down, while the rules are well written and concise, is one that caused my board game group to want to play this much more over Arkham or Eldritch Horrors.  Strategy does exist, with 3 actions offered per round to determine how to pummel the monsters/cultists/GOO on the table.  The fact that there is no running around hunting for clues to meet an objective elsewhere (e.g., fetch quests) was well received.  

The loss of 2 points comes from only having 5 Great Old Ones on an all-in pledge, the late game becoming a dice Chuck festival, and the theme being easily interchangeable with other dungeon crawl style games. Positives, aside from those mentioned earlier, include a very well made storage solution."
38,Azurith,N/A,"Kickstarted - R'lyeh Rising Pledge 
Season 2
Black Goat of the Woods
Frost Dice 2
Extra Dice 1"
39,b4retina,N/A,"Kickstarter, rec'd 11/24/19

Solo
Played episode 1 with Ina,Morgan (indiana). Learning game. did not finish. Hugston agent one.

Coop
Played episode 1 with farva, dude with fire hands and Ian. Hugston elder one. Lost first game, Won second game.

Sold $130

"
40,bac0n,9,A fun white-knuckle take on the Cthulhu Mythos.
41,Baldriantee,9.5,"First solo play. Took the girl with the axe and happened to be a pyromaniac in episode 1 with Cthulhu as a boss ... was hard & l got insane, but l disrupted the ritual and bet one stage out of the old one :-)  well, yes, it's not the Lovecraft style, but it's fun & someone put the effort in some nice graphics & sculptures.
l give 8 points and would even go to 9 it coop & the other episodes are just as good.

Update: Played more, won a solo game (with one investigator, then learned that you play two in solo mode), and played one with my wife & we bet Hastur. It's still fun & the pace is quite good, indeed. We can play a game while our daughter takes her nap.

I rise my rating from 8 to 9."
42,Baltasar,8,Kickstarter Version
43,bartec1976,N/A,45 minis
44,bathumba,N/A,(ordered)
45,bbol24,N/A,APRIL 19
46,BeanBeanBeanBeanBean,9,"For someone who loves the lore of the Cthulhu mythos, this game is nearly perfect.  For someone not into it, this game is still great, just not as interesting or awesome.  The game itself is very well made, from the massive amount of master crafted miniatures, all the way down to the tiles used for the gameplay.  The game is cooperative, and the system of the enemies being controlled by random card draws is really cool to me.  The one thing I have an issue with is the set up, which can take upwards of 30 minutes on your first time.  Other than that, this game is a must have.  Eric M. Lang knocked another one out of the ball park!"
47,BeardyVics,N/A,SIN ENFUNDAR
48,beeboop2004,9,"
"
49,benburris85,N/A,Kickstarter 2018 All in
50,BePe77,N/A,Geprüft und komplett
51,BGarrett66,1,"I think I've backed about 8 or 10 KS in the last two months. I wouldn't back these greedy !@&% if they sold it for a dollar.  This needs to be stopped before someone else thinks it's a ""good"" way to do business.  Disgusting!!"
52,bharath,N/A,Kickstarter Unspeakable Pledge. For more details: https://www.kickstarter.com/projects/cmon/cthulhu-death-may-die/description
53,BigNorm,N/A,Kickstarter edition.
54,bigvolfan82bg,9,Very good and well-balanced game.
55,binge gamer,7,"Tough game.  Death didn't die, we did.  The dice results drove me nuts because I couldn't go insane."
56,biosludge,8,"There are a few rules that don't make sense or are not explicitly stated. The rules reference could use a iconography key at the end of the book. It is a fun game. I thought I was going to be compelled to paint this game, but I am OK with plastic."
57,blacklsy,10,"the game is not even finished the kickstarter, how come those low ratings. To be fair if people just complain about the mega cthulhu be ""exclusive"" to EBs(which actually not, just will be shipped seprated really late) or just not satisfy with the campaign so far, would you please wait until the campaign finishes instead of giving low rating here right now?"
58,blakbuzzrd,N/A,"So, yeah. That's a pretty big miniature, there. Hold on: I'm supposed to use that in the game? Okay...say, did anyone want to maybe just play The Mind some more?"
59,BlessPL,9.6,"Initially I was very skeptical. ""Shoot Cthulhu in the face""? Really?

Nevertheless, I backed it on KS, because the minis looked amazing. 
So what do I think now? DMD really is a fresh Cthulhu experience, in a superbly streamlined way! Finally a quick (about 1h/scenario, even with 5 players), thematic, action-packed and surprisingly strategical mythos game with a vast replayability (due to the combination of scenario + Great Old One and unique characters), which equals in totally different experience on every playthrough. 

Despite a few Cthulhu games in my collection (Arkham Horrors 2nd, 3rd and LCG, Mansion of Madness) DMD deserves it spot, and it's a top one as well! Highly recommended, Rob and Eric delivered a fantastic game!"
60,Blinko,N/A,"Kickstarter

Unspeakable Pledge 

  	INCLUDES 
• 	Cthulhu: Death May Die core box 
• 	Julia exclusive investigator 
• 	All applicable Stretch Goals"
61,bMeatball,9,Enjoyably fun.  Easy to learn.
62,boardchao999,9,"Lightning fast (for a game like this) Diet Mansions of Madness. Because of the simplicity of the ruleset, even though the episodes do change up how you stop the ritual, I have a feeling that the game will feel samey if you play it a bunch in a row without a break. Also, like Diet Coke vs Coke, although if feels good to drink without worrying about calories, you have to admit it doesn't taste quite the same and you miss that real sugar."
63,boardgamesdotEXE,9,"I like Mansions of Madness, but I love Death May Die. A straightforward ruleset puts all the players immediately into the action, and once a scenario starts the game never lets up. All thriller and no filler, Death May Die requires players to keep up with the pace of “Wait HOW many monsters?! Oh that’s bad!” while making important decisions that will decide the outcome of each scenario. Efficient completion of objectives and clever play will lead to a satisfying close victory. Poor use of time and actions will certainly lead to investigators being devoured by some massive existential horror.
"
64,boardtim,9,非常喜歡本作，玩起來比想像中的有趣，節奏流暢，娛樂感十足，關卡有趣且獨特。缺點就是太吃運氣了。
65,bogman,N/A,"Finished painting the core set on 4/28/20. As of 4/28/20 I have about eight plays in, winning about 50% by a narrow margin. Often when I loose it is just an early game bad draw that would've been hard to guard against. so that isn't great. But winning or loosing by a VERY narrow margin  is great, and that frequently happens!
This is not a tactical combat game, so it will never be my favorite, but so far I've found it to be challenging and a good deal of fun. Minis are excellent quality."
66,boyfromstyyx2,9,Great game!
67,bradray,8,Co-op
68,Brett1231,N/A,"A Cthulhu game from Daviau and Lang?    How unimaginative.    Seems like a money grab.   

Not rating since I haven't played.     Miniatures are easy.    Hope the game play is special."
69,brgwings,N/A,"One play so far, pretty simple to get in, but we lost our first one."
70,BRIGHTHIVE,N/A,Really run game.
71,Browolfe,10,"This game is awesome! The rules are easy to understand, the play is engaging and consistently fun, and the production is incredible! With the episode/Great Old One scenario mechanic and 30+ playable characters, there are literally 1000+ session combinations, so replay ability won't ever be an issue.  Well worth the price of admission."
72,BSC_Elite,N/A,Rigo - Kickstarter
73,Buggalugz,10,"haven't received yet, but voting 10 to balance out some of the trolls. And to add to that have never had bad CMON product yet. will update review after our group has had some play through's."
74,burgundy90,9,It’s just straight fun without complexity.  Also had fun painting these.
75,cafin8d,4,"Easily the best CMON game I've played, which means it's merely inane as opposed to dreadfully dull and trivially simplistic."
76,Caldinhas,1,Screw you kickstarter exclusives
77,Cam27,9,"2019 Its the game that I wanted the Others to be, but solo/coop and with Cthulhu and friends to boot.  Great fun, if cheesier than FFG Arkham Files games."
78,Carleonidas,10,Have a extra copy with all KS extras. Looking to sell.
79,CarlosGtz,N/A,"Fantastic Game, wish my girlfriend liked it as much as I do."
80,CarmillaTLV,9,I went all in on the KS for this and was not disappointed.  The game is very easy to learn and play and so much fun.  Add to that some amazing miniatures and you've got a winner of a game.
81,Carrtmog,10,"I just did one solo play through. Even just in the set up i could tell that it was going to be extremely fun, not to mention it's extremely beautiful.

After first play... HOLY CRAP I LOVE THIS GAME! Wow, it was so much fun, even alone. I successfully defeated Hastur on episode one. But it was really close. Absolutely love love love this game. Seems to have immense replay ability, as well, which I was worried about. It is not a legacy game where once you do a scenario it's done for you. You can keep playing and even try the same scenario with a different ancient one. Everyone who backed this is going to be so happy. If you get the chance to purchase it retail, DO SO.

The enemies get stronger and stronger as the game progresses, but the interesting addition is that the investigators also get more and more powerful. So as you're getting closer and closer to death, you're also gaining new exciting abilities which keeps the game interesting to it's bitter end. 

If you wanted to like Mansions of Madness, but don't like app driven games, this is the game for you. If you do like MoM, (like i do) you'll still love this because it's different enough in new ways that it stands out from both MoM and Arkham Horror. Absolute 10."
82,Casien,N/A,P
83,Cathan,7,"Over the last year I seemed to have KS'd a bunch of these types of games - co-op dungeon crawl versus mythos monsters. This one is pretty easy to teach and was fun to play. The first play took use over a couple of hours as we figured played with various strategies with mixed results. We ended up losing, but losing was epic and fun. 

Not sure if we will ever get to exploring more than just the base game, but I'm glad I got the stretch goal player boards. This little slider pieces would otherwise be constantly knocked about. 

So in sum, fun game, decent components, similar to a number of other mythos dungeon crawlers I own, but easy to teach and therefor get to the table."
84,Catstacker,7,"There's a strange feeling when you're kicking Cthulhu's barnacled ass, but then you lose by going insane from the fun of it all."
85,CatTastic23,N/A,"First play impression: Mechanics are simple and easy enough for any new player to learn. The experience was like a rollercoaster. One moment we're cruising the next moment we are struggling to survive. It was a fun experience overall and in the end, we ended up winning, but it took some sacrifices. 

I dig this game a lot. Yes its simple in mechanics, but that simplicity makes it easier for me to introduce it to my family. Prefer this over zombicide. 
"
86,cbrua,7,"An interesting take on ""quicker playing Arkham Horror"".  The production quality is outstanding: beautifully drawn tiles and highly detailed miniatures with a good sense of scale.  The gameplay though is just average and gets repetitive (you're always beating up one of the two big baddies at the end).  The characters are imbalanced (some skills are clearly more useful than others) and coupled with randomly drawn insanities that vary widely in difficulty, the game can be dissatisfying for one or more players.  Overall I give it a 7: I'll happily play it, but I don't recommend it over AH/EH/MoM."
87,cedeo,8,"Review here
https://boardgamegeek.com/article/33238744"
88,cedhunter,9,"Enjoyed playing, very thematic"
89,Cekufrombeyond,7.5,Ed retail italiana
90,charlest,7.8,"Exceedingly fast paced and smooth. There's not a lot of surprises here, it simply nails the frenetic hyper-noir of pulp Cthulhu and takes it to the extreme. It succeeds because of its essential ratcheting of tempo via its sanity mechanism and how it ties your impending mental destruction to your growth in power. It feels damn good and also a very complete and effortless brawl in about an hour."
91,chiaruttini,10,"I lost mi first solo game, I find it hard to win but was just my first game. Easy to learn, few unclear rules, but it was fun. I hope to try it soon with 4 players.
The materials is just very nice, figurines are beautiful, design are just amazing, a lot of materials. The idea of the little episode boxes to open is so nice. I suggest to buy this game to anybody that loves figurines games."
92,chickz0r,10,A truly fun co-op game!
93,chiese1xu,9,"I played twice,very straight forward and intense. With 5 bosses (2core,2sg,1black goat) mutiply 15 chapters(6core,3sg,6s2),I really think I can enjoy this game for a while."
94,Chinkster,8,"Definitely a pleasant surprise: streamlined play, interesting missions and lots of dice rolling from CMON :D

Definitely a gateway game as an intro to this type of boardgame genre.

Only downside: need more Investigators and Elder Ones for variety, so Season 2 should definitely be a must buy if you like this game."
95,Chiron70,N/A,KS version with Season 2 and Black Goat
96,ChrisHealey,8,starting impressions excellent minis also well presented. rules seems straightforward...death may well die but only after a shed load of investigators. Kickstarted
97,Christine Biancheria,8,"It's very lucky, so you can get hosed, but it's fun and highly replayable."
98,chromaticdragon,N/A,~Hellboy
99,cianapleyn,7,"Solid game, fun too"
100,clintgh,9,"Modular nature is a big plus. The production quality is superb, as always. Miniatures are phenomenal as expected from CMON. Just an amazing game all the way"
101,cmzsr,7,"Overall its fun and everything, just gets a bit boring playing solo after few rounds. Its very repetitive, and lack of good narration through out the scenarios makes it very dull.  

If you play two or more people obviously you have the advantage of chatting and strategizing together, but as a solo player it turns out its not a good choice. At least I have cool minis to paint and look at while playing and enjoy myself visually."
102,Cogliostro,8,"Optik: Gefällt mir sehr gut. Ich war beeindruckt, wie detailgetreu die Minis waren. Richtig gute Qualität. Aber auch sonst haben mir die Grafiken getaugt. Mal nicht der FFG Einheitsbrei.
Spiel: Super gut. Flüssiger als Mansions of Madness mit dem Vorteil keinen Dungeomaster zu benötigen (oder halt die APP aus Ed.2). Ob jetzt jedesmal das gleiche Ziel, den Großen Alten umzuhauen, erstrebenswert ist weiß ich nicht. Hier war Mansions of Madness abwechslungsreicher.
Wiederspielen: Auf jeden Fall! Ich möchte die Grundbox eigentlich einmal komplett mit allen 6 Szenarien sehen."
103,cogstockeros,8,"While it didn't have the story that the Arkham games have, it was fun to play and allowed a game to be played along side other games in a night."
104,CongratulatoryWisdom,5,"5 - take it or leave it. Fine, but this feels much less impressive than the mechanically similar 1 vs All of The Others. Scenarios do indeed feel like older action movie scenes like Rob & Eric mentioned in interviews during the initial press run, but it runs for way too long to really hold onto that throughout an entire scenario. The theme is also lacking and doesn't feel pulpy enough for any fans of any early 20th century pulp fiction.

I may have liked this more if I had never played The Others, but the full co-op of Cthulhu: Death May Die removes a lot of the meta and memorable player interactions, so the game is lacking in all those regards. The card timer which sorta plays the role of an opponent isn't great, but it's fine. The theme, competitive nature, and better applied mechanics work much better in The Others.

If there was a cardboard chits/no plastic version of the core game it would be a nice family weight co-op."
105,crait0089,10,"I have never enjoyed a Cthulhu game so much like this one, full of fun and excitement!"
106,CrispyMyth,8,This is the best version of Zombiecide IMHO. ;)
107,crwills,N/A,2020-02. Kickstarter.
108,Cryptoswede,N/A,Kickstarter backer
109,cteague3,9,Backed the KS!!!!!!!!
110,cthompsonguy,5,We played a 5 player game. Note that this game is NOT balanced at 5 players.
111,cuponthetop,N/A,$100 + $35
112,da3mon,1,Congrats for getting robbed
113,dadiomouse,9,"Oh wow! This game has just shot to the top of my ""love it and want to play it a whole lot more!"" list. Fast paced, lots of decision making, emergent story from what appears to be a huge number of game-play options/abilities and interactions. Solid gold!"
114,DadouXIII,N/A,"Not played

* Weight: Medium (2.32)
* Player count: Community 1-4 / Best 3, 4
* Mechanisms:  Cooperative Game / Variable Player Powers

ERROR: WAITING FOR THE REPLACEMENTS MINIS

NEW"
115,Dalmas,9,"Love the game! Even the solo mode is a blast. Expect to lose a good amount! The replayability is extremely high as the investigators,  elder gods,  and episodes can be mixed in any way you want which is a great system."
116,danielwmendes,N/A,Top 1 in 2019 Secret Cabal
117,Dankaran,9,"An amazing game.  And I don't even like cooperative games, generally."
118,danperrault,10,"So many omission from the rule book that should have been caught by such an experienced publisher.  Not sure how you conduct play testing CMON but all these rules omissions tell me it is not working

See the 143 posts under rules if you are wonder what they are.

None the less this game is awesome.  So smooth and has a cinematic arch.  Plays in just the right amount of time.  I feel like I'm playing a thinky Euro but on the set of a horror movie.

The episodes are all very different and brilliantly written.  Just a few rules gives you a vision of the story that is playing out.

note: extra dice x2"
119,darionnova,N/A,Giving it a ten to offset the ones. And I'm loving those investigators!
120,Dark falcon,N/A,Backed on Kickstarter
121,darkbaboon,10,CMON + Eric Lang + H.P. LOVECRAFT...instabuy!
122,Darken Rahl,10,"Just to offset the premature unfair 1 ratings...
Actual gameplay also looks fun btw... ?"
123,darKOR,6.9,"thats a nice coop game with good minis and artwork - first game (S1E1) we had not enough green dice, thats not good for a +100€ game"
124,DarkStranger,9,"Normally don't rate games I haven't played yet, but I couldn't stand all the tantrums being thrown because people either don't like KSE/early birds, or the theme doesn't fit their idea of what Lovecraft should be (guess they've never read The Dunwich Horror).
I like the linked insanity/level up mechanic, the modular scenarios, and how the theme is a cross between the aforementioned Lovecraft story and something one of his friends and contemporaries in the two-fisted pulp adventure genre might have written.
And, for the record, I had to bump my rating up a bit once I had actually played the game."
125,Darrwin,N/A,Core Box
126,DDAPROD,10,Un jeu qui va nous surprendre à mon avis. Dd approved !
127,Deadjake,N/A,1-5 Players
128,deadskin73,10,Very easy to learn but somewhat hard to win. Great game!
129,deehizzle,9,"With:
Unpseakable Box (KSE)
Black Goat of the Woods"
130,Dejahar,8,"Played all scenarios, some solo,  most of them with other people.
All scenarios are different enough to provide a different experience.

Mechanics are fun enough to replay again and again, and the  good/bad luck of dice is handled very well in this game.
The scenario + elder one combo adds enough variation that I am considering aquiring more Elder one's. 

Overall a very fun co-op game, especially if you enjoy the theme."
131,Demiss,6.9,"3 discovery turns on this one during fij 2019 (3 players simulating 4).

In the end it was quick to explain, easy to play with a limited choice of 4 different actions.

I’m not a “minis” fan, so my only comment here, is some of the minis are really too big compared to the tiles, it was impossible to fit 2 monsters, 2 characters and a few tokens in a room (after only 2 turns !).

I had the impression it looks like any crawler game, obviously with sanity, stress, phobias, linked to the Ctulhu environment :)

So it’s ok but nothing really new so I don’t think I missed anything by not pledging (also I have to mention several times I was told « rules are not finished yet, so right now in this situation we play like that but perhaps it will change »……ok….but the kickstarter ended more than 6 months ago, right ?????)."
132,demoncrat,10,"Fast-playing and fun, this is rapidly establishing itself as our favorite Cthulhu-themed game. Has a great mix-and-match theme that allows it to be thematic but stay fresh and repayable. Highly recommended."
133,Denagogen,9,SPIEL19
134,DenKelt,10,counterbalance
135,Denominator_Zero,N/A,KS
136,Denyi,9,Jan 2020 - 9
137,DeputyCF,9,"Played the first four scenarios each with a new big bad and was amazed at how well it worked. We lost 3/4 of the games but had a blast doing it. This is rare when losing ;) Our first game was scenario 2 with Cthulhu and we had him down to 1 life but he got us. The game offers a lot of tension and seems to ramp up pretty well.

Mixing and matching the bosses with scenarios adds a ton of replay but be warned some become very difficult. For example the 3rd scenario, the Dance Macabre, we took the Black Goat expansion boss. With his dark young and the scenarios deep ones, they kept on repanwing like crazy due to their passive mosnter abilities. One has it when it deals dmg it spawns another monster and the other has it if the player deals dmg but doesn't kill it, it spawns another one. It was a crazy combo for the baddies ;)

My favorite mechanic is how sanity works. The more insane you go the stronger you become. but be careful to save some sanity up for the big bad they eat away at it quickly! Sanity allows you to level up one of your character's skills and on certain milestones get an extra die to add to your dice pool making your player more deadly but also closer to death. 

I'm happy that each scenario feels pretty different, at least in the first 4 that I've played. My group is super happy with it which allows me to justify the huge expense of getting everything ha."
138,derdmeh,8,"For socializing fun. The game is well-balanced and can go down to the wire, cooperation is required. But it may be if anything a little too easy. The characters are interestingly distinct from one another. As a whole it is presented with a sense of humor I find amusing (e.g. an axe-wielding teen named ""Borden"" and a little girl named ""the kid"" whose tagline is just unlimited laughter)."
139,DerNinja,7,+ Season 2/ Frosted Dice/ Stregegoal Box
140,Der_BoB,N/A,"https://www.fantasywelt.de/Cthulhu-Death-May-Die-Staffel-1-Grundspiel-DE
Estimated: Juli 2020 (delayed März 2020)"
141,des14,8,"Thematic Cthulhu game where your investigators sought to disrupt the ritual and hopefully whack the Elder one before it become invincible without going insane or elder snack.
Gameplay and setup is fast and fluid and easy to get into. With 5 different elder ones to fight against and 15 different episodes( for KS version) replayability  is high. Recommended."
142,Desertmonkey,9,Kickstarter edition with the extra season and expansion packs
143,Destrio,8,"Pros:
+ Lots of scenarios given how you combine both Old One and scenario to create the session.
+ Lots of minis to play with
+ Dice chucking is dramatic and the game ramps up really well.
+ Sessions play relatively quickly compared to similar games.

Cons:
- Tiles are too small to fit a lot of the models when grouped up
- No player aids that summarize the game easier than the rulebook"
144,Devin3279,8.75,"After the first played game, I'm quite surprised at a couple things.  First, the miniatures are amazing, the detail is incredible, and the sculpts are great.  Second, the simplicity of gameplay is quite easy to pick up and get into the flow.  Third, the game constantly makes you feel ""awesome"" as you dispatch the cultists and monsters while slowly going insane.  Also, using the ""insanity"" tracker to give your character upgrades was brilliant.  I'm regretting not backing the second season already, and perhaps I will eventually regret not backing the giant Cthulhu, but right now it still seems like a bit superfluous."
145,Devoir,N/A,Sleeved
146,dewash,9,"Excellent game. Light rules set. Excellent solo experience. Good replay value.

Painted"
147,dfudd,10,"Looks lot it will be a lot of fun, which is what playing games are all about, right??"
148,DirtWing,7,Super hard but very enjoyable
149,DisasterAiR,8,"If Zombicide has a child with Mansions of Madness, you will get Cthulhu: Death May Die (a.k.a. Zombicide: Cthulhu)

เกมธีม Cthulhu Mythos ที่ผสมเนื้อเรื่อง(จางๆ) แบบ Mansions of Madness กับความบู้ระห่ำแบบ Zombicide สามารถผสมด่านแต่ละด่านกับบอสได้ เพิ่มความหลากหลายและคุณค่าในการมาเล่นซ้ำ"
150,DJSongstorm,N/A,KS (R'lyeh Rising Pledge)
151,dmcallahan,10,"Expansions owned:

[thing=256972][/thing]
[thing=256987][/thing]
[thing=256986][/thing]
[thing=256988][/thing]"
152,Dmihawk,3,"Decided to cancel my pledge, i backed in the first hour, rushing excited to get my spot in the limited statue expansion list, then i had time to think about it. Personally after Bloodrage and Rising Sun i was really looking forward to the next Eric Lang's game and as a huge fan of Mansions of Madness since edition 1 this was a must buy before the campaign launched. But then i had time to see how the campaign was driven, what was offered and to watch the gameplay video. I didn't like either of them, exclusivity is good, exploiting reputation of past games and a commonly loved theme to sell a 100$+ unpainted statue and make it looks like it is a ""board"" on where you play the game is just a non-sense to me, i get that the company is based on miniatures (50cm tall miniature????) but i back a boardgame for its content and not for the weight of the plastic in the box. As for the game itself, and this is the main reason why i canceled my pledge, it really just looks like a basic dungeon crawler with simplistic rules already seen and overused in this genre, you just move around rolling dice form start to end, they tried to add complexity with the insanities cards that gives you some sort of malus that you can also exploit in some situations and they tried to add variety with the scenario boxes (last time i checked there were 6 scenarios) that you combine with the great old one but both of this mechanisms fail to convince me, just not what i'm looking for 220$."
153,Doclatower,7.72667,Ameritrash temático muy gracioso
154,DonovanLoucks,7,"It's more a ""skirmish"" game than Eldritch Horror or Mansions of Madness, both of which I prefer, so the narrative is limited."
155,DOSCH,N/A,3-4P
156,Dr Locrian,9,"Really enjoyed my first play. The thing that I struck me is how much better than zombicide this is, it's more intrinsically cinematic, and dynamic. I like the theme and characters (which was a problem I have with The Others), felt hard but balanced between the heroes, whereas in zombicide it's more dependent on randomly finding gear. In addition I like the way if you have three people there are three investigators, rather than always using six like in Z. In addition I like the small tiles, they aren't really a problem and shrink the table space of an already big game and barely fit in the box anyway. Overall I am impressed, this has also shifted eldritch horror out of the collection.

Still liking this."
157,Dream17,10,Unspeakable pledge plus Goat of the Dark Woods and frosted dice
158,drone9,8,"What a pleasant surprise. This is actually quite entertaining!

+ Unspeakable Box (KS Exclusives)
+ 2nd Season
+ Black Goat
+ Frosted Dice
+ Artbook"
159,DrProzac,8.75,"Geekfunder
"
160,DrSquidly,9,This feels sort of like a mix of Zombicide and Mansions of Madness/Arkham Horror.  Managing your characters madness for additional powers and also not dying from too much madness is exciting.  The interchangable Gods with the different missions adds quite a bit of replayability.
161,Drujeful,9,"This has quickly become my favorite solo game. The streamlined mechanics and gameplay make it easy for one player to control as many investigators as they need to be able to beat the Elder One. The theme and mechanics compliment each other for a great Lovecraft game. The way any Elder One can combine with any episode adds quite a bit of replayability. And every episode introduces unique mechanics that make the game feel different every time. Very much recommend, even though it's a tough game to win."
