,username,rating,comment
10,Becksg77,N/A,Kickstarter Game
11,BGG Charity,N/A,MORE COMPONENTS IN A-011
12,BGYI,9,"2-5 player
hardcore"
13,bioworm,N/A,"Complete kickstarter Edition with all add ons
2-5"
14,Bitpicker,9,Almost all-in Kickstarter version. Love the game.
15,BlackJackGeary,N/A,Kickstarter Preorder
16,Blodhemn,7.5,"S. KS edition
We love this game with any available player count. Difficulty balances slightly to the Gentlemen with a higher player count (in our experience). Nice looking mini's"
17,Boardslothmunky,8,"Great artwork, great theme, great story and interesting gameplay. Some lack of clarity in the rules and minor quality control issues with the minis."
18,Bondi73,N/A,"english
https://www.youtube.com/watch?v=2qaS3FzZvjI

https://www.youtube.com/watch?v=0tA72pnvd5k&t=221s"
19,brainpuddle,6,KS'd...still painting.  Update - have played and wanted to like/love this more.  The world and theme are interesting and there are some cool scenarios.  But I'd argue that there are better co-op games where you and your friends can team up and take down bad guys.  Maybe the one-versus-many mechanic hurts our game group opinion.
20,Brazol,N/A,With The Mekasylum and The Wheel expansions
21,Brookdub,7,"This is very cool. Artwork is incredible. I'd give it more stars except I only own the base game and you can't find expansions anywhere...because it was a Kickstarter, of course. Blast and damnation!"
22,buffo_alex,N/A,"KS, with Arcanist Extras box, Mister Honk Alternative, Plastic coins, Burgundy dice and Expansions"
23,Burningleaf,9,Tremendous fun. One of the very best 1vsMany. Now I think it is definitely the most fun 1vsMany from the ‘1’s’ point of view.
24,C3Gaming,N/A,"2-5 players
Best: 2, 5
45-90m
Exp.: Arcanist Extras
Gentleman Of Her Majesty's Service
Steampunk Twilight Knight
The Baker Street Set
The Dragon
The Embassy
The Mekasylum
The Wheel"
25,Callomac,7,"Good 1-v-many game, but my group lost interest after a few plays."
26,Camdaddy08,8.5,Have only played the first 3 scenarios in the base game but had a lot of fun with it. Good story and great production. The share ether mechanic really works well. They all seemed balanced. I like the 1 vs all more than full co-op dungeon crawl.
27,Captain Gertcha,N/A,Played
28,captaincanada84,N/A,Backed on Kickstarter.
29,carlosleonrendon,N/A,"2-5
45-90 minutes"
30,cartkun,8,Fun game. I lile the ether system: when a player uses ether it goes to the Nemesis. But I don't like the 'diagonal is adjacent' rule as it makes moving around on a square-tiled board awkward. Overall quite cool and the theme is excellent.
31,Chinkster,8,"Awesome game. Gorgeous minis and love the steampunk theme. 

The rulebook though... sheesh. How did CMON let this get past the editing stage?"
32,chromaticdragon,9,"Best 2/5. Kickstarter
90 min
GAME NIGHT"
33,Comicoman,N/A,Plusieurs Expansions
34,CoyoteStarrk88,9,I love this. It is a very clever 1 vs all game with interesting mechanics and amazing miniatures. I'm not so sure about the balance. Chaos cards are really powerful. I should play more before deciding on this part. The rulebook is not the best. It misses some important point and sometimes it is not clear enough.
35,cpxazn,N/A,Kickstarter
36,craigetcooper,8,"What a surprising winner this game is - superbly executed theme and a campaign narrative that is genuinely engaging (and I'm not usually a steam punk fan); simple and straightforward gameplay that means you're off and running in the first 5 minutes; and the best CMON miniatures I have encountered - detailed but not overly fussy with a level of imagination that I haven't seen in other games (seriously, Phileas Fogg stepping out of another dimension?!?). I also appreciate the underlying sense of humour and the way it doesn't take it self seriously. You'll need the FAQ to work out some of the rules but nothing insurmountable as it's just not all that complex. All round a wonderful experience - currently my favourite game."
37,cteague3,9.5,Backed the KS
38,Cyberian,N/A,Kickstarter - January 2018 - received February 2018
39,Dark falcon,N/A,Backed on Kickstarter
40,Dark Herald,N/A,"STATUS: For Sale

Notes:

Checked: ***"
41,Darkchylde1986,10,"Theme, Gameplay,  this game has it all."
42,DarthCow,9,"This game made its way into my ""All time favorites"" list. It's just great! Love the theme, gameplay mechanics, miniatures, etc. The only blemish is the sorely neglected Rulebook. Which is the reason why this game didn't score a perfect 10."
43,Davidalurie,N/A,Bought due to an astounding deal offered by Chaos Cards (£46.50 - way cheaper than I've seen it anywhere else) and I didn't want to miss out. I still haven't even read the rulebook so once I have I may just resell it...
44,Dblankenship81,N/A,NIS
45,Deeevorce,8.5,"Compononents, theme and art are great.
Played a few solo games, loved it. Hope to play it ftf soon. Hope it will br a match with the people I play with."
46,Destrio,N/A,with burgundy dice
47,DidacRH,8,"Love this game... but... well, the rules are a pain and the learning curve is sooo steep. Not because of the inherent complexity of the game,  but because a painstakingly bad written rules. Please! Update that jigsaw! The game deserves it!"
48,Dimo4683,N/A,"X
+Expansion:
-The Embassy
–The Dragon
–The Wheel
–The Mekasylum
–The Baker Street Set
–Kingdom Death Crossover: Steampunk Twilight Knight 
–Gentlemen Of Her Majesty's Service

"
49,dinadingoldheart,2,"First off, the art is fantastic. The atmosphere...fantastic. Steampunk? I love it. All the components? beautiful. Spend resources and help the nemesis, great game concept! Leveling up your characters, nicely done!  CMON, great games, love them. Why a 2? Because of all the points mentioned, because the game itself? Never want to play it again. Totally broken, OP dice fest. No fun at all. The scenario's are the worst I've ever come across.

I've played all the scenario's from the base game, just because I was hoping I was wrong, (did anyone play test this game at al????) because everything about the game is something I want to love. But instead of having fun it's a horrible unbalanced totally dice depended, what shall I call it? Because it's not a game. First scenario, fun for the Gentlemen but no match for the nemesis player. I've played the whole campaign with  two players, wouldn't recommend it with more players because of the huge amount of downtime. Throw a dice, fail, next player, get totally blown away by the Nemesis player without the possibility to do something back, repeat.  But back on topic: scenario 1. Nemesis player angry because the whole scenario plays itself. 

Second scenario. I got lucky as the gentleman with the dice.  When I look online I'm one of the lucky few who won the scenario. And after that it goes down and down and down. One time we even put everything in favor of the gentleman, but again it wasn't possible to win at all! You have no influence or what so ever. Just sit down and accept the beating. No strategy, just throw some dice and pretend you have a chance. 

Scenario: ""here is a mission you can never accomplish. Feel week and helpless and throw some dice to give you the feeling of control."" Never in this whole game I felt like I had any influence on the outcome. It is so bad that even the Nemesis player wanted to quit, because there was no honor to gain. No fun, just frustration.

Nothing about this game is fun. The rules are fiddly, everything depends on dice and if you look online, nobody got further than the first two scenario's. So now I have a beautiful game that I never want to play again, but screams for community scenario's and rules. Worst game I have from CMON. And if you don't believe me, search for it and see how many games there are for sale for the lower price than we paid on Kickstarter. Or look at the ratings. 10 - comment own, 10 - comment own , 10 - comment own  . Yeah good reviews. (probably afraid that they can't sell their game) So a 8.1 is not a true rating. Don't be fooled by the high number.

If someone enjoyed the game, and played all the scenario's please let me know what your secret is, because without proper adjustments to the scenario's I will only play this game with my own rules and scenario's. Because the world and components scream for a good game. Shame on you CMON!

Now I accumulated enough hate to try that game ;)"
50,Dirtycasul,10,"Despite a lacklustre rulebook and translation, one of the best boardgames I have ever played. Easily in my top five favourites."
51,divibyzero,N/A,Interesting theme and miniatures
52,djsharsh,N/A,For Trade or Sale
53,Dr Locrian,8,"Liking what I've seen so far, this is a provisional 8. I've no issue with the minis, which I think are excellent - I like the fact they are cast in different colours. Gameplay is actually quite simple, set up is about average for this sort of game, rulebook could be better with more examples. Gameplay is reminding me of a few other games, namely level 7 omega protocol, which has the programmed turns and I believe a type of currency that flows towards the baddy, this similarity is a good one, especially since this game is simpler. It also reminds me of claustrophobia with the nemesis board. Again this is a good thing, upgrades reminds me of rum and bones. The game is actually quite light, few issues with rulebook, I am not sure if rules are missing but it feels that way as the rules don't feel intuitively laid out, it would be a shame if that hurt this game long term as it's beautiful. Jury is out with future plays, will be hurt if balance seems off, but after one provisional play this doesn't seem to be the case. Kickstarter extras are nice.

Addendum: first and second scenario seemed to favour the gentlemen, the map tiles have icons (door icons) that don't map to the set up diagrams, so why have them?

A nice package that felt half baked."
54,dr.morton,9,My favorite 0ne-vs-many boardgame.
55,DrunkDwarves,9,"This is likely the last All vs One game that I'll get, I already have so many that I don't need more. It really was just the World of Smog that did it for me, I know it's been done to death but I do love the Victorian Steam Punk vibe mixed with a bit of horror and fairy tail flavor. "
56,DrWorm331,8,"I don't usually like 1 vs many games as it feels very much like being the Dungeon Master. This one plays more skirmish like, with multiple objectives and lots of good tactical choices. very fun and the upgrade phase is a very welcome thing for groups that enjoy that in their campaigns."
57,DTLibrary,N/A,Shelf 23
58,dubiousjim,N/A,@campaign @horror @new @steam
59,duncanid,N/A,"

The Dragon
The Mekasylum
The Wheel
Gentlemen of Her Majesty's Service
The Baker Street set
Art book
Burgundy dice"
60,ecsf2008,N/A,[14+] 2-5 (2/5) Players
61,eduguima,9,"If not for CMON neglect with the game, it would be a 10."
62,ekot,N/A,"+ The Embassy Expansion
+ Kickstarter Extras"
63,ElderSigned,N/A,Kickstarter
64,Emodude,10,"Played 2 missions and loving it! Highly thematic with strong campaign potential. Love the different win conditions for both nemesis and gentleman, makes each mission really different!"
65,ericbjohnson,N/A,Gaming:
66,Esbenmf,9,Good take on the dungeon crawler genre and manages to seem familiar yet with new and fresh game play. The setting and components are well done too.
67,esphill98,N/A,Kickstarted; ETA January 2018; arrived 29 MAR 18
68,falloutTS,N/A,Can't wait to maybe paint all these figs!
69,Favorite-1,N/A,KS edition
70,feralway,9,Kickstarter all-in
71,fisha,8.5,"Gyönyörű grafika, nagyszerű, egyedi, nem tucat minik és hihetetlen sztorikönyv, sztoriháttér mindenhez. Szinte egy teljes regényt kapsz ehhez a játékhoz, amit végigjátátszhatsz. A játékmenet annyira nem egyedi, leszámítva a titkos tervezést (aminek szerintem annyira sok hatása azért nincs), és az éter vándorlást, ami viszont kifejezetten kemény döntések elé állítja a játékosokat. A sztorik eddig nagyon különbözőnek ámde balanszosnak tűnnek. Egyetlen, ám igen nagy hibája, hogy a szabálykönyv rettenetesen elnagyolt. Csomó dologról elegánsan egyszerűen említést se tesz, mások ellentmondásos, és még elírásokból is van jópár. Nem karakterelírásból, hanem olyanból, ahol egyszerűen más komponens nevét írják, mint amit akarnak. Ha ez nem lenne, akkor simán kilencesre értékelném."
72,franch1se,N/A,"One to watch
Bad narrative writing?"
73,fvirotta,10,"Easy rules, immersive game, great theme and mechanics feels just right. Well done"
74,g0rn,N/A,+ Kickstarter Exclusives
75,Gably,N/A,Late pledge. Base game + Embassy + Mechasylum. Interested in The Weel but not enough info on it yet...
76,Gada66113,9,"Great miniatures, great atmosphere. Gameplay is a lot of fun"
77,Gamia,9,"Awesome! I do not own Descent, and now I don't need it as this one has a world that I find more appealing; Steam Punk Victorian era ""dungeon"" crawler. Fantastic minis and great story!"
78,gelaar,9,Beautiful game
79,gentry202,N/A,"Own the Embassy and Extra Anarchists, Dragon and The Wheel"
80,Ghool,10,"Not sure what to say here. I'm not fond of 1vAll, if only slightly - I'll tolerate it if well implemented.
The minis are amazing of course, and the theme is my kind of thing.
Still unsure. I have $1 in and will decide later in the PM I think. Something is telling me I should get this though....

I went for everything but the art book. I would have loved to get it, but funds were limited, and shaving off that 20 bucks helped me get the rest.

Looking through the minis and reading so many comments about how poor the quality was, I didn't have high hopes.

Anyone complaining about the casts or quality really has not taken into account the colour of the plastic - it washes out the detail and really lacks contrast. Spray them with gray, and you'll see how nice the sculpts really are.

Hardest PVC models I have ever seen and I wonder if it's mixed with ABS it's so hard. You can scrape the mold lines without pilling, which is amazing for PVC.

The rules look pretty easy and solid and again I don't understand the complaints. Yeah, there's 3 typos in the book. It's easy to parse and pretty concise. Real plays will tell.

As it stands this is a work of art.
Thumbs up so far.

Addendum:
Ok. Much better as you get used to the rules. Some corner cases exist, but I choose to err on the side of common sense. So, very little ambiguities if you roll with the most obvious choice - Spread is not that difficult if you use common sense. ie. bullets n' stuff can ricochet.

This is clearly a passion project, and it shows in every inch of the game, top to bottom. Some one poured their heart and soul into this game system and it shows. Now, if CMON would give this the exposure and support it deserves, I'm sure it would do very, very well.

The retail base box is great fun, so don't knock it if you can't get it all. Even adding a single expansion will add tons of replay and variety.
This is one game that needs, and deserves a widespread audience.

If you want the best 1 vs. All I have ever played, get this game."
81,Glic2003,8,"Beautifully produced.   Gameplay seems fun and well-balanced.  Miniatures are some of CMON's best.   Issues with the rulebook were greatly exaggerated, just look at the FAQ before playing."
82,gpioski,N/A,SLEEVES NEEDED.
83,Greg Foster,7.8,Only played it twice - if there weren't so many other great games out there I'd definitely be playing through the campaign.
84,grimsmirk,7.1,"Nice minis, follows the typical scenario-based minis game play.  Some nice twists like the activation system."
85,gszeberenyi,9,KS
86,gt4948c,N/A,98
87,gumbow,N/A,Kickstarter wip
88,Gutripa,N/A,"played once, like new"
89,Gyges,6,Solidly mediocre. I'm tired of games where basing is so easy that it encourages you to just engage in a couple of dull attacks on your turn.
90,hamiwill,10,"This was my first exposure to CMON.  I love steampunk as a genre and this is a perfectly executed game within that genre.  The minis are amazing and the story is sooooo much fun.  You can play the game as a series of episodes using the same character to continually level up and gain new abilities and strengths, or you can play each game as a one-off."
91,Hamself,9,"A nice combo of mechanisms from Imperial Assault, Mice & Mystics or even Space Hulk to serve an immersive story in an original and dark-but-marvelous world."
92,HDCowles,5,"Nice steampunk style big miniatures game :)

BUT we're in desperate need for a rulebook update!
--> Cool Manuals or not?! "
93,herrkaiser,N/A,Need to play!!!
94,HexOmega,N/A,Kickstarter
95,ianos1,N/A,"Kickstarter arrived.Gorgeous production.Unfortunately 2 of my best friends have it too so my copy will bid us farewell.
"
96,IanWilson,9,"The surprise game of 2017.i kickstarted it because I could use the figures in IHMG game by Osprey. However, the game is easy to learn and fun. The miniature are also great. Hope it get some future support - Victorian Congo setting, even  a Western. "
97,iceberg31,N/A,"NIS
全新"
98,InDreXus,N/A,Feb 2018
99,Jaisyl,N/A,Kickstarter
100,JanRemco,N/A,Kickstarter
101,Janx,N/A,good game.  bought from FLGS.  Want the expansions
102,Jasberfloob,N/A,Expansion contents added in with core game. Plays with expansion not tracked separately.
103,Jaysvice,N/A,2 to 5 players
104,Jemisaur,6,"I was disappointed. The minis were inconsistent in standard (one was missing a head) and many were poorly cast.

The game itself is promising, but needs work. The rules have a lot of gaps in them and when we were playing, we had a hard time finding the information we wanted and there were parts that just weren't explained at all. This might have run basically to time, but they haven't kept us well updated and haven't put the polish on this game that the money involved would have suggested."
105,JHeinrich4,9,"Played through the whole Campain with my wife and we both enjoyed it. Was a very close fight (the Gentlemen gathered more Molochstone-Fragments(won more Scenarios) but the Nemesis could turn the tides in his favour in the final Showdown. My wife even wants to Play the Campain again. Besides Bloodrage, this is one of the CMON Games that I really enjoy."
106,joelpetersen,8.5,Better than Descent and IA. The overlord role is much more fun in this one
107,John Tenzer,8,"Ambassador Pledge 
+ The Dragon
+ The Wheel
+ The Baker Street set
+ Gentlemen of her Majesties service
+ The Twilight Knight
+ The Burgundy Dice set

First core mission played: (3x, for learning the game) 1 vs. 1 player. 

SMOG:ROM is a really fun, immersive and shortwhile 1 vs. Many beer and pretzels game. 
The core rules are easy to grasp and straightforward, while all the special cards used feel like they support and enrich (!) the use of core rules rather than negating, contradicting or unhinging them - the latter being a common pathological symptom of similarly setup game systems (like its worst offender XWING for example). I guess that's the benefit a complete splash release like SMOG is, over a collectible miniatures games cashcow (like XWING developed into).

SMOG:ROM is further dripping with theme and all around a shortwhile, fun experience which I'd happily introduce to any (including even the casual family) boardgamers; in comparison to (for example) Kingdom Death, which is aimed at more professional and regularly playing gamers due to the efforts you'd have to put into the latter.

Two thumps up."
108,JohnnySchmaser,N/A,Kickstarter project. Beware of biased reviews and ratings from backers.
109,Josey_23,N/A,Kickstarter: Ambassador pledge
110,jovason75,9,Quite enjoyable! Possibly a gateway one vs. Many game that has sleek rules and an easy gameplay. Story is awesome!
111,jpthebrit,8,"Fun miniatures board game - plays very similarly to Imperial Assault or Descent, although a little more streamlined/light weight.  The setting and miniatures are great - the color of the minis is a little off putting, but once painted, or even just primed, they look much better.  I would definitely recommend."
112,JunkRat,N/A,2017 Kickstarter
113,kainlane,N/A,Kickstarter
114,Katastrophy9,N/A,[color=#663300][b][i]2018 *Traded*  [/i][/b][/color]
115,Kels,N/A,Kickstarter
116,killape,N/A,"Backed 17th january
Kickstartered - Ambassador Pledge Level:
+KDM: Steampunk Twilight Knight
+Mekasylum
+The Dragon
+The Wheel
+Her Majesty's 
+Baker street set"
117,kissmyale,N/A,"2-5 Players

Rise of Moloch is a campaign driven adventure, played over a series of missions, each telling part of the overall story of Moloch's rise to power (or defeat at the hands of the fearless Gentlemen!). Each mission features a unique board setup and goals for both the Nemesis player and Gentlemen players to complete. More so, subsequent missions will be impacted by the outcome of the one before it, weaving the overall story and game-play together to make each campaign unique."
118,Kitescreech,N/A,Kickstarted 21/1/17 plus Oriental expansion.
119,Kman_awesome,10,"Great dungeon crawl style game. Rich world building, interesting story, looks great, fun tactical decisions, and accessible mechanics. Pretty easy to learn, but lots of depth."
120,Kolker,N/A,not identified
121,Kukasauto86,9,"I really love the atmosphere of the game, but the game design with the asynchronous balance between Gentlemen and Nemesis is also awsome.
The rulebook could be more crispy in some places."
122,Kythrid,9,All figures painted in base game. How do you manage to lose every battle in the campaign except the very last one that wins you the game.
123,LarsX,N/A,"Kickstarter-Edition
incl. Stretch Goals
and evtl. Add-Ons"
124,ledzep571,10,own it.
125,leftwordmovement,N/A,Duane
126,Lenge,10,"Kick Starter Version

Core Game + All Expansions New & Sealed"
127,liquid9000,9,KS
128,Lord_Nathaniel,7,"Very good graphism, enjoyable universe. We played two players, and my SO has some difficulties to balanced the Gentlemen actions with all the stuff they have."
129,Loudsmoker,N/A,KS
130,Loup167,9,"Fantastic universe, well made game. This would easily be a 10 is the rulebook was a little bit clearer on certain point. Highly recommended if you like the steampunk genre and one VS many games."
131,lulu35,N/A,coop
132,mac221087,N/A,KS version so additional pledge box of extras 
133,madaxer,N/A,includes ks extras
134,madchow,8,"fairly simple dungeon crawl with a great theme of victorian steam punk/horror. I don't like overlord games as much as full coop, however, in a campaign."
135,maddrax99,8,Kickstarter pledge
136,MadHamish,N/A,incl. art book
137,Maervok,10,"The rulebook is a little bit messy and even confusing at times. There are some typos and some things aren't specified so I recommend going through that rulebook thoroughly before starting your first game. Also check out the FAQ released by CMON before playing and it the worst case scenario you can find some answers over here as well. - This is pretty much it for the negatives. I'd say the game is pretty balanced in most scenarios, with both the Nemesis and the Gentlemen having good chances of winning. I like the simple combat system with dice rolling because the game offers a lot of interesting tactical choices in other areas (movement, positioning, the order of your activation cards) and so it results in a nice combination of complexity and randomness. Replayability is also quite good especially for a scenario-based game. Each scenario has different conditions for a victory so I wouldn't mind playing one scenario multiple times. (I actually managed to play the first scenario 5 times already) Additionally, its theme is brilliant and unique – combination of steampunk Victorian era, necromancy and ancient Egypt. This game is a 10/10 for me if not taking that rulebook into account."
138,Mantaro,N/A,Kickstarter edition
139,Maquissar,9,"I love the theme that is oozing off of this game, great mini's and great production value. The rulebook is a mess, I'm not sure how they allowed it to be printed with so many errors.
The game itself is easy to learn and loads of fun to play."
140,Marc Aurel,2,KS-version
141,Marcus_Coyote,8,good game and BG !
142,maross,N/A,16000 2018dec
143,maross80,N/A,"új, fólia nélkül 22000"
144,matrix7th,2,Rules are a mess.
145,Maurice_Oksman,N/A,"Kickstarter: 
Add-Ons(Unlisted):
- Promo Card » PnP*"
146,Meeko Moonchild,7,Would love this if it was a fully coop-game!
147,Mega Optimus,10,"Best one vs many I tried so far. Pretty fun even if you lose. Many options, with simple enough rules and game mechanics."
148,MegaMushroom,9,"Setting itself apart from many 1 vs all games, Rise of Moloch offers a genuinely interesting theme, gameplay that feels well balanced (it doesn't feel like the villain needs to pull their punches) and an interesting 'push your luck' mechanic where using the heroes special abilities makes the villain stronger. The production values are great, the art work is creepy as is the theme, and the miniatures are top notch. Definitely one of the more interesting games in the genre."
149,Mellekai,10,That is a hidden gem. One of the most beautiful games ever produced by CMON. And if you love one versus all gameplay it bestowed you with a well balanced and smooth gameplay. This is a must have in a game collection. I have fallen in love with especially the theme and high quality artwork.
150,merlin42,N/A,CLUB
151,Milkrobotics,10,Absolutely lovely game. The miniatures have a great unique design and the overall design of everything surpasses anything I've seen
152,MP20,10,"I was worried this is going to be too complicated for my taste, but it isn't. Not exactly my cup of tea but I very much enjoy playing it. Very thematic."
153,MrSlade,7,finish
154,mrsuitcase,N/A,JS 3P 4P 5P CAMP NEW
155,Mutiemoe,7,I was interested in this mostly because of the steampunk/horror theme.
156,NeilIsagam,7,"Seem to be some translation (?) issues with the rulebook, but the FAQ and Universal Head guide mitigate this.  Overall, the rulebook is fine.   Has all the usual headaches of Descent-type skirmish crawlers (fiddliness and LOS), but I find the theme much more enjoyable, and there's a bit less to keep track of.  The minis are great, of course, but I was very pleased with CMON's production of the cardboard and cards.  I usually find them very lackluster (Blood Rage, for instance) but the art, graphic design and paper/card quality are excellent here.  A keeper."
157,NeonBlue,N/A,KS
158,Neo_1,8,"Not a game I need to own.  However, pretty good game that I would be willing to play some more."
159,Nighthaunt,N/A,x
160,Nobbi86,8,"German Version
Retail April 2020"
161,NoisyAssassin,3,"Great vibe, art, and aesthetic, pretty decent rules, but almost universally terrible scenario design really kills the experience."
162,Noxxe,N/A,Ambassador pledge.
163,o0Valadar0o,N/A,"180 (KS edition, includes all expansions)"
164,Old Dwarf,10,"The rules need some close study in places but the Theme &
Components are excellent.The Game really shines when playing
in the Campaign mode."
165,OmegaDragon,8,KS edition
166,orion66,7,"I liked many elements of the game but it didn't take long to start feeling like a slog. Cards were great, powers were great, figures were great, etc, but after a while it felt like there was little tension. (Primarily in Chapter Two: monsters spawning too fast for heroes to make much headway, but monsters not powerful enough to do much harm to well-equipped heroes). I thought this could be fixed with little tweaks, such as a round cap. Chapter One, for example, I would suggest the bobbies have to keep the girl alive 4 or 5 rounds, then sun-up will turn the zombies to dust.  Might need to give a couple more plays to really decide. Also think it should be harder to heal/get rid of Torment cards. There were some neat cards, but they were so easy to get rid of they hardly had any value. I would say healing should be 2 actions instead of 1 and should be EITHER heal 3 OR get rid of 1 Torment card."
167,Ouverture2828,10,"Great combinations
Great immersion and story."
168,P.O.G.G.,N/A,"Components are really nice, the rules are poorly written.  Lots of luck involved and plenty of dice rolling.  A lot deeper than Zombicide and a bit more complicated too."
169,Parabellum76,N/A,Incl. Emma Swanson
170,pbice,N/A,NIS- KS Ambassador Pledge includes Arcanist Extras Box
171,petewys3,9,"First time I played this game I was put off by the chaotic rulebook. Setup seemed a pain, and I thought it was going to be a game I wouldn't get to the table often. Oh how wrong I was! After the second game I simply fell in love. Once you get a handle on the setup it's actually straightforward, and the rules themselves are very simple. Components are beautiful, theme is engaging, and the overall game is incredible. The World of Smog: Rise of Moloch hasn't left my table yet."
172,PhineusPhule,N/A,"Kickstarter supporter

received 3/'18"
173,Phyrexian,N/A,Cool looking CMON victorian alt future steampunk adventure game. With dungeon master so no solo possibility.
174,playswithfriends,N/A,to be painted
175,poken2k3,N/A,"All Kickstarter Exclusives
"
176,Polono,N/A,Kickstarter
177,Posco,10,CAMPAIGN
178,Poznan1977,N/A,Ocenię jak mi w końcu CMON przyśle : (
179,Prokonsul Piotrus,7,In Korea
180,protox13,N/A,NIS
181,ptiyo,10,"+ Beautiful material.
+ Love the steampunk thematic and its realisation.
+ Smooth mechanism.
+ Campaign with gentlemen/nemesis evolution between scenarios.
- My only ""negative"" point: the first scenario seems too easy for the gentlemen (played 2 times)."
182,realityfoible,5,"I absolutely do not care for dungeon crawls, but even I have to admit that this is one of the better ones.

The art, setting, and models are excellent.  It's all generic steampunk, but somehow manages to come alive and tickle me in a way that a other generic steampunk games don't.  It just feels right.
Unfortunately, apart from the theme and a lovely mechanical twist on player initiative order, SMOG doesn't do much to evolve the tedious DNA of Imperial Assault/Doom/Descent, etc.
There's still clunky combat rules, massive down time between turns, few (if any) meaningful decisions to make, and the endless use of handfuls of dice with very little player agency to affect the outcome.

Still, this is one of the better ones."
183,ReDCell5,9,"backed the others, found the lack of campaign a little dull. Really like the steampunk theme and I enjoy games where I can be the bad guy."
184,reindeerdundee,8,Steampunk dungeon crawl with a couple neat fresh ideas. The core box in CMON style lacks variety unfortunately.
185,revtdog,N/A,Just backed this CMON KS project looks great and very beautiful in a creepy kind of way
186,Ricktor_Black,8,Bought into the Kickstarter
187,Rilmariel,8,"Base game plus all expansions. 
Love the setting. The rules could be better."
