,username,rating,comment
14,axelian73,8.5,"French review as published on Trictrac (without pictures, see images section). 

Notre beau gros jeu de l’été dernier, il aura voyagé avec nous durant plusieurs semaines. En voiture et non en machine volante. Ceci dit on aura croisé une tarentule géante lors de nos balades. Et oh surprise, aucun article sur Trictrac, presque aucun avis…on pensait que c’était fait de longue date ! Allez on va se faire un plaisir de vous présenter ce bien beau jeu avec moults photos, on était en totale immersion victorienne durant l’été. Et autant le dire de suite, une fois le jeu sur la table, ça se joue en 35 minutes à 3 joueurs scoring inclus. 
Donc c’est beau ? Oui. Ambiance machines à vapeur d’un futur alternatif. Un thème clivant, souvent réservé à des jeux de niche pour spécialistes genre Dystopian Wars. Sauf que là c’est à destination des familles un peu joueuses et pas forcément aux joueurs velus. Ciblage pas forcément clair mais parti pris courageux. On se plaît à s’intéresser à cet univers décalé avec 6 beaux plateaux de machines bien détaillés aux salles farfelues, ces nombreuses figurines dont certaines nous parlent forcément, les méchants qui séquestrent des scientifiques…bref on est entrés dedans et ça nous a vraiment plu. Est-ce parce que notre néo-collégien lit « le château des étoiles » et qu’on a lu tous les Jules Verne étant jeunes ? 
Peut-être. Même quelques joueuses qui tiquaient en voyant la boîte ont finalement trouvé que oui, c’est plaisant et tellement gratifiant de jouer un jeu somme toute assez simple avec tout ce matériel qui fera pâlir certains projets KS au vu du rapport qualité prix ici imbattable (32 figurines dont 20 de belle taille au rendu mat superbe même sans peinture, honte à nous qui ne savons manier décemment le pinceau), un thermoformage façon organizer parfois coûteux…on se dit que les minuscules jetons fer/cuivre ne rentraient plus dans le budget, seul reproche côté matériel (remplacés chez nous par des kubenbois, voir photo).
Bref c’est aussi pour son univers graphique et son matériel qu’on apprécie jouer à ce jeu qui est somme toute « familial avancé » et non expert, si la science-fiction n’est pas votre truc du tout la présence visuelle imposante de ce jeu à table risque de ne pas trop plaire. 

Bon, visuellement c’est top, mais comment on joue ?
Tout simplement en posant des engrenages (= des ouvriers spécialisés). 
La moitié du temps de jeu est une succession de placements de ces engrenages-personnages sur l’une des villes disponibles, à tour de rôle. Face cachée évidemment. 
La pose du 3ème personnage sur une même ville déclenche une résolution et histoire de ne pas perdre le fil du tour, le joueur ayant déclenché cette résolution prend un pense bête devant lui, le « monocle de l’oubli ». Bien utile c’est vrai. 
La résolution des actions c’est donc la seconde moitié du temps de jeu à peu de choses près. 
Dans un premier temps, chaque disque offrira à son possesseur le butin de la ville concernée. Si les autres joueurs vous laissent placer 3 disques sur la même ville, ce qui arrive parfois, et bien vous rafflez 3 fois la récompense. 
Voici les butins disponibles : 
Londres : 1 jeton cuivre (pour faire sa machine)
Moscou : 1 en plus sur l’échelle de puissance de feu (histoire de pouvoir capturer des bâtiments)
Paris : 1 scientifique (utiles seuls ou par lots pour jouer un tour de plus ou chiper un bâtiment)
Rome : 1 codex (échelle de bonification additionnelle + possibilité de choisir le disque qu’on pose dès qu’on détient 5 codex plutôt que de jouer le coup suivant. Bien pratique donc)
Washington : 1 jeton fer (pour faire sa machine)

Ensuite on retourne la pile de 3 disques et on applique les effets des agents dans l’ordre. 

Voici enfin les capacités des agents : 
Le saboteur annule le jeton suivant (sauf de sa propre couleur). Rageant parfois, aléatoire souvent, le jeu en devient familial, même un bon tacticien ne pourra rien contre plusieurs saboteurs. 
On rappelle toutefois que tous les agents même annulés récupèrent quand même le butin de la ville.
L’acolyte récupère une seconde fois le butin de la ville. 
L’homme de main tente d’accomplir la mission actuellement présente dans cette ville. Il prend la carte si le pré-requis est validé et on ne remet pas de carte avant la fin du tour.  
L’artilleuse récupère un bâtiment à condition que votre puissance de feu soit suffisante (égale ou supérieuse à ce qu’indique la flèche). 
L’ingénieur déclenche le pouvoir de votre machine maléfique. 

Les machines justement, c’est un peu le petit côté asymétrique léger du jeu : les six proposées dans le jeu sont différentes visuellement et assez loufoques mais diffèrent surtout par le pouvoir apporté sur action de l’ingénieur. Elles orientent également certains choix lors de la partie : on aura davantage de cartes missions validées avec l’une, des ressources rapides avec une autre, des actions multiples avec une troisième…
On conseille un sachet zip par machine histoire d’éviter le bazar dans la boîte.
Un pouvoir de base est disponible pour chaque machine dès le début du jeu et 2 autres peuvent se débloquer en construisant les pièces adaptées. 
Construire un segment de machine c’est tout simple : une fois le bon nombre de jetons fer et cuivre posés sur cette section hop vous récupérez la tuile adaptée et défaussez les ressources. Chaque segment aura son utilité : puissance de feu augmentée, ressources récupérées, davantage de scientifiques stockables sur son plateau, PV supplémentaires à la fin…
Petite parenthèse : on a vite été dérangés par la minuscule taille des jetons fer/cuivre recto/verso. On préfère utiliser sur ce coup-là de bons vieux cubes, pas d’erreur en les manipulant. Gris, doré, posé terminé. 
En résumé, les machines se construisent grâce à 2 ressources de base. Le jeu se termine quand une machine est terminée (on fait alors un dernier tour et on résout tout ce qui traîne sur les villes). 
2 ressources seulement ? Oui, simple et efficace, on rappelle que cela reste selon nous un jeu familial. 
Les ressources s’obtiennent soit par le butin de 2 villes, soit par la capture de certains bâtiments (mais cela fait monter le niveau des services secrets), soit par le pouvoir de certaines machines. 

Trois dernière petites choses : 
1/ selon le bâtiment capturé (par l’homme de main par exemple ou par un trio de scientifiques), un bonus est récupéré. C’est l’une des façons d’obtenir 1 ressource + 2PV en fin de partie car chaque bâtiment vaudra 2 PV. Les monuments capitales offrent un jeton 2PV et aucune ressource.
2/ Les scientifiques permettent de rejouer un disque défaussé, de jouer un tour supplémentaire ou de capturer un bâtiment selon qu’on en défausse 1, 2 ou 3.
3/ Les missions disponibles influent sur le choix de jouer certains agents ou de capturer divers monuments. 
En fin de partie, le scoring prend en compte 5 domaines :  les PV des segments construits sur la machine, les codex, les missions, les jetons PV et les bâtiments. 
Le jeu se joue souvent à peu de choses, deux missions ou quelques codex de plus…Il y a beaucoup d’interactions « indirectes » via le plateau, on ne se vole rien et on ne se combat pas. Un peu trop gentils ces méchants donc, pas de crispation à table d’ailleurs sauf quand on se fera saboter pour la troisième fois de suite. Alors vous l’aurez deviné on aime beaucoup y jouer malgré quelques déconvenues au départ avec les règles, le jeu est flatteur et offre pas mal de choix simples. Ceci dit son positionnement n’est pas évident (très peu de retours d’ailleurs) car très typé par son thème et trop léger pour des joueurs chevronnés. Par contre en famille avec des ados, ça glisse tout seul et on laisse aisément le matériel sur la table dédiée plusieurs jours de suite car la mise en place et le rangement prennent un peu de temps malgré la boîte bien pensée. 
4 choses à bien prendre en compte : 
1/ La machine GRIFFE est trop puissante si on utilise ce qui est imprimé sur le plateau de cette machine. Il faut utiliser ce qui est écrit dans la règle (1.0 ou 1.1) à savoir qu’en activant la machine (via l’ingénieur), un joueur place immédiatement son prochain agent sous un agent du plateau central qui se trouve SEUL dans une ville. On ne déclenche donc pas de résolution en cascade en glissant sans arrêt un agent sous des piles de 2 agents comme nous l’avons joué un bon moment….
2/ L’utilisation de 3 scientifiques vous permet de capturer un bâtiment (si vous être ok au niveau puissance de feu). Vous gagnez alors le bonus lié à CE bâtiment spécifique et non pas le butin de la ville dont il provient. 
3/ Partout on figure un jeton PV (tête de mort + une valeur) il faut uniquement regarder la valeur indiquée. La tête de mort ne vaut pas 2 PV elle-même…quand une carte indique 3, c’est donc 3 PV et non pas 6 qu’on récupère (doute levé durant l’été dernier). Tous les petits jetons PV valent 2. 
4/ Quand on réussit une mission on récupère uniquement la carte mission de la ville, mais pas de jeton PV. La valeur indiquée sur la carte se suffira à elle-même en fin de partie lors du décompte.
Pour nous c’est entre 8 et 9 selon les critères BGG, on aime et on le recommande, on a été bavards sur ce coup ! Et petit clin d’œil pour finir à une BD de ce genre un peu particulier mais bien sympathique !"
15,BastardCafe,N/A,2 912
16,bayspiel,N/A,05.02.02.03
17,bobpazjr,7,"This one brings some cool mechanisms together. Very enjoyable for the whole family. Kiddos definitely love it (age 7-12), and we've had some great fun introducing it to friends. There are a couple thematic/backstory holes I'd love to see filled, but I can't complain. This one's been a winner for us!"
18,Bond8089,5,"This is a strange production.  The game feels WAY overproduced, with all of the building miniatures seeming completely irrelevant.  They are cool... don't get me wrong, but they feel way out of place.  The artwork is also cool, but there is zero theme to this game... its all just a standard euro with some pretty art.  The game was fun to play, and I wouldn't mind playing again, but its not something I would ask to play."
19,brettspieletreff,1,"Die Gebäude stinken selbst nach Wochen noch. Das doppelseitig bedruckte Hauptspielmaterial (Chips) ist viel zu klein, die Gebäude sind zwar groß, werden aber nur einmal im Spiel gebraucht, wenn sie gestohlen werden und stehen sonst nur rum."
20,brewsaki,6,"Interesting but unexciting game. Overproduced for what it is. I mean, the buildings are basically 2-point tokens. There is 25 of them, 7 different models, all plastic... seriously? I kind of like the stacking of the chips but I feel like resolving the actions later breaks the flow of the game."
21,Briancph,7.5,"+ Turns are quick and simple
+ Gameplay is a mix of tactics and strategy. You have to play the first worker you draw from your stack but once you achieved 5 books in your library you may choose which worker to play. You have to time the placement and activation of your workers in various locations so they resolve optimally (especially if you're playing with less than 5 books in your library). 
+ Some memory and bluffing aspect as workers are placed face-down. You have to guess where opponents' saboteur is which cancels out your worker's ability.
+ Saboteur mechanic really shines and increases excitement of the game while introducing a good level of take that. 
+ Multiple scoring opportunities from stealing buildings to missions to constructing your machine.
+ Variable player powers. 

- Production is great with the minis but the bolts and plates chits are miniscule. They want to keep the player board size manageable but it is a mismatch in quality when there are miniatures scientists when those could have easily been tokens. Double layered player boards would have been nice with the plates and bolts being cubes that can slot in. 
- I initially thought each villain was linked to a particular machine but apparently they were just illustrations. Would have been nice to see some kind of backstory to increase immersion.
- Rulebook could have been clearer and needs a section for each of the machines unique powers.

A solid light to mid weight game that pleases across the board with a little bit of everything and does not overstay its welcome."
22,buffcoat,N/A,"The minis are perfect. Everything else is, meh. Thin player boards, extremely fiddly and tiny pieces. A deeper than expected worker placement/engine builder than I thought it would be. "
23,caelet,N/A,cool minis
24,calidoggg,8,"So far, I really enjoy this game.  I love the delayed action resolution mechanism and the stacking.  It has some challenging decisions along the way, but doesn't overstay its welcome and seems fairly balanced.  The asymmetric machine powers are the greatest part of the game for me, though.  Without that, I wouldn't rate this as high as an 8."
25,CannonFodderTed,7.9,"I actually really liked this game. Fun gameplay, great components, doesn't overstay its welcome. I really love the mechanic of placing your cogs face down as it makes for some very interesting decisions and also has that ""I hope my opponent doesn't do this"" feeling which keeps the game tense. Quite a good little gem which I think is probably overlooked this year."
26,cbazler,5.5,"A couple nice ideas here, but the game is almost too simple for me. The bluffing/blind worker-placement works to a degree, but not with two players, when it's too easy to track and remember player tokens: it often becomes obvious which tokens are traps, and it can stall the game if both players simply avoid those spots. I also think the game is slightly too repetitive to reward multiple plays: it seems the only real interest is in the complex interactions of multiple players."
27,Celtic Joker,8,"I'm not a Worker Placement fan at all!
But this one is fun for me because you always have enough workers and you can always go to any space. It's just a matter of choosing which worker (they have different abilities) to send to which space."
28,Chabousse,6,"Very interesting ""Chips programming"" mechanic. Played the prototype and the published game, not convinced."
29,charlest,6.4,"I'm not a fan of worker placement but the adoption of the StarCraft-like system really jazzes this up. There's a bit of chaos and direct conflict (sabotage) that really alleviates some of my pain points with the classic mechanism.

I also dig how you're building doomsday devices and unlocking special powers and attributes. This just feels great and ties in wonderfully with the absolutely breezy gameplay. Everything moves extremely fast and it's not overly thinky or analytical. It's a gateway+ worker placement game that's streamlined but still interesting with a touch of flavor.

------------------------------------
Full review: https://geekandsundry.com/build-your-own-doomsday-device-in-victorian-masterminds/"
30,Cheelara1,8,"I really loved playing this game. It was lots of fun, a def keeper"
31,Chez Geeks,8,Our Video: https://www.youtube.com/watch?v=t4hd0P6oCTA
32,ChildeRoland1919,6.6,"Steampunk is not usually my kinda theme but...I must admit the mini buildings, agent tokens and tableau building ties together in what is a nice package. The saboteur can add a little take that but in the spirit of the game works fine, especially since everyone has the ability. All in all this one plays quick and there are plenty of decisions to keep everyone involved. A nice surprise. (NOT RECOMMENDED AS A 2PLAYER GAME)"
33,Chindestructible,8,"A fun theme and a quick, combo heavy worker placement."
34,Christine Biancheria,8,This is way better than people initially gave it credit for.
35,Chrono12,7,Rulebook is seriously underdeveloped and leaves a lot of questions unanswered. Otherwise a quality title.
36,Chu_Junyu,7,A nice workplacement game.Easy too learn but not fool.
37,cliffmikard,2,Awful.  Abandoned after two turns by four very experienced gamers.  Two stars for the plastic components (but use them elsewhere)!
38,Cogliostro,6,"Seichtes ""Programmier""-Spiel"
39,ColinWA,9,"Simple play mechanism, but rich and deep strategic options to pursue. Greatly enjoyed this ingenious game."
40,Cone Defense,6,Something about this just didn’t work for me. Interesting design with some ok decisions. The social pet just didn’t have enough to offset the boring decisions.
41,cutesnottie,N/A,"Essen 2018?
worker placement"
42,danarickle,7.4,"Fun game that doesn't play well at 2 (no balancing mechanism for a very possible game-play issue). Good player interaction. Definitely good for a fun, competitive, light/medium game."
43,DarioAggioli,6.49,Simpatico 
44,Deacis,6.5,"Mechanically tight and balanced game, but a bit too soulless/abstract for me. Got the same feeling after playing The Godfather: Corleone's Empire from CMON."
45,dizlike,N/A,"Till försäljning 250:-
Vikt 1400 gram. 95:- frakt.
Nationella gruppen."
46,djnesq,7,"In the way so many options are packed into a short playing time, the game reminds me of 7 Wonders. A good memory and an ability to predict opponents' placements help."
47,doctoryes0,5,Are you bgg-stalking me Anthony?
48,domcrap,7.5,"Great components and art. Interesting Euro game, but with some non-targeted screwage. This creates a tense chaotic feeling layered on a straightforward point salad game.  The structure of the game is very clean, so gameplay flows quickly and without much confusion. The theme is silly fun (destroying cities and causing mayhem) as opposed to what you’d normally find in this type of euro game (something erudite). Overall, a very solid design."
49,dpbernath,3,Dice Tower West 2019
50,DrWorm331,9,"Great game, components and storage tray. Very fun!"
51,DTLibrary,N/A,Shelf 3
52,DTWLibrary,N/A,10C
53,Duesler,N/A,3.15
54,duncanid,N/A,I'm Board
55,echoingvoice,N/A,Need to review
56,Emmdizzle24,6.5,Not very good with 2
57,emperormark,6,Another much-hyped and overrated collaboration between CMON and Eric Lang. So-So.
58,ericbinnyc,N/A,Haven't gotten to the table yet.
59,ErsatzDragon,N/A,Definitely want to check out its twist on worker placement.  :)
60,Eryck333,7,np
61,evkefalas,N/A,-Premium Sleeved Kaissa (Mayday) 41x63
62,Fabio0907,7,7.5
63,FaceBreaker,N/A,"Holy Grail
Lang X Bauza
"
64,FelTha,N/A,Localização: C1
65,fenikspl,6,"The game is well produced and the first few plays will most likely be fun, but once the novelty factor wears off, there's not much else left. "
66,fisha,6,"A két szerzőt talán kedvenceimnek mondhatom, így nagyon nagy várakozásaim voltak. Pláne, hogy általában szeretem a közepes hosszúságú, egyszerű, de fineszes játékokat. Hát ehhez képest elég nagy csalódás volt. Pont amiért kedves nekem e két szerző, az nem fellelhető ebben a játékban. AZ ő játékaik mindig letisztultak, kerek egészet alkotnak. Ez sajnos nagyon nem. Az egésznek olyan fura, nehezen megfogható félkész érzése van."
67,Flora_S,N/A,Multiplayer only.
68,fraterurbs,N/A,2017
69,fredm,7.5,"3 games played.
All players enjoyed the game.
Good game for 60 minutes play with a ""family"" group."
70,fromeea,N/A,"In Box #0078
Cards Sealed"
71,galin54,N/A,WTP Med. Worker placement game by Antoine Bauza and Eric Lang. Workers placed face down have individual powers.
72,Games CLUB,7,Owned by: Dan
73,GarfieldKlon,8,"29.4

I really like this game. The mechanism with discs is very nice. The only thing I dislike is that someone can luckily copy an engineer and start his engine and get a lot of stuff. That's also what happened in our play, and this person won. Some of the individual characters are overpowered?

[c]
Theme:          :star::star::nostar::nostar::nostar: [size=7]Little[/size]
Gameplay:       :star::star::star::star::nostar: [size=7]Good amount of choices[/size]
Interaction:    :star::star::star::nostar::nostar: [size=7]Where the others placing their disc[/size]
Artwork:        :star::star::star::nostar::nostar: [size=7]Good[/size]
Luck:           :star::star::star::nostar::nostar: [size=7]Revealing of the discs[/size]
Strategy:       :star::star::nostar::nostar::nostar: [size=7]Not much possibilities[/size]
Components:     :star::star::star::nostar::nostar: [size=7]Discs are perfect, the rest could be better[/size]
Play duration:  :star::star::star::star::star: [size=7]Perfect[/size]
Easy to teach:  :star::star::star::nostar::nostar: [size=7]Ok[/size]
Rules quality:  [size=7]not read[/size]
Setup time:     :star::star::star::nostar::nostar: [size=7]Ok[/size]
No downtime:    :star::star::star::star::nostar: [size=7]Plays very quick[/size]
Replay value:   :star::star::star::nostar::nostar: [size=7]Different individuals[/size]
[/c]"
74,Geekway,N/A,"Finefield, MM, 12-16-2019"
75,GiaLaRoc,8,"Mécanique atypique qui m'a beaucoup plus! On place des tuiles face cachée sur le monument de notre choix et quand il y a une pile qui fait une taille de 5, on retourne la pile et on résout les actions possible.
"
76,Gionte76,8,2 - 4
77,glsonn,N/A,Sure hope this makes it this time. I will need to add it to my Victorian room.
78,Gornack,N/A,5
79,gotrek987,7,"An interesting game. On the one hand, it looks and feels great. On the other hand, it is more confusing than it has to be at first and is way overproduced. Overall, it is a decent game that plays fairly quick. The theme is also decent enough to inspire an occasional devious laugh when you trump your fellow masterminds. Stacked worker placement mechanics can be tough to figure out, but this one handles it well. The progression from building up your secret weapon of mass deviousness is handled PERFECTLY. Things to watch out for: The Saboteur, is really just not fun. The randomness of placements usually from the agents means that randomly you will just outright lose a turn. This is tough no matter the play count. 2 players its brutal, more players and you might lose a couple agents in a row. It's not a long game and it's not entirely uneven so it is not the end of the world, but I can easily see some people having issues with it. The other thing is C.L.A.W.S. . . . . I don't know HOW this thing was playtested. If you do use it, please use the variant offered by Eric Lang. Having the engineer's ability used to hop from stack to stack, is just broken. Even with the fix it is pretty unbalanced over the other abilities, but much better than without."
80,Govy 66,7,"Relatively simple, quick & fun worker placement game. A novel twist on the genre."
81,GSReis,7,"Simple game with a fun theme and some nice plastic components. You stack agents face-down in various cities and resolve their actions when the third agent is added to a stack. Each city gives some kind of resource and each agent has a special ability or action, such as capturing a building or fulfilling a mission. You unlock new powers as you build parts of your nefarious machine. The game has enough strategy to keep serious gamers engaged, but it can be a bit chaotic, especially with the saboteur agent."
82,guilou05,5,VF
83,happybean,8,"This is a very fun and joyful game. Because each player has a different drawing, there are some minor differences in the player's strategy. But the rules book has some contradictions."
84,HausOfQwert,N/A,Won in a GeekBay auction
85,HHoffman,N/A,VFM demo copy $15
86,Hibou77,8,"I love the theme !  Can definitely see similarities between the machine building and the submarine building in Bauza's previous Oceania.  Can also feel Lang's touch on the agents hidden placement and abilities.  Overproduced (building minis).  Overall, the game flows nicely.  The lack of control on the order of placement resolutions along with the saboteur make it hard to plan ahead.  A bit too chaotic for my tastes."
87,horstderadler,6,seen on Game Night
88,Hribr,N/A,"2 - 4 players (best 3), 45 - 60 min, Age: 14+

While Europe sits unprotected in Victorian Masterminds, you and other players send your henchmen to different cities to use their varied abilities, collect material for your steampunk-inspired contraptions, destroy buildings, and complete missions. At the same time, the Secret Service follows your path of destruction. Every contraption is unique and allows you to take different actions, leading to highly strategic, asymmetric gameplay."
89,Hummel150,3,"Rich theme, big names, wonderful artwork and quality miniatures yet such a bland result. Not representative of either author's best work. 

The game is shallow and turns are samey so you see it all with one play. No reason to re-visit. "
90,iamzimmer,6.9,"Decent gateway for worker placement games. The workers are discs with a bonus effect on one side. Your 5 workers are shuffled, so you will place the next one from your stack on an action space that you would like to do, face-down. Eventually when there are 3 workers total in the action space, the action is resolved in order of 1st worker, 2nd worker, 3rd worker. 

The worker bonuses give you something extra to consider when placing--if you have your 2X worker, you might be more inclined to place your worker on an empty space (because the bonus cannot be canceled). If you have the bonus canceler, you might want to place it either 1st or 2nd in an action space, to have a chance at messing with someone else's plans. Etc. Likewise, after an action space is resolved, the workers are returned face-up to their owners (ie: a ""discard pile""), and are not flipped face-down and shuffled until the owner has an empty stack. So you can see if someone has already used their bonus canceler, etc.

So it is kind of neat. But it also just feels very tactical/not very deep. The bits are pretty, and the game moves quickly. I would not mind playing again, but not one I would request either."
91,iMisut,6,[url=https://misutmeeple.com/2019/09/resena-genios-victorianos/]Reseña de Genios Victorianos en Misut Meeple[/url]
92,Issh,N/A,No plays
93,Izobretenik,7.5,"Based on the prototype play. I guess some more changes will be added to the game but I really enjoyed the gameplay, the mechanics and the different strategies the vehicles offered. Really looking forward to play the published version!"
94,jax900,6,"A working design, but missing a spark.

Completing orders and an overall feeling of a race don't encourage me to regular encounters with the game either...

Tactical manoeuvring can occasionally be fun here, but it's not compelling/relevant enough on the whole."
95,Jaysvice,N/A,2 to 4 players
96,joechang,5,"If you ever wanted an example of a game that has needless minis to charge more for a simple game, this is one to use."
97,joelpetersen,7,Very well produced light game. About 45 mins including rules explanation (for 3/4 players). Flows really well.
98,John501,7.5,With three or more players Victorian Masterminds is a very fun worker placement game with some unique features that set it apart from the crowd. The production holds to CMON’s usual top shelf standard and the theme/setting is likely to appeal to both young and old. A terrific next step for families that are getting into gaming and a simple-but-still-satisfying lark for more experienced players.
99,johnb4bgg,N/A,gateway-ish? need more than 2 players. gameplay looks too swingy. expensive for what it is.
100,JohnC1783,8,Won it in a tourney!
101,josuefalmor,7,"bastante simple, esperaba algo con mas complejidad aun así esta bastante bien para iniciar a personas no jugonas  y las partidas suelen ser bastante rapiditas es un juego que puede ver bastante mesa cuando viene visita pero no es el tipo de juego que sacaría para veteranos"
102,jsteedhayes,8,"Sold for
$30
Jeffrey Owens
(NolaJeff)"
103,JugamosTodos,N/A,Asmodee - CMON
104,jwmanila,N/A,like new
105,keekohmygod,9,Mayday Mini Chimera
106,kegz,5,"While trying this out at BGG.Con, a couple stopped at our table and asked, ""Is this as amazing as it looks?""

Short answer: No."
107,keschnell,N/A,In painting queue
108,ketchup61925,N/A,"CSI-4625741
Ready"
109,khameleun,6,Played too long ago to give specific ratings. I somewhat enjoyed it but it didn't make me want to play it again. I might have enjoyed it more if I had played with friends instead of strangers.
110,Kilmister,7,"Nice and fast - the family variant of ""The Godfather"" or ""Blood Rage""..."
111,Kolker,N/A,7075 x 25
112,KRWoods1,5,"I think the game has potential, and I might like it more if I play it again, but this one feels a bit overproduced for what it is.  The rules were very unclear, though.  "
113,Kythrid,8,All figures painted.
114,Levydrogo,6,Good introductory game for newer players. Easy to learn and play.
115,Lexx_the_Dark,5,"ok spiel .... tolles Material, schnell aufgebaut und erklärt
gehört: manu"
116,littlegerm,N/A,11/19
117,locusshifter,6,"A very tactical game which uses basically the same action resolution mechanism as Starcraft: The Board Game.

Plays quickly, though the decisions feel like they have weight. It reminds me of playing Istanbul in that respect (it's also a bit of an efficiency race as well).

I'm pleasantly surprised by this one.

Update:

After a cooling off period, this one drops to a 6. Still good."
118,LordHass,6,Played with two and three some nice stuff in the game but overall it feels clunky.  Gave it away.
119,lyndathompson1,N/A,Didn't have time to finish this game... would like to give it another go...
120,Mahler6,N/A,Coming out in late 2016
121,mdellis77,N/A,A21
122,metelo,6,"Fun little filler. Quick and fast that I can play with my girls.

I know the production is over the top, but the buildings, scientists, and doom machine parts do add a fun tactile element to the game."
123,MindX,N/A,2 - 4 Spieler / 45 - 60 Min.
124,mlvanbie,N/A,Enjoyed the prototype at an early stage; looking forward to the final version.
125,moramis,5,"Unnecessary minis, obv. Decent game but not great. I actually like the stacking and triggering of areas but surprises definitely do happen."
126,mpatoka,7,Enjoyable game with good quality components. I like the ability to plan placement of your 3 tokens which can set you up for immediate gains or  take advantage of other players moves. Would like to play it again.
127,musicalanarchy,7,"Pretty cool! Super nice pieces and pretty easy to play. It's possible to get stuck where no stacks activate, but we basically home rule that you can't do that. Lots of options, lots of fun!"
128,mxke,1,"Pasted on theme worse than a Reiner Knizia classic. Random worker placement power availability=a shame to call it worker placement.  Access to main scoring dictated by a track which makes the game mono strategic. Maybe other routes could work but you'd have to fully commit to an alternative strategy from the start of the game without wavering. Because WP locations only activate when the 3rd worker is placed, players can be both intentionally and unintentionally blocked out of obtaining as many actions as other players. This last point is how the game is broken. 

Not worth playing."
129,Mythologem,7,"Kinda simple point-salad, it has one big plus and that's the nasty-guy-machine building, like a jigsaw puzzle - it's quite a big fun.

Game per se is a tad uninteresting in the long run, the whole hidden action programming works with less fun than in, say, Colt Express (or Roborally, even).

It's really between 6 and 7, but the components are very solid, so rounding up.

Rate: :star::star::nostar:"
130,nanobastaddo,6,"Good the steampunk idea of the evils of Victorian narrative as protagonists.
Remember me Legend of the extraordinary gentlemen."
131,Narval7,N/A,M
132,Ohkapi,N/A,"I've played this once, a 2 players game.

Desire to play this again."
133,Orphebus,5,"Preliminary--
Light worker placement game. Pasted on theme. Great production. Rather boring gameplay."
134,P0isson,N/A,2019 Mensa Select Winner
135,Pagoda79,8,I like the simple mechanism that always makes you feel paranoid and one step behind.
